split,sequence,case,method,B_failures,visible_B_failures,invisible_B_failures,accepted,correct,wrong,invisible_accepted,visible_localization_error,correct_visible_rate,precision,invisible_error_rate,S0_correct,S0_correct_retention,correct_rate_delta_C0,correct_rate_delta_C1,original_S_only_correct,original_S_only_correct_retained,invisible_OUT_OF_FOV,accepted_OUT_OF_FOV,invisible_IMAGE_BORDER_GUARD,accepted_IMAGE_BORDER_GUARD,invisible_ARTIFICIAL_OCCLUSION,accepted_ARTIFICIAL_OCCLUSION,invisible_OCCLUSION_PATCH_GUARD,accepted_OCCLUSION_PATCH_GUARD,invisible_Unknown,accepted_Unknown,new_reject_UNRESOLVED_PATCH_OUTSIDE,new_reject_UNRESOLVED_NONFINITE_COORDINATE,new_reject_UNRESOLVED_NONFINITE_PATCH,new_reject_UNRESOLVED_LOW_VARIANCE,new_reject_NCC_BELOW_THRESHOLD
all,A08,small,S0,28,16,12,16,16,0,0,0,1.0,1.0,0.0,16,1.0,0.9375,0.9375,15,15,1,0,11,0,0,0,0,0,0,0,,,,,
all,A08,small,S1,28,16,12,14,14,0,0,0,0.875,1.0,0.0,16,0.875,0.8125,0.8125,15,13,1,0,11,0,0,0,0,0,0,0,2,0,0,0,0
all,A08,small,C0,28,16,12,1,1,0,0,0,0.0625,1.0,0.0,16,,0.0,0.0,15,,1,0,11,0,0,0,0,0,0,0,,,,,
all,A08,small,C1,28,16,12,1,1,0,0,0,0.0625,1.0,0.0,16,,0.0,0.0,15,,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0
all,A08,small,SU,28,16,12,16,16,0,0,0,1.0,1.0,0.0,16,1.0,0.9375,0.9375,15,15,1,0,11,0,0,0,0,0,0,0,,,,,
all,A08,large,S0,1363,1258,105,1257,1257,0,0,0,0.9992050874403816,1.0,0.0,1257,1.0,0.9228934817170111,0.9228934817170111,1156,1156,95,0,10,0,0,0,0,0,0,0,,,,,
all,A08,large,S1,1363,1258,105,1250,1250,0,0,0,0.9936406995230525,1.0,0.0,1257,0.994431185361973,0.9173290937996821,0.9173290937996821,1156,1149,95,0,10,0,0,0,0,0,0,0,7,0,0,0,0
all,A08,large,C0,1363,1258,105,101,96,5,0,5,0.07631160572337042,0.9504950495049505,0.0,1257,,0.0,0.0,1156,,95,0,10,0,0,0,0,0,0,0,,,,,
all,A08,large,C1,1363,1258,105,98,96,2,0,2,0.07631160572337042,0.9795918367346939,0.0,1257,,0.0,0.0,1156,,95,0,10,0,0,0,0,0,0,0,0,0,0,0,3
all,A08,large,SU,1363,1258,105,1207,1207,0,0,0,0.9594594594594594,1.0,0.0,1257,0.960222752585521,0.8831478537360891,0.8831478537360891,1156,1106,95,0,10,0,0,0,0,0,0,0,,,,,
all,A08,illumination_blur,S0,142,118,24,118,118,0,0,0,1.0,1.0,0.0,118,1.0,0.6949152542372882,0.6949152542372882,77,77,13,0,11,0,0,0,0,0,0,0,,,,,
all,A08,illumination_blur,S1,142,118,24,110,110,0,0,0,0.9322033898305084,1.0,0.0,118,0.9322033898305084,0.6271186440677966,0.6271186440677966,77,69,13,0,11,0,0,0,0,0,0,0,8,0,0,0,0
all,A08,illumination_blur,C0,142,118,24,41,36,5,0,5,0.3050847457627119,0.8780487804878049,0.0,118,,0.0,0.0,77,,13,0,11,0,0,0,0,0,0,0,,,,,
all,A08,illumination_blur,C1,142,118,24,38,36,2,0,2,0.3050847457627119,0.9473684210526315,0.0,118,,0.0,0.0,77,,13,0,11,0,0,0,0,0,0,0,0,0,0,0,3
all,A08,illumination_blur,SU,142,118,24,118,118,0,0,0,1.0,1.0,0.0,118,1.0,0.6949152542372882,0.6949152542372882,77,77,13,0,11,0,0,0,0,0,0,0,,,,,
all,A08,outside_occluded,S0,1106,648,458,672,646,26,26,0,0.9969135802469136,0.9613095238095238,0.056768558951965066,646,1.0,0.18364197530864199,0.18364197530864199,119,119,77,0,17,0,343,12,21,14,0,0,,,,,
all,A08,outside_occluded,S1,1106,648,458,652,645,7,7,0,0.9953703703703703,0.9892638036809815,0.015283842794759825,646,0.9984520123839009,0.18209876543209877,0.18209876543209877,119,118,77,0,17,0,343,0,21,7,0,0,1,0,0,0,19
all,A08,outside_occluded,C0,1106,648,458,541,527,14,14,0,0.8132716049382716,0.9741219963031423,0.03056768558951965,646,,0.0,0.0,119,,77,0,17,0,343,10,21,4,0,0,,,,,
all,A08,outside_occluded,C1,1106,648,458,529,527,2,2,0,0.8132716049382716,0.996219281663516,0.004366812227074236,646,,0.0,0.0,119,,77,0,17,0,343,0,21,2,0,0,0,0,0,0,12
all,A08,outside_occluded,SU,1106,648,458,605,602,3,3,0,0.9290123456790124,0.9950413223140496,0.006550218340611353,646,0.9318885448916409,0.11574074074074074,0.11574074074074074,119,92,77,0,17,0,343,1,21,2,0,0,,,,,
all,H02,ALL,S0,2957,2186,771,2278,2183,95,95,0,0.9986276303751144,0.9582967515364355,0.12321660181582361,2183,1.0,0.7026532479414456,0.7145471180237878,1529,1529,407,0,136,1,207,74,21,20,0,0,,,,,
all,H02,ALL,S1,2957,2186,771,2146,2138,8,8,0,0.9780420860018298,0.9962721342031687,0.010376134889753566,2183,0.9793861658268438,0.682067703568161,0.6939615736505031,1529,1485,407,0,136,1,207,0,21,7,0,0,39,0,0,0,93
all,H02,ALL,C0,2957,2186,771,656,647,9,2,7,0.2959743824336688,0.9862804878048781,0.0025940337224383916,2183,,0.0,0.011893870082342177,1529,,407,0,136,2,207,0,21,0,0,0,,,,,
all,H02,ALL,C1,2957,2186,771,624,621,3,2,1,0.28408051235132664,0.9951923076923077,0.0025940337224383916,2183,,-0.011893870082342177,0.0,1529,,407,0,136,2,207,0,21,0,0,0,0,0,0,0,32
all,H02,ALL,SU,2957,2186,771,1925,1923,2,2,0,0.8796889295516926,0.9989610389610389,0.0025940337224383916,2183,0.8808978469995419,0.5837145471180238,0.595608417200366,1529,1305,407,0,136,1,207,1,21,0,0,0,,,,,
all,H02,small,S0,96,43,53,44,43,1,1,0,1.0,0.9772727272727273,0.018867924528301886,43,1.0,0.8837209302325582,0.8837209302325582,38,38,7,0,46,1,0,0,0,0,0,0,,,,,
all,H02,small,S1,96,43,53,44,43,1,1,0,1.0,0.9772727272727273,0.018867924528301886,43,1.0,0.8837209302325582,0.8837209302325582,38,38,7,0,46,1,0,0,0,0,0,0,0,0,0,0,0
all,H02,small,C0,96,43,53,5,5,0,0,0,0.11627906976744186,1.0,0.0,43,,0.0,0.0,38,,7,0,46,0,0,0,0,0,0,0,,,,,
all,H02,small,C1,96,43,53,5,5,0,0,0,0.11627906976744186,1.0,0.0,43,,0.0,0.0,38,,7,0,46,0,0,0,0,0,0,0,0,0,0,0,0
all,H02,small,SU,96,43,53,44,43,1,1,0,1.0,0.9772727272727273,0.018867924528301886,43,1.0,0.8837209302325582,0.8837209302325582,38,38,7,0,46,1,0,0,0,0,0,0,,,,,
all,H02,large,S0,1116,843,273,843,843,0,0,0,1.0,1.0,0.0,843,1.0,0.594306049822064,0.5966785290628707,501,501,236,0,37,0,0,0,0,0,0,0,,,,,
all,H02,large,S1,1116,843,273,833,833,0,0,0,0.9881376037959668,1.0,0.0,843,0.9881376037959668,0.5824436536180309,0.5848161328588375,501,491,236,0,37,0,0,0,0,0,0,0,10,0,0,0,0
all,H02,large,C0,1116,843,273,342,342,0,0,0,0.40569395017793597,1.0,0.0,843,,0.0,0.002372479240806643,501,,236,0,37,0,0,0,0,0,0,0,,,,,
all,H02,large,C1,1116,843,273,340,340,0,0,0,0.4033214709371293,1.0,0.0,843,,-0.002372479240806643,0.0,501,,236,0,37,0,0,0,0,0,0,0,0,0,0,0,2
all,H02,large,SU,1116,843,273,771,771,0,0,0,0.9145907473309609,1.0,0.0,843,0.9145907473309609,0.5088967971530249,0.5112692763938316,501,443,236,0,37,0,0,0,0,0,0,0,,,,,
all,H02,illumination_blur,S0,584,490,94,490,490,0,0,0,1.0,1.0,0.0,490,1.0,0.7040816326530612,0.753061224489796,340,340,64,0,30,0,0,0,0,0,0,0,,,,,
all,H02,illumination_blur,S1,584,490,94,474,474,0,0,0,0.9673469387755103,1.0,0.0,490,0.9673469387755103,0.6714285714285714,0.7204081632653061,340,325,64,0,30,0,0,0,0,0,0,0,10,0,0,0,6
all,H02,illumination_blur,C0,584,490,94,151,145,6,1,5,0.29591836734693877,0.9602649006622517,0.010638297872340425,490,,0.0,0.04897959183673469,340,,64,0,30,1,0,0,0,0,0,0,,,,,
all,H02,illumination_blur,C1,584,490,94,123,121,2,1,1,0.24693877551020407,0.983739837398374,0.010638297872340425,490,,-0.04897959183673469,0.0,340,,64,0,30,1,0,0,0,0,0,0,0,0,0,0,28
all,H02,illumination_blur,SU,584,490,94,490,490,0,0,0,1.0,1.0,0.0,490,1.0,0.7040816326530612,0.753061224489796,340,340,64,0,30,0,0,0,0,0,0,0,,,,,
all,H02,outside_occluded,S0,1161,810,351,901,807,94,94,0,0.9962962962962963,0.8956714761376249,0.2678062678062678,807,1.0,0.8049382716049382,0.8049382716049382,650,650,100,0,23,0,207,74,21,20,0,0,,,,,
all,H02,outside_occluded,S1,1161,810,351,795,788,7,7,0,0.9728395061728395,0.9911949685534591,0.019943019943019943,807,0.976456009913259,0.7814814814814814,0.7814814814814814,650,631,100,0,23,0,207,0,21,7,0,0,19,0,0,0,87
all,H02,outside_occluded,C0,1161,810,351,158,155,3,1,2,0.19135802469135801,0.9810126582278481,0.002849002849002849,807,,0.0,0.0,650,,100,0,23,1,207,0,21,0,0,0,,,,,
all,H02,outside_occluded,C1,1161,810,351,156,155,1,1,0,0.19135802469135801,0.9935897435897436,0.002849002849002849,807,,0.0,0.0,650,,100,0,23,1,207,0,21,0,0,0,0,0,0,0,2
all,H02,outside_occluded,SU,1161,810,351,620,619,1,1,0,0.7641975308641975,0.9983870967741936,0.002849002849002849,807,0.7670384138785625,0.5728395061728395,0.5728395061728395,650,484,100,0,23,0,207,1,21,0,0,0,,,,,
