window_id,selector,level,formal_runs_ok,post_init_accepted,map_point_lineages,distinct_mappoints,assisted_matches,assisted_outliers,pre_kf_purged,pre_kf_scans,unbounded_matches,unbounded_outliers,unbounded_pre_kf_observed,unbounded_pre_kf_purged,reconstructed_native_ape_m,reconstructed_native_rpe_m,reconstructed_bridge_off_ape_m,reconstructed_bridge_off_rpe_m,reconstructed_unbounded_ape_m,reconstructed_unbounded_rpe_m,reconstructed_full_ape_m,reconstructed_full_rpe_m,online_native_ape_m,online_native_rpe_m,online_bridge_off_ape_m,online_bridge_off_rpe_m,online_unbounded_ape_m,online_unbounded_rpe_m,online_full_ape_m,online_full_rpe_m,full_vs_native_improvements,full_vs_unbounded_improvements,coverage,texture_profile,base_track_min,base_track_mean,base_track_max,base_grid_min,base_grid_mean,base_grid_max,low_base_grid_frames,seed_quality_min,seed_quality_below_0p9,formal_root
H05_900_1240,n3_d14_min8_ignore0_clean,action_positive_metric_mixed_native_negative,20/20,87/89,3,11,59,6,4/4,157,59,5,3,0,0.032597,0.103104,0.034599,0.103852,0.032796,0.100179,0.032611,0.103520,0.032572,0.101241,0.033102,0.100275,0.037236,0.111311,0.037962,0.113613,0/4,1/4,162/170,normal_mixed_not_sparse,254,347.152941,350,0.694444,0.848203,0.944444,14/170,0.893812239,1,/mnt/data/AQUA-FE_WS/orbslam3_seeded_validation/postinit_candidate_search_20260805/aqualoc_h05_900_1240/formal_n3_d14_min8_ignore0_clean_v23_lineagefirst_lateenforce_dualgateack_equalruntime_singlecpu2_noaslr_fivearm_h100_q09
