timestamp,reference_valid,full_valid,drop_valid,klt_valid,common_valid,segment_id
1725639476.5344961,1,0,0,0,0,-1
1725639476.634496,1,0,0,0,0,-1
1725639476.7344961,1,0,0,0,0,-1
1725639476.834496,0,0,0,0,0,-1
1725639476.9344962,1,0,0,0,0,-1
1725639477.0344961,1,0,0,0,0,-1
1725639477.134496,1,0,0,0,0,-1
1725639477.2344961,1,0,0,0,0,-1
1725639477.334496,1,0,0,0,0,-1
1725639477.4344962,1,0,0,0,0,-1
1725639477.5344961,1,0,0,0,0,-1
1725639477.634496,1,0,0,0,0,-1
1725639477.7344961,1,0,0,0,0,-1
1725639477.834496,1,0,0,0,0,-1
1725639477.9344962,1,0,0,0,0,-1
1725639478.0344961,1,0,0,0,0,-1
1725639478.134496,1,0,0,0,0,-1
1725639478.2344961,1,0,0,0,0,-1
1725639478.334496,1,0,0,0,0,-1
1725639478.4344962,1,0,0,0,0,-1
1725639478.5344961,1,0,0,0,0,-1
1725639478.634496,1,0,0,0,0,-1
1725639478.7344961,1,0,0,0,0,-1
1725639478.834496,1,0,0,0,0,-1
1725639478.9344962,1,0,0,0,0,-1
1725639479.0344961,1,0,0,0,0,-1
1725639479.134496,1,0,0,0,0,-1
1725639479.2344961,1,0,0,0,0,-1
1725639479.334496,1,0,0,0,0,-1
1725639479.4344962,1,0,0,0,0,-1
1725639479.5344961,1,0,0,0,0,-1
1725639479.634496,1,0,0,0,0,-1
1725639479.7344961,1,0,0,0,0,-1
1725639479.834496,1,0,0,0,0,-1
1725639479.9344962,1,0,0,0,0,-1
1725639480.0344961,1,0,0,0,0,-1
1725639480.134496,1,0,0,0,0,-1
1725639480.2344961,1,0,0,0,0,-1
1725639480.334496,1,0,0,0,0,-1
1725639480.4344962,1,0,0,0,0,-1
1725639480.5344961,1,0,0,0,0,-1
1725639480.634496,1,0,0,0,0,-1
1725639480.7344961,1,0,0,0,0,-1
1725639480.834496,1,0,0,0,0,-1
1725639480.9344962,1,0,0,0,0,-1
1725639481.0344961,1,0,0,0,0,-1
1725639481.134496,1,0,0,0,0,-1
1725639481.2344961,1,0,0,0,0,-1
1725639481.334496,1,0,0,0,0,-1
1725639481.4344962,1,0,0,0,0,-1
1725639481.5344961,1,0,0,0,0,-1
1725639481.634496,1,0,0,0,0,-1
1725639481.7344961,1,0,0,0,0,-1
1725639481.834496,1,0,0,0,0,-1
1725639481.9344962,1,0,0,0,0,-1
1725639482.0344961,1,0,0,0,0,-1
