B_feature_coverage_median,C_feature_coverage_median,backbone_serialized_exact,feature_bag_sha256,feature_messages,float32_ID_exact,frame_audit_sha256,nonfeature_messages_exact,run_slug,source_coordinates_q_velocity_exact,status
0.75,0.8333333333333334,True,b69d4b9054156934587a41137cc893ba0b37e6b1922e9716eb7ad34b63e8068b,450,True,4ae3c1b1eb4793c464aec6379b0d98d85c0bc232a296a06665c6b1f483232baa,9077,coe1_a01_00000_00900,True,PASS
