case_origin,window_id,feature_messages,total_published,max_concurrent,public_ids,chains_ge4,chains_ge10,lifetime_median,lifetime_max,candidate_observations_per_exported_message,B_APE_min,B_APE_median,B_APE_max,B_RPE_min,B_RPE_median,B_RPE_max,B_fitted_scale_min,B_fitted_scale_median,B_fitted_scale_max,B_first_pose_delay_from_reference_start_s_min,B_first_pose_delay_from_reference_start_s_median,B_first_pose_delay_from_reference_start_s_max,B_initialization_visual_imu_misalignment_count_min,B_initialization_visual_imu_misalignment_count_median,B_initialization_visual_imu_misalignment_count_max,B_residual_candidate_min,B_residual_candidate_median,B_residual_candidate_max,C-all_APE_min,C-all_APE_median,C-all_APE_max,C-all_RPE_min,C-all_RPE_median,C-all_RPE_max,C-all_fitted_scale_min,C-all_fitted_scale_median,C-all_fitted_scale_max,C-all_first_pose_delay_from_reference_start_s_min,C-all_first_pose_delay_from_reference_start_s_median,C-all_first_pose_delay_from_reference_start_s_max,C-all_initialization_visual_imu_misalignment_count_min,C-all_initialization_visual_imu_misalignment_count_median,C-all_initialization_visual_imu_misalignment_count_max,C-all_residual_candidate_min,C-all_residual_candidate_median,C-all_residual_candidate_max,artifact
OLD_OUTCOME_KNOWN_DEVELOPMENT,a02_0_900,450,41339,132,1725,1286,1030,15.0,143,91.86444444444444,0.14013049329097843,0.14051626951886162,0.14074065963450608,0.022622756606431784,0.02264796962376938,0.022686274410527944,0.8991260279367088,0.8992848487436549,0.8995929549220004,2.9492695539956912,2.9492695539956912,2.9492695539956912,7.0,7.0,7.0,0.0,0.0,0.0,0.08979543453243687,0.09160077547167524,0.09277120498153867,0.01852452871865604,0.01866217655251054,0.018674900871457654,1.0483971091847655,1.0510894876330181,1.0526611952483387,2.9492695539956912,2.9492695539956912,2.9492695539956912,7.0,7.0,7.0,320348.0,320348.0,320348.0,/home/ma/AQUA-FE_WS_classical_opportunity_expansion_v1/papers/frontend_additive_budget_v1/common_support/a02_0_900/C-all_vs_B/common_support_summary.json
OLD_OUTCOME_KNOWN_DEVELOPMENT,afrl_bus_s180_d045,282,2305,38,752,189,47,1.0,47,8.173758865248226,0.05103395011182818,0.06219738147736418,0.06301769491424568,0.027864993992290518,0.029051139768973895,0.03247482105071004,0.9406117811432225,0.942523658866163,0.9643687529018181,2.2319581371266395,2.391124857123941,2.391124857123941,0.0,0.0,0.0,0.0,0.0,0.0,0.04024527517943866,0.04034223635698828,0.0457424702439715,0.029836707983525303,0.029924348394466657,0.035210847504438945,0.9695510322350843,0.979003162573919,0.9851896207076432,2.2319581371266395,2.391124857123941,2.391124857123941,0.0,0.0,0.0,618.0,672.0,747.0,/home/ma/AQUA-FE_WS_classical_opportunity_expansion_v1/papers/frontend_additive_budget_v1/common_support/afrl_bus_s180_d045/C-all_vs_B/common_support_summary.json
