window_id,run_slug,sequence,heldout_type,heldout_scope,batch,start_index,end_index_exclusive,classification,reason,severe_regression,positive_level,new_C_failure,structural_failure,backend_attempted,reference_kind,reference_poses,raw_reference_span_s,notes,independent_feature_labels,B_feature_coverage_median,C_feature_coverage_median,candidate_published_count,unique_candidate_IDs,candidate_IDs_ge4,candidate_IDs_ge10,candidate_lifetime_median,candidate_lifetime_max,candidate_peak_concurrent,B_APE_min,B_APE_median,B_APE_max,B_RPE_min,B_RPE_median,B_RPE_max,B_fitted_scale_min,B_fitted_scale_median,B_fitted_scale_max,B_unusual_repeat_instability,C-all_APE_min,C-all_APE_median,C-all_APE_max,C-all_RPE_min,C-all_RPE_median,C-all_RPE_max,C-all_fitted_scale_min,C-all_fitted_scale_median,C-all_fitted_scale_max,C-all_unusual_repeat_instability,common_support_json,B_first_pose_delay_from_reference_start_s_min,B_first_pose_delay_from_reference_start_s_median,B_first_pose_delay_from_reference_start_s_max,B_trajectory_coverage_min,B_trajectory_coverage_median,B_trajectory_coverage_max,B_trajectory_length_m_min,B_trajectory_length_m_median,B_trajectory_length_m_max,B_received_candidate_min,B_received_candidate_median,B_received_candidate_max,B_residual_candidate_min,B_residual_candidate_median,B_residual_candidate_max,B_received_candidate_unique_ids_min,B_received_candidate_unique_ids_median,B_received_candidate_unique_ids_max,B_eligible_candidate_unique_ids_min,B_eligible_candidate_unique_ids_median,B_eligible_candidate_unique_ids_max,B_max_actual_eligible_min,B_max_actual_eligible_median,B_max_actual_eligible_max,B_reset_count_proxy_min,B_reset_count_proxy_median,B_reset_count_proxy_max,B_failure_detection_count_min,B_failure_detection_count_median,B_failure_detection_count_max,B_initialization_count_min,B_initialization_count_median,B_initialization_count_max,B_initialization_visual_imu_misalignment_count_min,B_initialization_visual_imu_misalignment_count_median,B_initialization_visual_imu_misalignment_count_max,B_wall_s_min,B_wall_s_median,B_wall_s_max,B_lost_tracking_count,C-all_first_pose_delay_from_reference_start_s_min,C-all_first_pose_delay_from_reference_start_s_median,C-all_first_pose_delay_from_reference_start_s_max,C-all_trajectory_coverage_min,C-all_trajectory_coverage_median,C-all_trajectory_coverage_max,C-all_trajectory_length_m_min,C-all_trajectory_length_m_median,C-all_trajectory_length_m_max,C-all_received_candidate_min,C-all_received_candidate_median,C-all_received_candidate_max,C-all_residual_candidate_min,C-all_residual_candidate_median,C-all_residual_candidate_max,C-all_received_candidate_unique_ids_min,C-all_received_candidate_unique_ids_median,C-all_received_candidate_unique_ids_max,C-all_eligible_candidate_unique_ids_min,C-all_eligible_candidate_unique_ids_median,C-all_eligible_candidate_unique_ids_max,C-all_max_actual_eligible_min,C-all_max_actual_eligible_median,C-all_max_actual_eligible_max,C-all_reset_count_proxy_min,C-all_reset_count_proxy_median,C-all_reset_count_proxy_max,C-all_failure_detection_count_min,C-all_failure_detection_count_median,C-all_failure_detection_count_max,C-all_initialization_count_min,C-all_initialization_count_median,C-all_initialization_count_max,C-all_initialization_visual_imu_misalignment_count_min,C-all_initialization_visual_imu_misalignment_count_median,C-all_initialization_visual_imu_misalignment_count_max,C-all_wall_s_min,C-all_wall_s_median,C-all_wall_s_max,C-all_lost_tracking_count,APE_delta_m,APE_delta_pct,RPE_delta_m,RPE_delta_pct,APE_repeat_range_threshold,RPE_repeat_range_threshold,RPE_guard_m,practical_classification
coe1_a04_00000_00900,coe1_a04_00000_00900,A04,sequence-held-out,six_C_all_development_windows,A,0,900,PRACTICAL_GAIN,,False,ROBUST_PRACTICAL_GAIN,False,False,6,"COLMAP/proxy, not independent GT",36,44.94213472,PREVIOUS_PROJECT_USE_POSSIBLE; held-out only relative to six C-all development windows,Not evaluated.; set-level window outcomes only,0.8333333333333334,0.9166666666666666,57373,4843,2971,1745,6.0,195,182,743.1541356268849,743.1541356268849,837.5523761962478,90.42474185780364,90.42474185780364,102.93430868786272,0.0009194845638862632,0.0010357636486825505,0.0010357636486825505,True,0.11378774096582227,0.11379938463619918,0.11380400199997948,0.13762984198238962,0.13763328463362753,0.13763493785231626,0.9582738980804749,0.9582814375041945,0.958289343962432,False,"{""ape_valid"": true, ""common_coverage"": 0.7045454545454546, ""common_span_s"": 35.0, ""grid_count"": 44, ""matched_count"": 31, ""rpe_pairs"": 29, ""rpe_valid"": true, ""segment_count"": 2, ""window_duration_s"": 43.992362111923285}",4.748618713347241,4.748618713347241,4.748618713347241,0.8920581097480205,0.8920581097480205,0.8920581097480205,2744.389573771701,2744.389573771701,3097.2422931326914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0,371.0,371.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,64.9327907429979,64.93607592998887,64.98459135899611,Unknown; reset/failure-detection log proxies reported separately,7.648393945302814,7.648393945302814,7.648393945302814,0.8261426849186132,0.8261426849186132,0.8261426849186132,6.281896392119135,6.2820528469279155,6.282096981098231,57373.0,57373.0,57373.0,272776.0,272776.0,272776.0,4843.0,4843.0,4843.0,1731.0,1731.0,1731.0,564.0,564.0,564.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,64.8291037529998,64.83110298200336,64.91658298099355,Unknown; reset/failure-detection log proxies reported separately,-743.0403362422487,-99.98468697418468,-90.28710857317002,-99.84779244949345,94.39824056936288,12.509566830059086,12.509566830059086,PRACTICAL_GAIN
coe1_a07_00000_00900,coe1_a07_00000_00900,A07,sequence-held-out,six_C_all_development_windows,A,0,900,PRACTICAL_GAIN,,False,ROBUST_PRACTICAL_GAIN,False,False,6,"COLMAP/proxy, not independent GT",37,44.954546144,PREVIOUS_PROJECT_USE_POSSIBLE; held-out only relative to six C-all development windows,Not evaluated.; set-level window outcomes only,0.9166666666666666,0.9583333333333334,30732,4890,2197,897,3.0,121,130,3.0425548693613034,3.0444120716223697,3.0537543728160252,0.6819679289102305,0.6822030141810483,0.6829844394172143,0.28919411955111907,0.28983839073580775,0.2899653180314041,False,0.17339477113396254,0.17339577816801038,0.17340055054878808,0.10670230533450846,0.10670484932050425,0.10670487388486634,0.8966113129162612,0.8966139239260444,0.8966162415228771,False,"{""ape_valid"": true, ""common_coverage"": 0.8, ""common_span_s"": 38.0, ""grid_count"": 45, ""matched_count"": 36, ""rpe_pairs"": 34, ""rpe_valid"": true, ""segment_count"": 2, ""window_duration_s"": 44.004591648001224}",5.249194259755313,5.249194259755313,5.249194259755313,0.8807125789250771,0.8807125789250771,0.8807125789250771,35.43392069862601,35.44264984536201,35.45161102703117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,429.0,429.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,64.9312883989769,64.93306483500055,65.41421037199325,Unknown; reset/failure-detection log proxies reported separately,5.04925160377752,5.04925160377752,5.04925160377752,0.8852562560332612,0.8852562560332612,0.8852562560332612,7.785913137203373,7.785921900768236,7.785961814506024,30732.0,30732.0,30732.0,131448.0,131448.0,131448.0,4890.0,4890.0,4890.0,1342.0,1342.0,1342.0,521.0,521.0,521.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,64.78857154402067,64.93496332000359,64.97833743999945,Unknown; reset/failure-detection log proxies reported separately,-2.8710162934543595,-94.30445767232793,-0.5754981648605441,-84.35878366081418,0.01119950345472187,0.0010165105069838143,0.03411015070905242,PRACTICAL_GAIN
coe1_h02_00000_00900,coe1_h02_00000_00900,H02,sequence-held-out,six_C_all_development_windows,A,0,900,PRACTICAL_GAIN,,False,ROBUST_PRACTICAL_GAIN,False,False,6,"COLMAP/proxy, not independent GT",180,44.967246157,PREVIOUS_PROJECT_USE_POSSIBLE; held-out only relative to six C-all development windows,Not evaluated.; set-level window outcomes only,1.0,1.0,35978,4319,2360,1190,4.0,106,138,0.10341842964117395,0.1093918317874116,0.11028444683777486,0.03472648593422708,0.03621206031664843,0.03636493081293649,1.0411703472085365,1.0453067828072145,1.0458914798047652,False,0.0293568014260974,0.029412423786087046,0.029412567391925642,0.007685048738078257,0.007687857327611129,0.0076883720141733445,0.9808335915481636,0.9808336470632057,0.9808713374294971,False,"{""ape_valid"": true, ""common_coverage"": 0.9111111111111111, ""common_span_s"": 40.0, ""grid_count"": 45, ""matched_count"": 41, ""rpe_pairs"": 40, ""rpe_valid"": true, ""segment_count"": 1, ""window_duration_s"": 44.766311194049194}",3.149432024685666,3.149432024685666,3.149432024685666,0.9296472739775402,0.9296472739775402,0.9296472739775402,6.133347872787578,6.136616448270644,6.171692123999819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.0,570.0,573.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,12.0,12.0,12.0,64.6997275959875,64.81591917999322,64.93260132000432,Unknown; reset/failure-detection log proxies reported separately,1.5500067446846515,1.5500067446846515,1.5500067446846515,0.9653755982072204,0.9653755982072204,0.9653755982072204,7.275366289259984,7.275372284235904,7.277023937198936,35978.0,35978.0,35978.0,256448.0,256448.0,256448.0,4319.0,4319.0,4319.0,2179.0,2179.0,2179.0,620.0,620.0,620.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,64.82066288701026,64.93516039798851,64.93650526998681,Unknown; reset/failure-detection log proxies reported separately,-0.07997940800132455,-73.11277880121236,-0.0285242029890373,-78.76989803842602,0.006866017196600904,0.0016384448787094136,0.005,PRACTICAL_GAIN
