comparison_id,window_id,run_slug,learned_arm,role,repeat,common_poses,rpe_pairs,fixed_se3_ape_rmse_m,fixed_se3_rpe_rmse_m,sim3_scale,sim3_ape_rmse_m,sim3_rpe_rmse_m,max_evo_abs_diff_m
afrl_bus_s180_d045__router_xfeat,afrl:bus_outside:0004,afrl_bus_s180_d045,router_xfeat,klt,1,42,41,0.06010874666198525,0.03721830922592327,0.9561064464308695,0.04528840980910515,0.03582772009289516,4.098091051507602e-07
afrl_bus_s180_d045__router_xfeat,afrl:bus_outside:0004,afrl_bus_s180_d045,router_xfeat,klt,2,42,41,0.06010874666198525,0.03721830922592327,0.9561064464308695,0.04528840980910515,0.03582772009289516,4.098091051507602e-07
afrl_bus_s180_d045__router_xfeat,afrl:bus_outside:0004,afrl_bus_s180_d045,router_xfeat,klt,3,42,41,0.06010874666198525,0.03721830922592327,0.9561064464308695,0.04528840980910515,0.03582772009289516,4.098091051507602e-07
afrl_bus_s180_d045__router_xfeat,afrl:bus_outside:0004,afrl_bus_s180_d045,router_xfeat,learned,1,42,41,0.06545121389911922,0.03728600425924594,0.9495114677382175,0.04678432581819517,0.035666757771491336,3.258181951737438e-07
afrl_bus_s180_d045__router_xfeat,afrl:bus_outside:0004,afrl_bus_s180_d045,router_xfeat,learned,2,42,41,0.0630177478742435,0.02786417868487599,0.9406114929531144,0.03182151643571941,0.025482725467652477,4.835642805900431e-07
afrl_bus_s180_d045__router_xfeat,afrl:bus_outside:0004,afrl_bus_s180_d045,router_xfeat,learned,3,42,41,0.05874244069185787,0.03515432018218416,0.949680472053982,0.03698682343474092,0.03314322779273661,4.406918578669927e-07
afrl_bus_s180_d045__router_xfeat,afrl:bus_outside:0004,afrl_bus_s180_d045,router_xfeat,matched,1,42,41,0.055715685251956304,0.027442944601908704,0.9503673726873092,0.03286643711719866,0.025755865209445096,4.3711719865946463e-07
afrl_bus_s180_d045__router_xfeat,afrl:bus_outside:0004,afrl_bus_s180_d045,router_xfeat,matched,2,42,41,0.059292356836657886,0.028312402917054988,0.9457337919747772,0.032744407442390135,0.02628798322030278,4.0744239013235095e-07
afrl_bus_s180_d045__router_xfeat,afrl:bus_outside:0004,afrl_bus_s180_d045,router_xfeat,matched,3,42,41,0.0772747461434772,0.030025768811015766,0.9233077495720419,0.029149941204445116,0.026868034005678474,2.538565228027423e-07
afrl_bus_s180_d045__router_splg,afrl:bus_outside:0004,afrl_bus_s180_d045,router_splg,klt,1,42,41,0.06010874666198525,0.03721830922592327,0.9561064464308695,0.04528840980910515,0.03582772009289516,4.098091051507602e-07
afrl_bus_s180_d045__router_splg,afrl:bus_outside:0004,afrl_bus_s180_d045,router_splg,klt,2,42,41,0.06010874666198525,0.03721830922592327,0.9561064464308695,0.04528840980910515,0.03582772009289516,4.098091051507602e-07
afrl_bus_s180_d045__router_splg,afrl:bus_outside:0004,afrl_bus_s180_d045,router_splg,klt,3,42,41,0.06010874666198525,0.03721830922592327,0.9561064464308695,0.04528840980910515,0.03582772009289516,4.098091051507602e-07
afrl_bus_s180_d045__router_splg,afrl:bus_outside:0004,afrl_bus_s180_d045,router_splg,learned,1,42,41,0.05448669013319107,0.03627449509125478,0.9676528100002405,0.046267762055134616,0.03530141507835274,4.95091254777702e-07
afrl_bus_s180_d045__router_splg,afrl:bus_outside:0004,afrl_bus_s180_d045,router_splg,learned,2,42,41,0.06224119308040707,0.02889845377760759,0.9423888107277094,0.03317521494108085,0.026638789537289032,4.5377760759385266e-07
afrl_bus_s180_d045__router_splg,afrl:bus_outside:0004,afrl_bus_s180_d045,router_splg,learned,3,42,41,0.05448669013319107,0.03627449509125478,0.9676528100002405,0.046267762055134616,0.03530141507835274,4.95091254777702e-07
afrl_bus_s180_d045__router_splg,afrl:bus_outside:0004,afrl_bus_s180_d045,router_splg,matched,1,42,41,0.06301769665110525,0.027864998552069642,0.9406117797157229,0.03182189378329432,0.02548355958243274,4.404175672594046e-07
afrl_bus_s180_d045__router_splg,afrl:bus_outside:0004,afrl_bus_s180_d045,router_splg,matched,2,42,41,0.05448669013319107,0.03627449509125478,0.9676528100002405,0.046267762055134616,0.03530141507835274,4.95091254777702e-07
afrl_bus_s180_d045__router_splg,afrl:bus_outside:0004,afrl_bus_s180_d045,router_splg,matched,3,42,41,0.05448669013319107,0.03627449509125478,0.9676528100002405,0.046267762055134616,0.03530141507835274,4.95091254777702e-07
afrl_cemetery_s135_d045__router_xfeat,afrl:cemetery:0003,afrl_cemetery_s135_d045,router_xfeat,klt,1,43,42,0.5393724407980495,0.06581357344806278,1.2558975152146927,0.07730249581918282,0.029043260399437092,4.958191828219327e-07
afrl_cemetery_s135_d045__router_xfeat,afrl:cemetery:0003,afrl_cemetery_s135_d045,router_xfeat,klt,2,43,42,0.5335764302385533,0.06517672965510031,1.2524665543129225,0.07627897943457314,0.028830754433011734,4.3023855322843474e-07
afrl_cemetery_s135_d045__router_xfeat,afrl:cemetery:0003,afrl_cemetery_s135_d045,router_xfeat,klt,3,43,42,0.5325267043599218,0.06499549966402615,1.2518703536702447,0.07581342581619507,0.028757808780631576,4.996640261545338e-07
afrl_cemetery_s135_d045__router_xfeat,afrl:cemetery:0003,afrl_cemetery_s135_d045,router_xfeat,learned,1,43,42,0.5244161586189203,0.06402048794488406,1.2470862921529475,0.07461314712161501,0.028549756785025106,4.879448840672262e-07
afrl_cemetery_s135_d045__router_xfeat,afrl:cemetery:0003,afrl_cemetery_s135_d045,router_xfeat,learned,2,43,42,0.5318022258489983,0.06487307821761105,1.2514591202791683,0.07549251608288472,0.028808159883716034,4.83917115282062e-07
afrl_cemetery_s135_d045__router_xfeat,afrl:cemetery:0003,afrl_cemetery_s135_d045,router_xfeat,learned,3,43,42,0.521871130999874,0.06368304375571049,1.2455681116471247,0.07453596608924502,0.028486638988876156,3.6101112384223644e-07
afrl_cemetery_s135_d045__router_xfeat,afrl:cemetery:0003,afrl_cemetery_s135_d045,router_xfeat,matched,1,43,42,0.5257865537354726,0.06413240931019647,1.2478964696529113,0.0747620492056393,0.028622638122797667,4.4626452744278566e-07
afrl_cemetery_s135_d045__router_xfeat,afrl:cemetery:0003,afrl_cemetery_s135_d045,router_xfeat,matched,2,43,42,0.5267435959010023,0.0642823314528179,1.2484605858439242,0.07489421726880852,0.028729084380687806,4.0409899770832425e-07
afrl_cemetery_s135_d045__router_xfeat,afrl:cemetery:0003,afrl_cemetery_s135_d045,router_xfeat,matched,3,43,42,0.5285633586987961,0.06440639090590508,1.2495399121849833,0.07508130326510071,0.028652635381689422,3.909059050760666e-07
