window_id,selector,level,formal_runs_ok,post_init_accepted,map_point_lineages,distinct_mappoints,assisted_matches,assisted_outliers,pre_kf_purged,pre_kf_scans,reconstructed_native_ape_m,reconstructed_native_rpe_m,reconstructed_bridge_off_ape_m,reconstructed_bridge_off_rpe_m,reconstructed_unbounded_ape_m,reconstructed_unbounded_rpe_m,reconstructed_full_ape_m,reconstructed_full_rpe_m,online_native_ape_m,online_native_rpe_m,online_bridge_off_ape_m,online_bridge_off_rpe_m,online_unbounded_ape_m,online_unbounded_rpe_m,online_full_ape_m,online_full_rpe_m,primary_directional_checks,with_unbounded_directional_checks,all_control_directional_checks,texture_profile,base_track_min,base_track_mean,base_grid_min,base_grid_mean,low_base_grid_frames,seed_quality_min,seed_quality_below_0p9,formal_root
A06_2210_2460,n3_d14_min8_ignore0,action_positive_metric_mixed,20/20,183/183,3,25,143,22,20/20,115,0.009800,0.013746,0.009507,0.013672,0.009654,0.014682,0.010214,0.014281,0.014449,0.018187,0.011975,0.014648,0.013831,0.018390,0.011009,0.016500,16/32,28/48,32/64,operational_degraded_low_grid_not_sparse,350,350.000000,0.722222,0.807778,51/125,0.899140537,2,/mnt/data/AQUA-FE_WS/orbslam3_seeded_validation/postinit_candidate_search_20260804/aqualoc_a06_2210_2460/formal_n3_d14_min8_ignore0_v23_lineagefirst_lateenforce_dualgateack_equalruntime_singlecpu2_noaslr_fivearm_h100_q09
