role,sequence,arm,status,source,group,observations,valid_labels,valid_tracks,epe_mean_px,epe_median_px,epe_p90_px,epe_p95_px,epe_sum_px,correction_all_mean_px,correction_all_median_px,correction_all_p90_px,correction_all_p95_px,correction_all_sum_px,over_1px_ratio,over_2px_ratio,zero_correction_ratio_all,temporal_pairs,temporal_mean_px,temporal_median_px,temporal_p90_px,temporal_p95_px,temporal_sum_px
test,endofworld/Easy/P000,P-anchor,COMPUTED,/mnt/data/AQUA-FE_WS/experiments/temporal_refinement_tartanair_v1/evaluation/P_observations.npz,birth,111694,84061,84061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
test,endofworld/Easy/P000,P-anchor,COMPUTED,/mnt/data/AQUA-FE_WS/experiments/temporal_refinement_tartanair_v1/evaluation/P_observations.npz,nonbirth,98168,82730,20588,1.012979507446289,0.5093032717704773,1.677156674861909,2.436259758472443,83803.79343114619,0.5430012941360474,0.36146509647369385,1.3812898039817811,1.7384746253490428,53305.34611133579,0.23683065393448569,0.07171521817962045,0.14570939613723413,,,,,,
test,endofworld/Easy/P000,P-anchor,COMPUTED,/mnt/data/AQUA-FE_WS/experiments/temporal_refinement_tartanair_v1/evaluation/P_observations.npz,block_0:100,35000,18385,9849,0.5117281079292297,0.0,1.3797964572906494,1.9636970520019525,9408.121229336597,0.2847817838191986,0.0,1.078022873401642,1.540609776973723,9967.361974783707,0.1606200707098178,0.04808267609464237,0.6271714285714286,,,,,,
test,endofworld/Easy/P000,P-anchor,COMPUTED,/mnt/data/AQUA-FE_WS/experiments/temporal_refinement_tartanair_v1/evaluation/P_observations.npz,block_100:200,34862,23694,17563,0.3131011724472046,0.0,0.6221474945545203,1.0939151942729943,7418.619735525921,0.13392460346221924,0.0,0.47727173566818254,0.902910962700841,4668.879199091811,0.0573562927323373,0.01979404068540559,0.77562962538007,,,,,,
test,endofworld/Easy/P000,P-anchor,COMPUTED,/mnt/data/AQUA-FE_WS/experiments/temporal_refinement_tartanair_v1/evaluation/P_observations.npz,block_200:300,35000,30163,16439,0.4850894808769226,0.0,1.1560995340347286,1.7750787973403928,14631.753501483588,0.24677202105522156,0.0,0.9047700345516205,1.3343890249729156,8637.02116591949,0.12157278785266717,0.039982760335510396,0.6276285714285714,,,,,,
test,endofworld/Easy/P000,P-anchor,COMPUTED,/mnt/data/AQUA-FE_WS/experiments/temporal_refinement_tartanair_v1/evaluation/P_observations.npz,block_300:400,35000,31307,18832,0.481692373752594,0.0,0.8647437572479251,1.3657878637313838,15080.343601965578,0.2068626880645752,0.0,0.7438864767551426,1.1453477203845972,7240.193895326462,0.08113201520426741,0.026511642763599196,0.6461714285714286,,,,,,
test,endofworld/Easy/P000,P-anchor,COMPUTED,/mnt/data/AQUA-FE_WS/experiments/temporal_refinement_tartanair_v1/evaluation/P_observations.npz,block_400:500,35000,31752,8819,0.7814463376998901,0.3276086896657944,1.5294111847877507,2.2401785850524876,24812.48413798632,0.37060385942459106,0.13610969483852386,1.1306633234024048,1.4829927802085852,12971.135326962918,0.19513731418493324,0.061822877299067776,0.4153142857142857,,,,,,
test,endofworld/Easy/P000,P-anchor,COMPUTED,/mnt/data/AQUA-FE_WS/experiments/temporal_refinement_tartanair_v1/evaluation/P_observations.npz,block_500:600,35000,31490,12954,0.39544209837913513,0.16070099920034409,0.9518032133579261,1.3624787092208859,12452.471224848181,0.28059300780296326,0.0,0.9126602530479435,1.3802377283573135,9820.754549251404,0.09139409336297237,0.018450301683073992,0.5110857142857143,,,,,,
test,endofworld/Easy/P000,P-anchor,COMPUTED,/mnt/data/AQUA-FE_WS/experiments/temporal_refinement_tartanair_v1/evaluation/P_observations.npz,temporal_all,,,,,,,,,,,,,,,,,82730,0.41072380542755127,0.20794573426246643,0.6116702795028691,0.8490459233522415,33979.183697559696
test,endofworld/Easy/P000,P-anchor,COMPUTED,/mnt/data/AQUA-FE_WS/experiments/temporal_refinement_tartanair_v1/evaluation/P_observations.npz,temporal_birth_next,,,,,,,,,,,,,,,,,20588,0.6892001032829285,0.3008511811494827,0.8452342450618744,1.2045520603656763,14189.251677048043
test,endofworld/Easy/P000,P-anchor,COMPUTED,/mnt/data/AQUA-FE_WS/experiments/temporal_refinement_tartanair_v1/evaluation/P_observations.npz,temporal_nonbirth_nonbirth,,,,,,,,,,,,,,,,,62142,0.3184630274772644,0.1854741871356964,0.5220795035362245,0.7134744971990584,19789.932020511653
test,endofworld/Easy/P000,T-anchor,COMPUTED,/mnt/data/AQUA-FE_WS/experiments/temporal_refinement_tartanair_v1/evaluation/T_observations.npz,all,209862,166791,84061,0.49627625942230225,0.0,1.0851913690567017,1.623747169971466,82774.40071731864,0.2378830462694168,0.0,0.8213213264942165,1.237487930059433,49922.6143132,0.11278786025624885,0.03420448345534231,0.6003850149145629,,,,,,
test,endofworld/Easy/P000,T-anchor,COMPUTED,/mnt/data/AQUA-FE_WS/experiments/temporal_refinement_tartanair_v1/evaluation/T_observations.npz,birth,111694,84061,84061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
test,endofworld/Easy/P000,T-anchor,COMPUTED,/mnt/data/AQUA-FE_WS/experiments/temporal_refinement_tartanair_v1/evaluation/T_observations.npz,nonbirth,98168,82730,20588,1.000536561012268,0.5018645524978638,1.6293105363845837,2.433936810493471,82774.40071731864,0.5085426568984985,0.34223994612693787,1.2769546747207645,1.6528792202472684,49922.6143132,0.22739030581409403,0.06895926507917322,0.14570939613723413,,,,,,
test,endofworld/Easy/P000,T-anchor,COMPUTED,/mnt/data/AQUA-FE_WS/experiments/temporal_refinement_tartanair_v1/evaluation/T_observations.npz,block_0:100,35000,18385,9849,0.5061489343643188,0.0,1.3676645517349253,2.0162902355194086,9305.546912482008,0.2720615863800049,0.0,1.018376171588898,1.4354911684989906,9522.155819535255,0.15681261898286647,0.05063910796845254,0.6271714285714286,,,,,,
test,endofworld/Easy/P000,T-anchor,COMPUTED,/mnt/data/AQUA-FE_WS/experiments/temporal_refinement_tartanair_v1/evaluation/T_observations.npz,block_100:200,34862,23694,17563,0.3128398358821869,0.0,0.6224180161952975,1.0413379788398742,7412.426472141407,0.1307290643453598,0.0,0.4551254719495776,0.8273302644491192,4557.476833001245,0.05393770574829071,0.020005064573309698,0.77562962538007,,,,,,
test,endofworld/Easy/P000,T-anchor,COMPUTED,/mnt/data/AQUA-FE_WS/experiments/temporal_refinement_tartanair_v1/evaluation/T_observations.npz,block_200:300,35000,30163,16439,0.47162753343582153,0.0,1.0861344814300535,1.6418213367462158,14225.700961789931,0.2154320329427719,0.0,0.7593425154685974,1.1330792069435103,7540.120902077761,0.11275403640221464,0.03597122302158273,0.6276285714285714,,,,,,
test,endofworld/Easy/P000,T-anchor,COMPUTED,/mnt/data/AQUA-FE_WS/experiments/temporal_refinement_tartanair_v1/evaluation/T_observations.npz,block_300:400,35000,31307,18832,0.4786062240600586,0.0,0.8384993195533754,1.3076582789421054,14983.724070422584,0.18776017427444458,0.0,0.6380044996738434,1.0055397987365722,6571.6057644317625,0.07742677356501741,0.026990768837640143,0.6461714285714286,,,,,,
test,endofworld/Easy/P000,T-anchor,COMPUTED,/mnt/data/AQUA-FE_WS/experiments/temporal_refinement_tartanair_v1/evaluation/T_observations.npz,block_400:500,35000,31752,8819,0.7740307450294495,0.33332565426826477,1.495494306087494,2.189374160766598,24577.022186608054,0.35400518774986267,0.1401454135775566,1.0784949541091922,1.437248051166534,12390.182532923995,0.19000377928949358,0.057287729906777524,0.4153142857142857,,,,,,
test,endofworld/Easy/P000,T-anchor,COMPUTED,/mnt/data/AQUA-FE_WS/experiments/temporal_refinement_tartanair_v1/evaluation/T_observations.npz,block_500:600,35000,31490,12954,0.38964685797691345,0.15795429050922394,0.9438540816307072,1.3173190891742705,12269.980113874655,0.2668877840042114,0.0,0.8342744767665865,1.2816711187362668,9341.072461229982,0.08869482375357256,0.01749761829152112,0.5110857142857143,,,,,,
test,endofworld/Easy/P000,T-anchor,COMPUTED,/mnt/data/AQUA-FE_WS/experiments/temporal_refinement_tartanair_v1/evaluation/T_observations.npz,temporal_all,,,,,,,,,,,,,,,,,82730,0.4066777229309082,0.20560646057128906,0.6070282220840455,0.8292099863290788,33644.445546947536
test,endofworld/Easy/P000,T-anchor,COMPUTED,/mnt/data/AQUA-FE_WS/experiments/temporal_refinement_tartanair_v1/evaluation/T_observations.npz,temporal_birth_next,,,,,,,,,,,,,,,,,20588,0.6881632208824158,0.30846932530403137,0.8255373537540436,1.1416604638099626,14167.903758723638
test,endofworld/Easy/P000,T-anchor,COMPUTED,/mnt/data/AQUA-FE_WS/experiments/temporal_refinement_tartanair_v1/evaluation/T_observations.npz,temporal_nonbirth_nonbirth,,,,,,,,,,,,,,,,,62142,0.3134199380874634,0.18178974837064743,0.5157311141490939,0.7024419665336602,19476.541788223898
test,,original,PASS,,gate_common_support,,,,,,,,,,,,,,,,,,,,,,
test,,original,FAIL,,gate_t_vs_b_p95_20pct,,,,,,,,,,,,,,,,,,,,,,
test,,original,PASS,,gate_t_vs_b_over2_no_increase,,,,,,,,,,,,,,,,,,,,,,
test,,original,FAIL,,gate_t_vs_p_temporal_p95_5pct,,,,,,,,,,,,,,,,,,,,,,
test,,original,PASS,,gate_t_vs_p_epe_p95_no_increase,,,,,,,,,,,,,,,,,,,,,,
test,,original,FAIL,,gate_all_fixed_blocks,,,,,,,,,,,,,,,,,,,,,,
test,,anchor,PASS,,gate_common_support,,,,,,,,,,,,,,,,,,,,,,
test,,anchor,FAIL,,gate_t_vs_b_p95_20pct,,,,,,,,,,,,,,,,,,,,,,
test,,anchor,PASS,,gate_t_vs_b_over2_no_increase,,,,,,,,,,,,,,,,,,,,,,
test,,anchor,FAIL,,gate_t_vs_p_temporal_p95_5pct,,,,,,,,,,,,,,,,,,,,,,
test,,anchor,PASS,,gate_t_vs_p_epe_p95_no_increase,,,,,,,,,,,,,,,,,,,,,,
test,,anchor,FAIL,,gate_all_fixed_blocks,,,,,,,,,,,,,,,,,,,,,,
