comparison_id,window_id,run_slug,learned_arm,role,repeat,common_poses,rpe_pairs,fixed_se3_ape_rmse_m,fixed_se3_rpe_rmse_m,sim3_scale,sim3_ape_rmse_m,sim3_rpe_rmse_m,max_evo_abs_diff_m
a02_0_900__continuation_splg,aqualoc_archaeology:A02:0000,a02_0_900,continuation_splg,klt,1,42,41,0.1421936169303306,0.022696850881355115,0.8978957777649939,0.06063582608904235,0.0173288345382067,3.8306966937406983e-07
a02_0_900__continuation_splg,aqualoc_archaeology:A02:0000,a02_0_900,continuation_splg,klt,2,42,41,0.14105240870678118,0.022691012529205763,0.8988558486180727,0.06081131355074098,0.017410635349040866,4.087067811686662e-07
a02_0_900__continuation_splg,aqualoc_archaeology:A02:0000,a02_0_900,continuation_splg,klt,3,42,41,0.14131658509253395,0.022702110726377272,0.8986341516692359,0.06077367332004901,0.017402114901302543,4.1490746605088447e-07
a02_0_900__continuation_splg,aqualoc_archaeology:A02:0000,a02_0_900,continuation_splg,learned,1,42,41,1.0162372936140285,0.0946470387266827,0.5271145013565828,0.03139047483965231,0.017881123426713268,4.7483965230632474e-07
a02_0_900__continuation_splg,aqualoc_archaeology:A02:0000,a02_0_900,continuation_splg,learned,2,42,41,0.9917465285763164,0.0919849932435156,0.5331961451212731,0.031014931508251478,0.01818116907297056,4.7142368364561094e-07
a02_0_900__continuation_splg,aqualoc_archaeology:A02:0000,a02_0_900,continuation_splg,learned,3,42,41,0.9965793094528645,0.09240329283067247,0.5319848002407901,0.030993066471155385,0.017951061668280716,3.094528645553041e-07
a02_0_900__continuation_splg,aqualoc_archaeology:A02:0000,a02_0_900,continuation_splg,matched,1,42,41,0.9996091835098266,0.09270592636841128,0.5312282841051604,0.031049202603307482,0.01789977709755,2.2290244999778608e-07
a02_0_900__continuation_splg,aqualoc_archaeology:A02:0000,a02_0_900,continuation_splg,matched,2,42,41,0.9985985390037831,0.0929631204879509,0.5314781748757289,0.029722322292820735,0.017659712236628624,4.6099621686668257e-07
a02_0_900__continuation_splg,aqualoc_archaeology:A02:0000,a02_0_900,continuation_splg,matched,3,42,41,0.9997356599935119,0.09308998071573268,0.5311945549714092,0.02974110637941424,0.017671069632482668,3.400064880754172e-07
afrl_bus_s180_d045__continuation_xfeat,afrl:bus_outside:0004,afrl_bus_s180_d045,continuation_xfeat,klt,1,42,41,0.06010874666198525,0.03721830922592327,0.9561064464308695,0.04528840980910515,0.03582772009289516,4.098091051507602e-07
