anchor,other,same_frozen_binary,exact_pose_timestamps,received_records_equal,poses,max_direct_position_delta_m,max_direct_orientation_delta_rad,first_position_difference_pose_1based,first_old_AA_tolerance_exceedance_pose_1based,first_iteration_count_difference_pose_1based,first_topology_difference_pose_1based,first_solver_budget_difference_pose_1based,old_AA_tolerance_pass,first_iteration_header_ns,anchor_entries,other_entries,anchor_duration_s,other_duration_s,anchor_budget_s,other_budget_s,anchor_termination,other_termination,prefix_topology_equal,anchor_trace_line,other_trace_line,status
historical_anchor,new_r1,True,True,True,440,0.35584306021053697,0.006766378200527892,3,3,3,40,,False,1542885097373145344,9,8,0.036204997,0.032161207,0.032,0.032,1,1,True,6725,6725,COMPARABLE
