run_slug,arm,cohort,observations,q_n,q_min,q_p10,q_median,q_p90,q_max,q_mean,raw_quality_n,age_so_far_n,age_so_far_min,age_so_far_p10,age_so_far_median,age_so_far_p90,age_so_far_max,age_so_far_mean,public_streak_so_far_n,public_streak_so_far_min,public_streak_so_far_p10,public_streak_so_far_median,public_streak_so_far_p90,public_streak_so_far_max,public_streak_so_far_mean,fb_n,ncc_n,distance_to_KLT_px_n,distance_to_KLT_px_min,distance_to_KLT_px_p10,distance_to_KLT_px_median,distance_to_KLT_px_p90,distance_to_KLT_px_max,distance_to_KLT_px_mean,bearing_novelty_rad_n,bearing_novelty_rad_min,bearing_novelty_rad_p10,bearing_novelty_rad_median,bearing_novelty_rad_p90,bearing_novelty_rad_max,bearing_novelty_rad_mean,jacobian_perturbation_sensitivity_per_rad_n,jacobian_perturbation_sensitivity_per_rad_min,jacobian_perturbation_sensitivity_per_rad_p10,jacobian_perturbation_sensitivity_per_rad_median,jacobian_perturbation_sensitivity_per_rad_p90,jacobian_perturbation_sensitivity_per_rad_max,jacobian_perturbation_sensitivity_per_rad_mean,displacement_px_n,rotation_compensated_parallax_norm_n,triangulation_angle_rad_n,triangulation_condition_proxy_n,local_motion_residual_norm_n,patch_mean_abs_delta_n,global_corrected_patch_abs_delta_n,patch_gradient_abs_delta_n,parallax_so_far_rad_n,parallax_so_far_rad_min,parallax_so_far_rad_p10,parallax_so_far_rad_median,parallax_so_far_rad_p90,parallax_so_far_rad_max,parallax_so_far_rad_mean,displacement_px_min,displacement_px_p10,displacement_px_median,displacement_px_p90,displacement_px_max,displacement_px_mean,rotation_compensated_parallax_norm_min,rotation_compensated_parallax_norm_p10,rotation_compensated_parallax_norm_median,rotation_compensated_parallax_norm_p90,rotation_compensated_parallax_norm_max,rotation_compensated_parallax_norm_mean,triangulation_angle_rad_min,triangulation_angle_rad_p10,triangulation_angle_rad_median,triangulation_angle_rad_p90,triangulation_angle_rad_max,triangulation_angle_rad_mean,triangulation_condition_proxy_min,triangulation_condition_proxy_p10,triangulation_condition_proxy_median,triangulation_condition_proxy_p90,triangulation_condition_proxy_max,triangulation_condition_proxy_mean,local_motion_residual_norm_min,local_motion_residual_norm_p10,local_motion_residual_norm_median,local_motion_residual_norm_p90,local_motion_residual_norm_max,local_motion_residual_norm_mean,patch_mean_abs_delta_min,patch_mean_abs_delta_p10,patch_mean_abs_delta_median,patch_mean_abs_delta_p90,patch_mean_abs_delta_max,patch_mean_abs_delta_mean,global_corrected_patch_abs_delta_min,global_corrected_patch_abs_delta_p10,global_corrected_patch_abs_delta_median,global_corrected_patch_abs_delta_p90,global_corrected_patch_abs_delta_max,global_corrected_patch_abs_delta_mean,patch_gradient_abs_delta_min,patch_gradient_abs_delta_p10,patch_gradient_abs_delta_median,patch_gradient_abs_delta_p90,patch_gradient_abs_delta_max,patch_gradient_abs_delta_mean,raw_quality_min,raw_quality_p10,raw_quality_median,raw_quality_p90,raw_quality_max,raw_quality_mean,fb_min,fb_p10,fb_median,fb_p90,fb_max,fb_mean,ncc_min,ncc_p10,ncc_median,ncc_p90,ncc_max,ncc_mean
a02_0_900,C-all,first_publication_or_readmission,1725,1725,0.800000011920929,0.800000011920929,0.800000011920929,0.8688179850578308,0.8778433799743652,0.8179240529779075,1725,1725,5.0,5.0,5.0,202.20000000000027,427.0,52.18608695652174,1725,1.0,1.0,1.0,1.0,1.0,1.0,1725,1725,1725,18.000610343764556,18.088633952199444,24.652543336648744,57.13442946112194,291.33246045060673,32.82328812991439,1725,0.0179371728781089,0.02866995843761212,0.0395552240530018,0.0921799234155863,0.4729341673741215,0.052571282899774786,1725,0.7071633562989277,0.7543044247227926,0.9698091164479852,1.2748788920486522,1.566739053279876,0.984090089866819,0,0,0,0,0,0,0,0,1725,6.91027494145265e-10,4.262566280584794e-09,6.574697743971545e-09,0.2706667673056619,1.1831442720571068,0.07687484274890105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2327904403209686,0.4370586097240448,0.5015336275100708,0.7924728155136108,0.8393291234970093,0.5582090721009434,1.52587890625e-05,0.00034018359147008003,0.0011117208050563,0.026992837339639676,0.9747095108032228,0.015195734233635879,0.7540304064750671,0.9127800822257995,0.9700137972831726,0.9909759044647216,0.998489499092102,0.9589592602978582
a02_0_900,C-all,continuation,39614,39614,0.800000011920929,0.8393854379653931,0.8648934364318848,0.8739400506019592,0.8781507611274719,0.8596300684476468,39614,39614,7.0,13.0,51.0,147.0,419.0,68.19341646892512,39614,2.0,4.0,21.0,64.0,143.0,28.40036350785076,39614,39614,39614,18.007159548525046,19.126886115352043,24.728872212299706,51.91775295365072,309.7130923580974,31.303248913745534,39614,0.0177156388416482,0.030283252399634912,0.0400316717008745,0.08333520085034749,0.4742872853795045,0.05022958717327686,39614,0.7071808831438924,0.7419304200466129,0.9244008658307548,1.3284048821482268,1.5687342105159887,0.9758362942989783,39614,39614,39614,39614,39614,39614,39614,39614,39614,0.0031585126363519,0.01969610618664426,0.1165078922305062,0.4016713617076487,1.1824016115394975,0.17065821184922145,0.4074149602196245,2.225435871364373,3.169456360413174,4.2510886346682755,6.391622929431705,3.1996239567856053,0.0032946345527729,0.005079637492815581,0.0070440478488234,0.010248621597712431,0.014975335416385,0.007333931104550154,0.0030046545693598,0.00458045373190451,0.0058391080836976,0.0070583020987516395,0.0083498792546334,0.005816040027736109,119.76360252397602,141.6783086546707,171.2600055137559,218.31974632528892,332.8174609012791,176.777656970734,5.117969982044278e-07,6.982962510190581e-05,0.00025719239923775,0.0009133420472983601,0.0042084690735299,0.00039274099816268395,0.0,0.0006293952465057,0.0034374296665191,0.0095376670360565,0.0620189011096954,0.004480703318534882,7.324164291722114e-08,0.0005960753842383301,0.003308635628729,0.008924095562789898,0.0630211218109381,0.004213321019867151,3.278255462646485e-07,0.0008219897747039301,0.004547491669654799,0.012632045149803102,0.1388342082500457,0.005936483287621496,0.2510579824447632,0.6076976895332337,0.7700396776199341,0.8156683444976807,0.8413166403770447,0.7402102363353641,0.0,0.0002763484371826,0.0008871119352988,0.0029870886821299738,0.9909343123435974,0.0029973819273769586,0.6578088998794556,0.9162679791450502,0.9709923267364502,0.9915196061134338,0.9993011951446532,0.9605904388624541
afrl_bus_s180_d045,B,first_publication_or_readmission,23809,23809,0.800000011920929,0.800000011920929,0.8697932958602905,0.8723756074905396,0.8742483854293823,0.8490282146827252,0,23809,1.0,1.0,1.0,1.0,1.0,1.0,23809,1.0,1.0,1.0,1.0,1.0,1.0,0,0,23809,13.642211017195423,18.09931822020236,19.65974354062076,26.24185476771244,163.6001222493431,21.621814115487982,23809,0.0177250602298365,0.02682855762200162,0.0309639082137011,0.04071435753636692,0.2438138578020311,0.033381305812631705,23809,0.7071840429610056,0.7310038452519017,0.9001910801279626,1.151112451077772,1.281321883491228,0.9183319475190579,0,0,0,0,0,0,0,0,23809,0.0,5.078522477568522e-16,2.3140977097712985e-15,7.773563638958933e-15,1.2265223193887254e-14,3.3537762041352287e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afrl_bus_s180_d045,B,continuation,74891,74891,0.800000011920929,0.800000011920929,0.8967188000679016,0.9379606246948242,0.9601438641548156,0.8801835623775137,0,74891,2.0,2.0,8.0,40.0,172.0,16.178632946548984,74891,2.0,2.0,8.0,40.0,172.0,16.178632946548984,0,0,74891,5.98437125580487,17.97788617847486,19.496747423479487,24.153572119168064,186.7544065410117,20.69881538281258,74891,0.0091914557755852,0.0264841783057702,0.0305763259268365,0.0376484086852461,0.2894448061479028,0.03197422167583955,74891,0.7071808060115594,0.744686261596005,0.8947739315849973,1.1161676240875449,1.2648081792987305,0.9122530006812253,74891,74891,74891,74891,74891,74891,74891,74891,74891,9.230655195021774e-05,0.0048771782662617,0.0252941686269225,0.1803958460834144,0.6730913735314406,0.06094194225821114,0.0008353403133038,0.0613133731832663,0.7277716994376162,9.882748947815616,44.96293346228708,3.5621963943077746,4.253983129665274e-05,0.0024708376589888,0.0065197341006804,0.01439505993682,0.1002545891100835,0.0077133373810095015,3.840652530738716e-05,0.0021820906665683,0.0054578606268812,0.0116603008973754,0.0859929493913312,0.006410495736893262,11.643204887752644,85.76302357863807,183.22288403611947,458.27646344305504,26037.24216763505,257.5027909577417,1.0023027644135556e-06,7.499880061665041e-05,0.000288723947762,0.0012123341200262,0.1066692076570828,0.0006129654825439006,0.0,0.0013555884361267,0.0079883933067321,0.024255633354187,0.1458243131637573,0.010989741347186421,3.11511856310176e-07,0.0012066892494251,0.0068005580538083,0.0199512911023657,0.1727475558749678,0.009244332907679193,1.4156103134155273e-07,0.0012541711330413,0.0070824176073074,0.0248353481292724,0.3783694803714752,0.011083661713386223,,,,,,,,,,,,,,,,,,
afrl_bus_s180_d045,L-all,first_publication_or_readmission,891,891,0.8671685457229614,0.8732125759124756,0.8835833072662354,0.9063323140144348,0.9200000166893004,0.8867274330788858,891,891,5.0,5.0,5.0,31.0,145.0,13.565656565656566,891,1.0,1.0,1.0,1.0,1.0,1.0,891,891,891,18.001180274883524,18.41007684397211,25.763514403755625,60.61321608825254,106.16559595711408,32.95029267201677,891,0.0215978258412721,0.0285371661317071,0.040678107391945,0.0987771891510802,0.1741858146239515,0.05238633094391922,891,0.70717796400764,0.7375062638041561,0.8261474697729275,1.0262192215699064,1.234391927587537,0.8603630185751255,0,0,0,0,0,0,0,0,891,6.088854689467836e-17,4.503904757631153e-16,4.608595819412191e-15,0.0145609716611449,0.2344358632003618,0.005217669191788003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1024076044559478,0.18089459836483,0.3011693060398102,0.5190333724021912,0.776131808757782,0.32821154723196855,0.0003860202268697,0.0090154036879539,0.044237520545721,0.2271487563848495,0.9521369338035583,0.09153231035596056,0.6509175300598145,0.6974868774414062,0.8177650570869446,0.9328951835632324,0.9908852577209472,0.8164489433152641
afrl_bus_s180_d045,L-all,continuation,2072,2072,0.8774775862693787,0.8868584394454956,0.89984330534935,0.9163442611694337,0.9200000166893004,0.900771679565253,2072,2072,7.0,7.0,17.0,57.0,155.0,26.36969111969112,2072,2.0,2.0,4.0,16.0,51.0,6.993243243243243,2072,2072,2072,18.005214900648593,18.97948313796212,27.550445624818927,68.61937793479224,118.73602039162378,36.50466264641526,2072,0.0236034150666146,0.02954237441346932,0.04331576703949965,0.11195781441935848,0.1943486683286668,0.05874267690101554,2072,0.7071852578581462,0.7448665597094416,0.8072094739520016,0.996177420056117,1.223113056447558,0.8424925136659258,2072,2072,2072,2072,2072,2072,2072,2072,2072,0.0003907777368562,0.0029495165104006607,0.01332992120009825,0.05085804551883472,0.2581220650766298,0.023112267391776152,0.0163570802567522,0.30120226382742427,2.489538738583006,8.554701790481575,29.896356434242104,3.7090401350605307,0.0001145593832112,0.00145753886307587,0.0042158623869167,0.010088131776076842,0.0414311400112029,0.005154903597021982,0.0001042428895186,0.00135523532446082,0.00376804934676065,0.00840560340334253,0.0330544092436163,0.004485331905871339,30.25865974001453,118.9696861380999,265.38993426189563,737.8794657510646,9592.98045582858,393.7811178856531,3.144804919172376e-05,0.0003241945831257701,0.00125830498375905,0.005249235839058314,0.0326811221690334,0.002159811052715307,0.0,0.0009198784828186,0.0051319450139999,0.01834910809993736,0.0750908255577087,0.007906716223446509,5.677072737020339e-06,0.00109126164307003,0.0058018333617067,0.0171505559317052,0.0706216915707806,0.007944430749168828,7.413327693939209e-06,0.00100449100136756,0.005599454045295649,0.01664458215236663,0.0818730294704437,0.007722126523169379,0.10682313144207,0.2408347174525261,0.42633296549320215,0.6620609700679779,0.7811769843101501,0.44041962122623757,8.63167442730628e-05,0.0071456744801252905,0.0391457993537187,0.20292206704616544,0.9915441274642944,0.08289550840536002,0.6520081162452698,0.7261243641376496,0.862966388463974,0.9549069166183471,0.9957084059715272,0.8519475751459369
afrl_bus_s180_d045,C-all,first_publication_or_readmission,752,752,0.800000011920929,0.800000011920929,0.800000011920929,0.8208881258964539,0.8677276372909546,0.8044559285837285,752,752,5.0,5.0,5.0,31.0,193.0,13.625,752,1.0,1.0,1.0,1.0,1.0,1.0,752,752,752,18.00503887625207,18.39792505055663,23.15496387925475,40.08896607031322,113.11055009781808,26.553131793414753,752,0.021298533056461,0.02777154077147614,0.0356241539362648,0.05944155923589536,0.1760747928051476,0.040810177065789,752,0.7078563274587646,0.728475285282275,0.8993852195216427,1.1164582441713014,1.2553789955388843,0.9113007535156006,0,0,0,0,0,0,0,0,752,2.775557561562902e-17,4.3925412145826903e-16,3.126862486011012e-15,1.0082849204054001e-14,0.3702087573153552,0.0031268484827285063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1239237487316131,0.20912335813045502,0.35435047745704645,0.5276002526283264,0.7771127820014954,0.36069495026814813,0.0003112194535788,0.00499129761010406,0.0191601794213056,0.09602972641587254,0.7717013955116272,0.042809026564854996,0.6505736708641052,0.7026297152042389,0.8408641219139099,0.9275991261005401,0.9933807849884032,0.8263532538363274
afrl_bus_s180_d045,C-all,continuation,1553,1553,0.800000011920929,0.800000011920929,0.8079718351364136,0.8435802817344665,0.8725653886795044,0.8149832472905603,1553,1553,7.0,7.0,15.0,47.0,185.0,22.5196394075982,1553,2.0,2.0,4.0,13.0,47.0,6.368963296844816,1553,1553,1553,18.001569451620192,18.621623875655,25.076806256716736,47.39303918735995,131.8011212522957,30.344458814836734,1553,0.0212865654714244,0.02850434473157138,0.0382082613780109,0.07333169066321782,0.2177242078814157,0.046912096575460784,1553,0.7078668714499173,0.7526650115341238,0.8890520957401012,1.1098446574064431,1.2420003067912175,0.9080604390209742,1553,1553,1553,1553,1553,1553,1553,1553,1553,0.0001787415729943,0.00357030991457962,0.0122761940520321,0.04459195521885448,0.3712219983154048,0.019587188935590066,0.0016504903909899,0.04111335736992145,0.1565495755865238,5.163213614604318,33.27580986748511,1.474399953441153,0.0001630127226977,0.0022952524526069803,0.0056023770727853,0.011584117994725817,0.0429637388170983,0.006447893166827466,0.0001381569198394,0.00198430493753428,0.0047443088004783,0.009659454285550437,0.033435387488272,0.005371416847097584,29.91400490006581,103.52790325976358,210.779650624772,503.955327723332,7238.146336375744,295.1094584829872,9.613943396603308e-06,0.00017298913886924,0.0005346061800421,0.0020497999716438398,0.0340006405747858,0.0011010384432385504,0.0,0.00062938332557674,0.0043572932481765,0.014175748825073178,0.0630840063095092,0.0065066745050169445,2.29035869925287e-06,0.00065704849988656,0.0036619720947664,0.012485923671722337,0.0658053674701615,0.005550180575656018,1.8551945686340328e-06,0.0007629215717315,0.0038615688681602,0.011827152967452959,0.1231376528739929,0.005582553847271273,0.1338115930557251,0.28676545619964594,0.4532396197319031,0.6470684766769409,0.8035805225372314,0.4606157625615789,0.0001230202906299,0.00428980970755216,0.0138245383277535,0.0616117477416991,0.9398742914199828,0.030142718477951795,0.6502357125282288,0.7290786027908325,0.8622466325759888,0.9457809686660767,0.9958447813987732,0.8489422315716053
a08_2700_3600,B,first_publication_or_readmission,2376,2376,0.800000011920929,0.800000011920929,0.8791447281837463,0.8817140460014343,0.8821367025375366,0.8442272795019327,0,2376,1.0,1.0,1.0,1.0,1.0,1.0,2376,1.0,1.0,1.0,1.0,1.0,1.0,0,0,2376,17.41802189394955,18.163614998830585,22.675284769106636,40.24262889037226,176.46012625431948,27.324265715716287,2376,0.0206508895652379,0.029623820491787897,0.03694863059513995,0.0634540743077643,0.2647384248917065,0.04391593003807045,2376,0.7072128280052257,0.7447719911906758,0.9767662147241929,1.1055723130432726,1.5799972373737754,0.9585623481416111,0,0,0,0,0,0,0,0,2376,2.679737046040582e-10,3.383570306362753e-09,5.948668517083279e-09,7.0255049294344e-09,7.247434833285353e-09,5.46246950172678e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a08_2700_3600,B,continuation,155124,155124,0.800000011920929,0.9432377338409424,0.9690918922424316,0.977436226606369,0.9807536005973816,0.9618056136632064,0,155124,2.0,11.0,58.0,138.0,292.0,67.44457337355922,155124,2.0,11.0,58.0,138.0,292.0,67.44457337355922,0,0,155124,3.225625964432343,14.83269496439447,20.497887701265554,30.217354993398757,177.66553626715125,21.965104293759463,155124,0.0037428808948198,0.0226269351111051,0.034150013664573445,0.04967899270037557,0.2675929100674867,0.035719229533531634,155124,0.7071086975682374,0.7392598912027349,0.9012459762361463,1.2723971766820648,1.5686998317747531,0.9505713104607687,155124,155124,155124,155124,155124,155124,155124,155124,155124,0.0025098085071425,0.07352402689555389,0.43431120335725454,1.0703463908151736,2.135769456053488,0.5114352428022906,0.2552084838147433,1.8611053041862842,3.4569861571414044,4.8125903862008865,10.491447184904162,3.411583579140046,0.0031925745290736,0.0071825032004998995,0.009663636241841099,0.012442827175277022,0.0208745287388374,0.00972191046623768,0.0025098085071425,0.00640810092814433,0.007918995552421,0.00918897443629945,0.011235312396674,0.007832603916365389,89.00696337676511,108.82760420641472,126.27996129201873,156.05354147916128,398.4371903319948,130.83835600231836,5.932668177851017e-07,5.4156166388701355e-05,0.00019489598608975,0.0005818217549788303,0.0070366227621101,0.00027402564861323496,0.0,0.0009198784828186,0.0053255856037139,0.0163640677928924,0.0915516912937164,0.007373793709279898,3.732731346239859e-09,0.0009279886660983202,0.00516770408109685,0.01589414988961852,0.0920578403031247,0.007175187650148031,1.1920928955078125e-07,0.00126094520092002,0.007138445973396249,0.021999624371528626,0.5010654330253601,0.010017046731652919,,,,,,,,,,,,,,,,,,
a08_2700_3600,L-all,first_publication_or_readmission,7762,7762,0.8696646094322205,0.893380343914032,0.9200000166893004,0.9200000166893004,0.9200000166893004,0.9111456709081934,7762,7762,5.0,5.0,43.0,231.0,631.0,83.18500386498326,7762,1.0,1.0,1.0,1.0,1.0,1.0,7762,7762,7762,18.00028986904925,18.508533367760883,34.6307625416827,107.67119651434145,191.43122563880965,50.36859860800595,7762,0.0189053042257338,0.02994208857630758,0.05296548785923915,0.15525818268780378,0.302894956007725,0.07417725908123574,7762,0.7072314227143672,0.8151252111845779,1.09576061188898,1.4560007800841197,1.5837455685388433,1.1236378264137619,0,0,0,0,0,0,0,0,7762,5.6758056707083534e-11,6.386674745800253e-09,0.07900782102502815,0.693954314675905,2.2465564071289563,0.23136463368680407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1380659490823745,0.4634383589029312,0.7389108538627625,0.856557160615921,0.8906427025794983,0.6812080653214909,0.0,0.00061165660154066,0.0024299351498484,0.013044525310397126,0.937103271484375,0.00810957577691267,0.666281521320343,0.8834656119346619,0.9628293812274932,0.9907483220100401,0.9994787573814392,0.9476884622237204
a08_2700_3600,L-all,continuation,123104,123104,0.8797062635421753,0.9137279748916625,0.9200000166893004,0.9200000166893004,0.9200000166893004,0.9184238069763633,123104,123104,7.0,19.0,93.0,251.0,627.0,117.62516246425787,123104,2.0,3.0,17.0,66.0,299.0,27.211301013776968,123104,123104,123104,18.001247794275383,19.484291881493537,29.511881568057046,82.91732518164717,195.64593835561377,40.79272042663078,123104,0.0184256775034317,0.03178171864743944,0.0476570784336357,0.12325832314185003,0.3005770747572275,0.06322835956639017,123104,0.7071102789708011,0.7666037671758753,0.9651721468535839,1.3567862190614968,1.5974633458532284,1.0144797873092832,123104,123104,123104,123104,123104,123104,123104,123104,123104,0.0025908892048389,0.04066151335160702,0.26303836061944785,0.8213595820444939,2.2552878608024765,0.36195227312450523,0.0157349270751997,1.432761522421347,2.6926369532461187,4.3236485899402535,8.358623270522294,2.81873705713542,0.0026519107059071,0.00619644893442461,0.0089599161415366,0.01204744379650931,0.020386429286886,0.0090412679100092,0.0020246249043342,0.004975250550221,0.00704411121132115,0.00867592051574561,0.0115977845020043,0.00693719488570433,86.22529745054906,115.2629906604278,141.96372543897044,200.99573186189338,493.9189876820503,151.77284476395806,3.9402233608683886e-07,0.00013335917446546,0.00041760772044855,0.0012596754978280598,0.007147094530737,0.0005840898203987448,0.0,0.0005325078964233,0.0028564631938934,0.0092471539974212,0.0980392694473266,0.00416976814826426,3.732731346239859e-09,0.00050596868440837,0.0028156017518099997,0.008764833260909708,0.0987128292964512,0.004015472931178993,0.0,0.0007001385092735,0.0039726868271827,0.01259848251938812,0.2886714339256286,0.005740925822905846,0.1386609971523285,0.6246853709220886,0.8078571259975433,0.865514874458313,0.8911728858947754,0.7733374068492693,0.0,0.00047530690208073026,0.0017187655903398,0.0068649612832813785,0.933340549468994,0.00411655589006693,0.6504172086715698,0.8915366888046264,0.9646326899528503,0.9909423112869262,0.999787211418152,0.9509032298536008
a08_2700_3600,C-all,first_publication_or_readmission,3019,3019,0.800000011920929,0.800000011920929,0.800000011920929,0.87803795337677,0.8845598101615906,0.8276603160689469,3019,3019,5.0,5.0,5.0,237.0,623.0,66.91984100695595,3019,1.0,1.0,1.0,1.0,1.0,1.0,3019,3019,3019,18.00025567026427,18.100639374468518,24.827547428325325,56.42546384250777,186.08968653000727,32.318835742682,3019,0.0171399507921118,0.028677627922546342,0.0395253245109087,0.08764412734639249,0.2513542515656906,0.05038464469007076,3019,0.7074371509630736,0.7768296482320819,1.0055000335199604,1.3525263556367693,1.5674327658665943,1.0199711577303399,0,0,0,0,0,0,0,0,3019,2.299126023312444e-10,4.5242460299709145e-09,6.948617449123751e-09,0.7648002603136341,2.2389597998484927,0.18130099901338623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2561285197734833,0.4789202690124511,0.5407277941703796,0.8529509425163269,0.8868281841278076,0.6267356292504117,0.0,0.00044774818234138,0.0015887470217421,0.011261434294283309,0.8989243507385254,0.011052074242325854,0.7026709914207458,0.9172810316085815,0.9730032086372375,0.992522931098938,0.9992181062698364,0.9623413932327405
a08_2700_3600,C-all,continuation,84382,84382,0.800000011920929,0.8466039419174194,0.8724311590194702,0.8811145901679993,0.8850424885749817,0.8671430792206651,84382,84382,7.0,17.0,73.0,201.0,591.0,93.79296532435828,84382,2.0,5.0,25.0,74.0,200.0,33.502713848925126,84382,84382,84382,18.000117864410175,19.200668833447924,25.226615661307417,49.152835072601626,193.5384752076056,30.676621964077977,84382,0.0170870561801071,0.031087886986549258,0.0412537730887066,0.07730291898813463,0.2810150020545476,0.049049894776296926,84382,0.7071108965359452,0.7536426918608549,0.9315142167300057,1.2587075825849456,1.5676385653874276,0.9692329149811374,84382,84382,84382,84382,84382,84382,84382,84382,84382,0.002893514003421,0.03650914274618541,0.22597233615903875,0.714606997666442,2.1281411996838084,0.31251067055707826,0.0923378455909535,1.5563402562981852,2.927269130181832,4.443214225948258,8.870148914989764,2.982698574815498,0.0031573104332147,0.0065925559171925,0.0091863552254806,0.012119457518549981,0.0219820909811798,0.009266774136923983,0.0027125833501053,0.00566362565643858,0.0074344579738111,0.00893652157122719,0.0116771485737075,0.007355109338601643,85.63929113479529,111.901851563822,134.510036299195,176.5662857665357,368.6527185657271,140.97375618945,1.4126931027588213e-06,0.00011474753146432,0.0003417820644345,0.0009548079502600406,0.0065147617131039,0.00046061820194787166,0.0,0.0006293952465057,0.0036310702562332,0.0110384821891784,0.0948922634124755,0.005059984278267811,1.1168429847607797e-08,0.0006282017866060401,0.0034890164572458,0.010432129519964433,0.0956062153971407,0.004847578291116425,3.427267074584961e-07,0.00090328305959696,0.00503781065344805,0.014675605297088588,0.1446879357099533,0.006852079904703852,0.2032287716865539,0.6673605918884278,0.8230386972427368,0.8690231084823609,0.8910791873931885,0.7937776611683515,0.0,0.0004094362666364,0.0013952408917248,0.005000025732442733,0.9108430743217468,0.0032775597150084186,0.6508879661560059,0.9154873847961424,0.9729772210121155,0.9923787355422974,0.9998732209205629,0.9616297384192612
afrl_cemetery_s135_d045,B,first_publication_or_readmission,25827,25827,0.800000011920929,0.800000011920929,0.8538594841957092,0.865108847618103,0.8772345781326294,0.8394621073283464,0,25827,1.0,1.0,1.0,1.0,1.0,1.0,25827,1.0,1.0,1.0,1.0,1.0,1.0,0,0,25827,9.726883998789292,18.156880206619405,19.843838404520486,28.61151710678049,222.80484734403785,22.618343316230796,25827,0.0151279298791661,0.02870475424527542,0.0325656347305521,0.04572201220672658,0.3715910149890137,0.03641431949454271,25827,0.7071175176395861,0.7314130189210556,0.8481329608617094,1.0313257434215914,1.405303849179893,0.873122772855433,0,0,0,0,0,0,0,0,25827,0.0,1.0909742002592492e-15,4.164205059052487e-15,5.9892306116306555e-15,8.206466021208706e-15,3.825699887486509e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afrl_cemetery_s135_d045,B,continuation,99123,99123,0.800000011920929,0.800000011920929,0.8763926029205322,0.9269106030464173,0.9664733409881592,0.8685617446983599,0,99123,2.0,2.0,7.0,23.0,71.0,10.22436770477084,99123,2.0,2.0,7.0,23.0,71.0,10.22436770477084,0,0,99123,4.124891079653112,18.653213121214804,21.020063868253047,26.859974429889185,159.34526748006851,22.342714789345994,99123,0.0065535954911744,0.029929247093907,0.0343972418985714,0.0429113836893139,0.2631520409190362,0.036048040165504676,99123,0.7071071904066676,0.7257966623933773,0.8294275625593165,1.0587579079673395,1.388925935700791,0.8644339652770701,99123,99123,99123,99123,99123,99123,99123,99123,99123,0.0003849889501174,0.0252824401979891,0.1234621294199962,0.3841076058462215,1.11190397140554,0.16909616722343523,0.0896004668982109,6.71331054928702,16.6438850028325,30.852647611409818,86.39572527052242,17.939828586499157,0.0003558258426975,0.01138703215771192,0.0269488684792937,0.05114056489835706,0.1704860665845889,0.02964114795613212,0.0002956400307688,0.01067531249323674,0.0238453308327601,0.04294234908489654,0.1245644015621316,0.02568174295682151,8.048774166666648,23.294193921498735,41.940905745230495,93.67585217979236,3382.491917506573,53.662067621679434,3.640343173373347e-06,0.0002258312951101,0.0007796729897702,0.0026751462183903403,0.077502575924309,0.0012574810541426103,0.0,0.0010167062282562,0.0053255558013916,0.0126845836639404,0.0837085247039794,0.00629920929701297,4.561929167756773e-09,0.0009368392491308601,0.0050653985262228,0.01263614003147794,0.0858510737235873,0.0061557519411798035,1.564621925354004e-07,0.0009682536125182801,0.0052094124257564,0.014535257220268182,0.1177488192915916,0.0068308651995737085,,,,,,,,,,,,,,,,,,
afrl_cemetery_s135_d045,L-all,first_publication_or_readmission,3449,3449,0.8675870299339294,0.8747920870780945,0.8913654685020447,0.9171546936035158,0.9200000166893004,0.8939363299918955,3449,3449,5.0,5.0,7.0,35.0,125.0,14.826036532328212,3449,1.0,1.0,1.0,1.0,1.0,1.0,3449,3449,3449,18.000413996063184,18.480332874280457,27.31498308728035,81.10589771030972,177.30613342912142,39.76488688359406,3449,0.0199250084485895,0.02930355125880728,0.0427969666941496,0.12810889333372266,0.273029951955652,0.06249714369538439,3449,0.7072912522983766,0.7774633096008717,0.9290149371941492,1.1446974218914867,1.4155648974032384,0.9483262232535907,0,0,0,0,0,0,0,0,3449,0.0,8.04552133693167e-16,2.121078110322329e-15,0.17087335027239092,0.8750854306545165,0.04897983330452303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1022752374410629,0.20260116457939148,0.3906334936618805,0.6736387968063355,0.8588411211967468,0.41317704731690846,0.0004129046283196,0.005598323792219121,0.0221671089529991,0.11277095526456833,0.8362709283828735,0.047837281567111,0.6500214338302612,0.7100177049636841,0.8313395380973816,0.928501296043396,0.9889081716537476,0.8249314155015921
