run_slug,arm,repeat,all_four_APE_rmse_m,all_four_RPE_rmse_m,all_four_sim3_scale,first_feature_ns,first_pose_ns,first_pose_delay_s,relative_pose_rejections,alignment_rejections,gyro_calibrations,gyro_delta_norm_max,linear_solver_failure_mentions,linear_failure_line_numbers,init_count,run_dir,log_sha256,receipt_sha256
afrl_bus_s180_d045,L-all,2,0.042618630514737535,0.026222836735105982,0.9590464868102869,1494876659795710199,1494876664737415168,4.941704969,3,3,4,0.04018243224029128,21,27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;49;50,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/afrl_bus_s180_d045/L-all/repeat2,dfc64b659b359d3d0d34ac3ffcb6c4b220628a9511c708283db60b1d63d507d9,2af2aa250bbb376cb45e6e6e40b46f6169ba87d880666ed8febdf94b473a1817
afrl_bus_s180_d045,L-all,3,0.04390871091329776,0.022427081926597318,0.9543931731368095,1494876659795710199,1494876664737415168,4.941704969,3,3,4,0.04018243224029128,15,27;28;29;30;31;32;33;34;35;36;37;38;39;43;44,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/afrl_bus_s180_d045/L-all/repeat3,1f6035c77165eab8ee05e01f5e3044738fafbdd7ee4a1cacd2117ec5df1a30fc,c94a0ddbd3647b3e907e23755e1da64228cc48f1863501c69a398f912adde94c
afrl_bus_s180_d045,C-all,1,0.04228200559888264,0.026285182630614776,0.9656219923282522,1494876659795710199,1494876662186834944,2.391124745,3,0,1,0.0352658682214801,3,27;28;29,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/afrl_bus_s180_d045/C-all/repeat1,e615ca75db8d815f936a78ceebc4c86cba7de725ec813136acbc281701a2fc6f,02c7740173500d1cc07d0ec381d4adf496b7c38622fa5cb61b5cafbd1884eb09
afrl_bus_s180_d045,C-all,2,0.03637116380027153,0.024484498704232294,0.9739662986136997,1494876659795710199,1494876662186834944,2.391124745,3,0,1,0.0352658682214801,1,27,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/afrl_bus_s180_d045/C-all/repeat2,b553fe2d63511423daa555a447fa96660df72a6f137a9810c592de66c1271c2d,c2d3d7026a088a96748ce8b55b0d68fa3185996e601aeb1ece27c5ab084dcff9
afrl_bus_s180_d045,C-all,3,0.038084470435000045,0.02895153708982841,0.9780652985462566,1494876659795710199,1494876662027668224,2.231958025,3,0,1,0.029811281169867556,5,27;28;29;30;31,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/afrl_bus_s180_d045/C-all/repeat3,0497617a8029baa96570c553ae96b47eee9b9076448f46255c78a3edefc46e04,d7baf1922d5887090c05714f3779cb3b8018463cdb69ad3474130229bb6453d1
a08_2700_3600,B,1,0.06269269136674967,0.031228629860555246,1.05263575596845,1542885096173673520,1542885097172932864,0.999259344,0,0,1,0.06146048807676242,0,,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a08_2700_3600/B/repeat1,5031744270bcfe68f86495bac8c2a6bef928e1e388a87c33063ce3e8d6151d34,f0ac8e49d837c33749faff11999520d6868901e563090e7a1d40418fd68caa6f
a08_2700_3600,B,2,0.15295304546547686,0.03359597914354518,1.1664848616855599,1542885096173673520,1542885097172932864,0.999259344,0,0,1,0.06146048807676242,0,,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a08_2700_3600/B/repeat2,c85cdec3b4655b1a56501f7795b93ed5a4c2ff1eb210f7ffbe35721e3feacaf7,34bec086ec6c66c235f6c98ee7636ba2192f3214aa6eb8e35bd6c1847ea527eb
a08_2700_3600,B,3,0.14762646339229588,0.03342382991244792,1.1593128870425151,1542885096173673520,1542885097172932864,0.999259344,0,0,1,0.06146048807676242,0,,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a08_2700_3600/B/repeat3,5fed77f21bfea493c0e14fada42ffa5e6b618c15396d69836ddb3f33a72795e0,efb803199e17f0a13a6c80bf523b63f5acd9eaf737ea52dcc4eab8460df376c3
a08_2700_3600,L6,1,0.6956574427633784,0.06942134014704775,3.0189998464272887,1542885096173673520,1542885097172932864,0.999259344,0,0,1,0.06134080545857611,0,,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a08_2700_3600/L6/repeat1,5f61fc487cf85ddc6bbd39debb540b92258c9c6edadc5ca0450fcf52a98d4a2c,4a5941af3ffb342ea6755fd67e34e25a40cdd69459bb008cea593fd59e2aca52
a08_2700_3600,L6,2,0.6938731581046333,0.06927815982254289,3.0033997716242364,1542885096173673520,1542885097172932864,0.999259344,0,0,1,0.06134080545857611,0,,1,/media/ma/Data/AQUA-FE_WS_storage_offload/frontend_additive_budget_v1/backend/a08_2700_3600/L6/repeat2,2525760e566843131edf718bd373cd4f10bb0f361278b41ade6c6bbc68773a67,a93d95b889a52f7d7deaedf862446344496d6efdb9cf1a55b5f6a5894a9c88cb
