window_id,selector,level,formal_runs_ok,post_init_accepted,map_point_lineages,distinct_mappoints,assisted_matches,assisted_outliers,pre_kf_purged,pre_kf_scans,unbounded_matches,unbounded_outliers,unbounded_pre_kf_observed,unbounded_pre_kf_purged,reference_kind,reference_independent,metric_scope,counts_as_metric_accuracy,counts_as_project_strict,counts_as_all_control_strict,counts_as_no_harm,reconstructed_native_proxy_ape_m,reconstructed_native_proxy_rpe_m,reconstructed_full_proxy_ape_m,reconstructed_full_proxy_rpe_m,online_native_proxy_ape_m,online_native_proxy_rpe_m,online_full_proxy_ape_m,online_full_proxy_rpe_m,full_vs_native_descriptive_improvements,full_vs_drop_descriptive_improvements,full_vs_bridge_off_descriptive_improvements,full_vs_unbounded_descriptive_improvements,association_s,rpe_delta_associated_poses,role_dependent_support,common_support,proxy_sample_reuse_present,native_associated_poses,native_unique_proxy_samples,native_delta5_pairs,full_associated_poses,full_unique_proxy_samples,full_reused_proxy_associations,full_delta5_pairs,full_delta5_physical_span_median_s,delta1_sensitivity_scope,reconstructed_full_delta1_sensitivity_rpe_m,online_full_delta1_sensitivity_rpe_m,texture_profile,base_track_min,base_track_median,base_track_mean,base_track_max,base_grid_min,base_grid_mean,base_grid_max,dropout_median,dropout_mean,dropout_max,degradation_mean,degradation_max,sparse_base_klt,formal_root
CIRS_s480_d30,n3_d14_min8_ignore0_clean,action_positive_proxy_metric_descriptive_non_strict,20/20,9/11,1,2,5,1,1/1,80,5,1,1,0,official CIRS odometry trajectory proxy; non-independent,false,descriptive_proxy_alignment_only,false,false,false,false,0.076711,0.209753,0.108877,0.389324,0.080708,0.224813,0.102521,0.394057,0/4,0/4,2/4,0/4,0.06,5,true,false,true,43,28,38,62,47,15,57,0.953335762,irregular_associated-pose_sensitivity_not_1s,0.092826,0.094411,"operational degraded/identity-churn, high-grid; sparse base-KLT",212,227,228.033557,252,1.000000,1.000000,1.000000,0.448413,0.463998,0.995690,0.192734,0.235207,true,/home/ma/AQUA-FE_WS/.orbslam3_seeded_cirs_s480_d30_20260808/formal_n3_d14_min8_ignore0_clean_v23_lineagefirst_lateenforce_dualgateack_equalruntime_singlecpu2_noaslr_fivearm_h100_q09
