window_id,run_slug,common_support_status,classification,B_ape_m,BD_ape_m,BDL_ape_m,BDC_ape_m,B_rpe_m,BD_rpe_m,BDL_rpe_m,BDC_rpe_m,BD_vs_B_ape_change_pct,BD_vs_B_rpe_change_pct,BDL_minus_BD_ape_m,BDL_minus_BD_rpe_m,BDC_minus_BD_ape_m,BDC_minus_BD_rpe_m,BD_closer_to_BDL_than_B_both_metrics
aqualoc_archaeology:A09:historical_6000_6800,a09_6000_6800,PASS,DELETE_DIRECTION_ONLY,1242.140001754619,1242.1351471928838,0.7324143279267064,1.0823545694282526,150.84681657767342,150.84391879853064,0.0735633917026871,0.11694077198954063,-0.0003908224297188845,-0.0019210078200715408,-1241.402732864957,-150.77035540682795,-1241.0527926234556,-150.7269780265411,False
afrl:bus_outside:0004,afrl_bus_s180_d045,PASS,INSERTION_REQUIRED_FOR_WIN,0.06030103054792109,53.05237472217308,0.042257902422335195,0.044228568170579845,0.03707107758848374,6.980129235902349,0.026681258618196212,0.026862001990089424,87879.21733694497,18729.043259510618,-53.01011681975074,-6.953447977284153,-53.008146154002496,-6.95326723391226,False
