run_slug,arm,candidate_schedule_unchanged,v2_feature_bag_sha256,prefill_feature_bag_sha256,byte_identical_to_v2,v2_omitted_or_deleted_observations,prefill_omitted_newborn_observations,shared_omitted_identity_observations,v2_ape_change_vs_klt_percent,v2_rpe_change_vs_klt_percent,prefill_ape_change_vs_klt_percent,prefill_rpe_change_vs_klt_percent,prefill_outcome,interpretation
a09_6000_6800,xfeat,True,b60fac4979fb2e0103f1c8470f80f88513bd5e50511dbcb3a0ec1fcbd89ef62e,0a6bc1845b347b3105f1bb1b8a85499ceea9377fe6d3ce2d5c6eae712677de17,False,3,3,0,-99.94103608877485,-99.95123304994321,-99.94101421318354,-99.95123596047077,WIN,rescue_survives_changed_newborn_identity_and_xfeat_beats_matched_on_this_window
a02_0_900,xfeat,True,1af804c85b76a2226af88349dc3a00f2a7f45d3fae7882d432cd5374815a91c4,ce364493e963963cac968d5bf796e0b365b1d6a20ba97753cc870a12360e5051,False,8,8,7,672.5592584209028,359.52087661212005,674.2686567507822,361.0315631413787,LOSS,loss_survives_one_changed_newborn_identity_and_matches_classical_control
a02_0_900,splg,True,22ad515df63a71bf4f7b068f4c4b3d290e0b2d822544b04d191441d2ad6899ef,22ad515df63a71bf4f7b068f4c4b3d290e0b2d822544b04d191441d2ad6899ef,True,8,8,8,688.1799594872864,359.83376539530195,699.4636077664958,359.65563219030463,LOSS,identical_frontend_intervention_reproduces_same_wrong_scale_branch
afrl_bus_s180_d045,xfeat,True,34ec601a13843c7a39d53a95eb7bedc8db4086b1e6683921b2507cd7a5356442,ee4cd80ec33c955b3f133d2e2746239feb8d2199aff88e17d6238b079048905e,False,2,2,0,-28.80534887641124,-28.19444532360611,0.0,0.0,TIE,prior_rescue_not_retained_when_newborn_identity_changes_and_isolated_single_frame_candidates_are_backend_inert
