sequence,raw_index,queries,B_s,C_raw_s,preprocess_s,forward_gpu_s,backward_gpu_s,restore_transfer_s,peak_allocated_bytes,peak_reserved_bytes,network_height,network_width,sampling_s,fb_checks_s
A02,171,4,0.051015897013712674,0.0018959949957206845,0.014464289008174092,0.13040889095282182,0.13058482395717874,0.0040645350236445665,312287232,427819008,304,484,0.00021064403699710965,9.320100070908666e-05
A02,172,2,0.0500523189548403,0.0019301360007375479,0.012956841033883393,0.1310917339869775,0.13032160903094336,0.004121427016798407,312287232,427819008,304,484,0.00020552403293550014,9.388197213411331e-05
A02,173,2,0.04944182699546218,0.001966127019841224,0.01285491802264005,0.13048659299965948,0.13128308701561764,0.011743577022571117,312287232,427819008,304,484,0.00021129398373886943,9.632197907194495e-05
A02,174,3,0.04883615602739155,0.0019404569757170975,0.012745165964588523,0.13031472900183871,0.13017854699864984,0.004284108988940716,312287232,427819008,304,484,0.00020748400129377842,9.226100519299507e-05
A02,175,2,0.04872226499719545,0.00194890599232167,0.012749456975143403,0.1310713329585269,0.1302973490091972,0.004072396026458591,312287232,427819008,304,484,0.00021070399088785052,9.112199768424034e-05
A02,176,3,0.04854648100445047,0.001995717000681907,0.012695894984062761,0.12987304100533947,0.13080619898391888,0.004533383005764335,312287232,427819008,304,484,0.0002201140159741044,9.429204510524869e-05
A02,177,3,0.05137574399122968,0.002517406945116818,0.014893535990267992,0.12974755803588778,0.13015584601089358,0.0046270269667729735,312287232,427819008,304,484,0.00020750402472913265,9.294203482568264e-05
A02,178,5,0.05106815800536424,0.002164660021662712,0.012845958990510553,0.13113117398461327,0.12980513903312385,0.00441082299221307,312287232,427819008,304,484,0.0002066739834845066,9.381200652569532e-05
A02,179,3,0.04848765901988372,0.0018532549729570746,0.013729684986174107,0.1289326439728029,0.12982896994799376,0.004362770006991923,312287232,427819008,304,484,0.00021049403585493565,9.339203825220466e-05
A02,180,3,0.051020616956520826,0.001966256008017808,0.014249705011025071,0.12880353099899366,0.13157370302360505,0.004386681015603244,312287232,427819008,304,484,0.00020538398530334234,9.332102490589023e-05
A02,181,5,0.05308618501294404,0.0019267260213382542,0.01169433700852096,0.1307332770084031,0.1302717090002261,0.004297678999137133,312287232,427819008,304,484,0.00021598400780931115,9.840202983468771e-05
A02,182,4,0.05135562299983576,0.0020586379687301815,0.013852477015461773,0.12972522800555453,0.13087437901413068,0.004617016005795449,312287232,427819008,304,484,0.000208273995667696,9.372195927426219e-05
A02,183,6,0.05555915198056027,0.001985075999982655,0.012606923992279917,0.1288711919914931,0.12961868703132495,0.00587178795831278,312287232,427819008,304,484,0.00021210400154814124,9.371200576424599e-05
A02,184,5,0.049531550030224025,0.001977905980311334,0.012414831027854234,0.13034895004238933,0.1286594679695554,0.004351191048044711,312287232,427819008,304,484,0.00021281401859596372,9.363103890791535e-05
A02,185,3,0.04878773499513045,0.001850364962592721,0.011824638990219682,0.12876032100757584,0.1305754940258339,0.00440350198186934,312287232,427819008,304,484,0.00021168403327465057,9.158201282843947e-05
A02,186,2,0.0485879709594883,0.0018039540154859424,0.012733406038023531,0.13013729598606005,0.1305008929921314,0.007692112936638296,312287232,427819008,304,484,0.0002115829847753048,9.32820257730782e-05
A02,187,3,0.04845877003390342,0.001994067046325654,0.01222744700498879,0.13080599799286574,0.1301459259702824,0.00428930000634864,312287232,427819008,304,484,0.00020837399642914534,9.371101623401046e-05
A02,188,1,0.05124998098472133,0.0024945170152932405,0.015054949035402387,0.13000688300235197,0.13078303902875632,0.004496812995057553,312287232,427819008,304,484,0.00019421399338170886,8.699099998921156e-05
A02,189,2,0.04980788502143696,0.001878395036328584,0.01700582599733025,0.1290454359841533,0.13041654095286503,0.0041918279603123665,312287232,427819008,304,484,0.00021011399803683162,9.161100024357438e-05
A02,190,1,0.048843805969227105,0.001899886003229767,0.01488459698157385,0.13067833503009751,0.1301656669820659,0.004143787024077028,312287232,427819008,304,484,0.0001992330071516335,0.00010572199244052172
A02,191,4,0.050662751018535346,0.001983007008675486,0.011967501952312887,0.13019525702111423,0.13068791601108387,0.004144117061514407,312287232,427819008,304,484,0.00021190400002524257,0.00011185300536453724
A02,192,6,0.04899879900040105,0.002015436999499798,0.01277955702971667,0.1297690289793536,0.13163586397422478,0.004430421977303922,312287232,427819008,304,484,0.0002121540019288659,9.51309921219945e-05
A02,193,4,0.05051091802306473,0.001984076981898397,0.01271948596695438,0.13104625302366912,0.13014191499678418,0.004310540040023625,312287232,427819008,304,484,0.0002723449724726379,0.0001339029986411333
A02,194,6,0.04936230601742864,0.001962276000995189,0.012724725995212793,0.12878851097775623,0.1305632739677094,0.005433470942080021,312287232,427819008,304,484,0.00021239399211481214,9.4162009190768e-05
A02,195,5,0.048906637995969504,0.002005196991376579,0.012150356022175401,0.12847067398251966,0.12931297003524378,0.011424113996326923,312287232,427819008,304,484,0.00020831398433074355,9.60809993557632e-05
A02,196,7,0.0529322829679586,0.0030335159972310066,0.012722756015136838,0.1309661220293492,0.1298567809863016,0.00427023897645995,312287232,427819008,304,484,0.00020739296451210976,9.462196612730622e-05
A02,197,6,0.04858996096299961,0.0019423270132392645,0.011894960014615208,0.12902755598770455,0.1305185739765875,0.0042890680488198996,312287232,427819008,304,484,0.0002131640212610364,9.457196574658155e-05
A02,198,3,0.04970984300598502,0.00199032697128132,0.012668324983678758,0.12994419294409454,0.12889904296025634,0.011689506995026022,312287232,427819008,304,484,0.00020443397806957364,9.242095984518528e-05
A02,199,5,0.050704532011877745,0.0019976469920948148,0.012845289020333439,0.12982488103443757,0.12867153802653775,0.005254957999568433,312287232,427819008,304,484,0.00020925397984683514,9.712198516353965e-05
A08,2701,7,0.051573858014307916,0.002035696990787983,0.023117439006455243,0.1559969480149448,0.1283800849923864,0.00410884601296857,312287232,427819008,304,484,0.00021319399820640683,9.561202023178339e-05
A08,2702,2,0.04828314698534086,0.0018949259538203478,0.012214866001158953,0.12918151001213118,0.12855086801573634,0.004168296989519149,312287232,427819008,304,484,0.00020671298261731863,9.381200652569532e-05
A08,2703,2,0.048439449979923666,0.001798543962650001,0.012394301011227071,0.1284714369685389,0.1292567309574224,0.004217368899844587,312287232,427819008,304,484,0.00021140399621799588,9.352096822112799e-05
A08,2704,2,0.048409849987365305,0.0018675539758987725,0.012832008011173457,0.1421152399852872,0.1281628420110792,0.005418559943791479,312287232,427819008,304,484,0.00021159404423087835,9.185203816741705e-05
A08,2705,2,0.0483738380135037,0.0018464449676685035,0.012489662040024996,0.12825392198283225,0.13016791903646663,0.004286100040189922,312287232,427819008,304,484,0.00021145399659872055,9.443203452974558e-05
A08,2706,2,0.0486203629989177,0.0017934640054591,0.01228459901176393,0.1296334289945662,0.1297117899521254,0.004291199962608516,312287232,427819008,304,484,0.00020889402367174625,9.195198072120547e-05
A08,2707,2,0.051533646997995675,0.0024548660148866475,0.01697522500762716,0.12981584196677431,0.12957339698914438,0.0041056660120375454,312287232,427819008,304,484,0.00021045398898422718,9.356095688417554e-05
A08,2708,3,0.04811273398809135,0.0018760640523396432,0.013058961951173842,0.12795758701395243,0.12874495197320357,0.005847499007359147,312287232,427819008,304,484,0.00021108402870595455,9.441201109439135e-05
A08,2709,4,0.04943407798418775,0.0019328760099597275,0.012290517974179238,0.1309469830011949,0.1298534119850956,0.004271900048479438,312287232,427819008,304,484,0.00021009397460147738,9.436201071366668e-05
A08,2710,6,0.04791653004940599,0.002009727992117405,0.01280705799581483,0.13047390402061865,0.1297655800008215,0.004167639010120183,312287232,427819008,304,484,0.00021133397240191698,9.750196477398276e-05
A08,2711,5,0.04810335399815813,0.002026547968853265,0.012884429015684873,0.1294357450096868,0.1292419810197316,0.0055329829920083284,312287232,427819008,304,484,0.0002120040007866919,0.00010123196989297867
A08,2712,11,0.048726234992500395,0.0022687320015393198,0.011917381023522466,0.12831328494939953,0.12988777295686305,0.004225158016197383,312287232,427819008,304,484,0.00022074399748817086,9.661202784627676e-05
A08,2713,5,0.04896416998235509,0.0019453560234978795,0.01200647302903235,0.12988729297649115,0.1297890410060063,0.004294639977160841,312287232,427819008,304,484,0.00021355401258915663,9.480200242251158e-05
A08,2714,6,0.04897929000435397,0.002057037956546992,0.013563631975557655,0.12925067101605237,0.12871075101429597,0.0054410609300248325,312287232,427819008,304,484,0.00020788394613191485,9.666202822700143e-05
A08,2715,4,0.048249537008814514,0.0019483360229060054,0.013186244992539287,0.1285611889907159,0.12981787201715633,0.004266818985342979,312287232,427819008,304,484,0.00020998402033001184,9.439198765903711e-05
A08,2716,6,0.05050030804704875,0.0020214279647916555,0.012564782984554768,0.1302197590121068,0.12987017299747095,0.004152427020017058,312287232,427819008,304,484,0.00020983396098017693,9.48919914662838e-05
A08,2717,6,0.050638371030800045,0.002152920002117753,0.014211215020623058,0.12970900000073016,0.13029655098216608,0.004224988981150091,312287232,427819008,304,484,0.00022868404630571604,0.00010109198046848178
A08,2718,4,0.04832318797707558,0.0019048760295845568,0.012384611007291824,0.12807508901460096,0.12853390804957598,0.00538112100912258,312287232,427819008,304,484,0.0002152139786630869,9.597098687663674e-05
A08,2719,2,0.051811223034746945,0.0018786750151775777,0.012248268001712859,0.13012873701518402,0.1299753050552681,0.004091445007361472,312287232,427819008,304,484,0.00020380399655550718,9.158096509054303e-05
A08,2720,4,0.04863900400232524,0.001990726974327117,0.012097414990421385,0.12948744499590248,0.1300044059753418,0.0044495719484984875,312287232,427819008,304,484,0.00020821398356929421,9.376200614497066e-05
A08,2721,1,0.04815488395979628,0.001983246998861432,0.011554193974006921,0.1282694130204618,0.13117519702063873,0.004136276955250651,312287232,427819008,304,484,0.00019903399515897036,8.815200999379158e-05
A08,2722,3,0.04942259797826409,0.0018738950020633638,0.012451742019038647,0.13045136298751459,0.13003243500133976,0.004041375999804586,312287232,427819008,304,484,0.00020613399101421237,9.294203482568264e-05
A08,2723,7,0.048027231998275965,0.0020564179867506027,0.012136885954532772,0.12927809200482443,0.13037106301635504,0.004733017995022237,312287232,427819008,304,484,0.0002145639737136662,9.397201938554645e-05
A08,2724,4,0.04848595103248954,0.0018781950348056853,0.012557613023091108,0.1293793239747174,0.12879993399837986,0.00551744201220572,312287232,427819008,304,484,0.00021011399803683162,9.441102156415582e-05
A08,2725,4,0.04947390896268189,0.001988847041502595,0.012120164989028126,0.12903394701424986,0.1296780600096099,0.004064354987349361,312287232,427819008,304,484,0.0002076139790005982,9.41719627007842e-05
A08,2726,6,0.04972957499558106,0.002150579006411135,0.012668824987486005,0.12948139500804245,0.13045172399142757,0.004142438061535358,312287232,427819008,304,484,0.00021386396838352084,9.617203613743186e-05
A08,2727,8,0.04807939298916608,0.0022598819923587143,0.013300056976731867,0.1289702960057184,0.12852653802838176,0.005596833943855017,312287232,427819008,304,484,0.00021640403429046273,9.563198545947671e-05
A08,2728,6,0.050031889986712486,0.0021408500033430755,0.012806677026674151,0.1290672180475667,0.12862427002983168,0.0042489589541219175,312287232,427819008,304,484,0.00021044403547421098,9.594199946150184e-05
A08,2729,6,0.049510229961015284,0.002163900004234165,0.01217650598846376,0.13007244700565934,0.13106762495590374,0.00418772897683084,312287232,427819008,304,484,0.0002356740296818316,9.597197640687227e-05
A08,2730,5,0.04813692398602143,0.002074607997201383,0.012604033981915563,0.12903588695917279,0.1285616389941424,0.005538782977964729,312287232,427819008,304,484,0.00021029397612437606,0.00010028097312897444
A08,2731,6,0.048371377983130515,0.002192790969274938,0.013785365968942642,0.12935669400030747,0.1287695129867643,0.005286286992486566,312287232,427819008,304,484,0.00021115399431437254,0.00010238098911941051
A08,2732,5,0.05037282599369064,0.002245282055810094,0.012560933013446629,0.12989856296917424,0.1306591079919599,0.004164248006418347,312287232,427819008,304,484,0.0002120640128850937,9.829201735556126e-05
A08,2733,5,0.0523943739826791,0.0021961210295557976,0.015291204035747796,0.1285088179865852,0.13098849303787574,0.004195259010884911,312287232,427819008,304,484,0.0002140440046787262,9.73119749687612e-05
A08,2734,3,0.05135053500998765,0.0020481079700402915,0.012265937984921038,0.13095607300056145,0.13005563704064116,0.00408726604655385,312287232,427819008,304,484,0.00020511401817202568,9.264203254133463e-05
A08,2735,5,0.049567510024644434,0.0020826489781029522,0.012689205992501229,0.13059419702040032,0.13053545501315966,0.004339769948273897,312287232,427819008,304,484,0.00021764397388324142,9.412196232005954e-05
A08,2736,4,0.04969683400122449,0.0020775090088136494,0.01279655797407031,0.13037277199327946,0.13039631297579035,0.004068215959705412,312287232,427819008,304,484,0.00020664301700890064,9.391200728714466e-05
A08,2737,3,0.048345029004849494,0.0019817670108750463,0.013831276970449835,0.13074858899926767,0.1296435589902103,0.0043865920742973685,312287232,427819008,304,484,0.00020475400378927588,9.284098632633686e-05
A08,2738,3,0.05060762003995478,0.0020170779898762703,0.013397208997048438,0.12849285802803934,0.1286384400445968,0.006669353984761983,312287232,427819008,304,484,0.00022353400709107518,9.984197095036507e-05
A08,2739,3,0.05362881696783006,0.0020542980055324733,0.012338669039309025,0.12880550394766033,0.1286614509881474,0.00574043596861884,312287232,427819008,304,484,0.00021070399088785052,9.362201672047377e-05
A08,2740,1,0.05066726100631058,0.0019135249895043671,0.015345524996519089,0.13002775597851723,0.12874854198889807,0.0055151619599200785,312287232,427819008,304,484,0.00023228500504046679,9.113096166402102e-05
A08,2741,2,0.04938043700531125,0.00285835302202031,0.012585763994138688,0.12845570698846132,0.12961941899266094,0.004207897000014782,312287232,427819008,304,484,0.00020744395442306995,9.677198249846697e-05
A08,2742,7,0.04919984401203692,0.0022372519597411156,0.011425082047935575,0.13015223800903186,0.1298989939969033,0.004010853997897357,312287232,427819008,304,484,0.00021127302898094058,9.513198165223002e-05
A08,2743,4,0.04755470296368003,0.001996106992010027,0.012678946950472891,0.1289991769590415,0.12872041197260842,0.006811976025346667,312287232,427819008,304,484,0.0002228239900432527,9.736203355714679e-05
A08,2744,6,0.050073809979949147,0.0021878810366615653,0.013550781994126737,0.12862424895865843,0.1288142729899846,0.0042941009742207825,312287232,427819008,304,484,0.00021075300173833966,9.539199527353048e-05
A08,2745,2,0.05300144501961768,0.002249961020424962,0.012846468947827816,0.12882282299688086,0.13139202096499503,0.004245179065037519,312287232,427819008,304,484,0.00020882399985566735,9.232200682163239e-05
A08,2746,3,0.049811175966169685,0.001981695997528732,0.014054681989364326,0.13076220999937505,0.13008353702025488,0.004196568042971194,312287232,427819008,304,484,0.00021392398048192263,9.243201930075884e-05
A08,2747,2,0.04795845097396523,0.001983917027246207,0.012682245986070484,0.13005853595677763,0.13028682995354757,0.004103406972717494,312287232,427819008,304,484,0.0002094340161420405,9.297102224081755e-05
A08,2748,2,0.04820020601619035,0.0026292489492334425,0.014313185994978994,0.12963313900399953,0.13026779104257002,0.004783908952958882,312287232,427819008,304,484,0.00021212396677583456,9.389198385179043e-05
A08,2749,6,0.04908414097735658,0.0021550809615291655,0.01252764300443232,0.12866921100066975,0.13019321899628267,0.004116855969186872,312287232,427819008,304,484,0.0002084840089082718,9.427202166989446e-05
A08,2750,6,0.04929682600777596,0.0021608800161629915,0.012105705041904002,0.1296627389965579,0.13010127696907148,0.004133025999180973,312287232,427819008,304,484,0.00021721399389207363,9.442202281206846e-05
A08,2751,5,0.05070941202575341,0.0025719879777170718,0.012324689014349133,0.1296873899991624,0.12993361498229206,0.0041883980156853795,312287232,427819008,304,484,0.00020874396432191133,9.58419987000525e-05
A08,2752,3,0.05055797996465117,0.002006916969548911,0.01258220401359722,0.12958208698546514,0.1304493040079251,0.0047002979554235935,312287232,427819008,304,484,0.00020443397806957364,9.232194861397147e-05
A08,2753,3,0.04976426501525566,0.002027396985795349,0.012064854032360017,0.1284975580056198,0.1290096070151776,0.0042173590045422316,312287232,427819008,304,484,0.0002060040133073926,9.372195927426219e-05
A08,2754,3,0.049642031954135746,0.0038885819958522916,0.012473761977162212,0.1298806529957801,0.12986463395645842,0.004282549023628235,312287232,427819008,304,484,0.00020998402033001184,9.356101509183645e-05
A08,2755,2,0.05385531100910157,0.0019236350199207664,0.012179927027318627,0.12977179198060185,0.1304925549775362,0.004220628063194454,312287232,427819008,304,484,0.00020610401406884193,9.516201680526137e-05
A08,2756,1,0.05002584896283224,0.0018692649900913239,0.01244330097688362,0.12960173800820485,0.12988976301858202,0.004241919028572738,312287232,427819008,304,484,0.00020545400911942124,8.824100950732827e-05
A08,2757,1,0.0504768579849042,0.001908996026031673,0.012678514991421252,0.13006246596341953,0.129655078984797,0.0045707940007559955,312287232,427819008,304,484,0.0002022839616984129,8.818099740892649e-05
A08,2758,3,0.04838797904085368,0.001965806004591286,0.015133522043470293,0.12937617400893942,0.1295092959771864,0.005505612934939563,312287232,427819008,304,484,0.0002125939936377108,0.00010982196545228362
A08,2759,4,0.0481984349898994,0.002041578001808375,0.012436830962542444,0.12865365005563945,0.13005145598435774,0.0041601869743317366,312287232,427819008,304,484,0.00020917400252074003,9.84110520221293e-05
A08,2761,1,0.04990864801220596,0.0019499059999361634,0.012577323999721557,0.12868362199515104,0.13054259499767795,0.004126316984184086,312287232,427819008,304,484,0.0002008940209634602,8.932204218581319e-05
A08,2762,4,0.050904516014270484,0.0019924769876524806,0.012629745004232973,0.13011703803204,0.1309024019865319,0.004142406978644431,312287232,427819008,304,484,0.0002125939936377108,9.216199396178126e-05
A08,2763,4,0.049771004007197917,0.00202483800239861,0.012747706030495465,0.1302040489972569,0.13028545101406053,0.004248088924214244,312287232,427819008,304,484,0.00021132302936166525,9.398197289556265e-05
A08,2764,5,0.05073184298817068,0.002082418999634683,0.011619185970630497,0.130057226982899,0.13005969603545964,0.004168428014963865,312287232,427819008,304,484,0.00020999397384002805,9.387097088620067e-05
A08,2765,5,0.051082809979561716,0.002249932033009827,0.012524552003014833,0.1293413039529696,0.12916343001415953,0.005515362019650638,312287232,427819008,304,484,0.00021341402316465974,9.461102308705449e-05
A08,2766,5,0.04953870997997001,0.0021400299738161266,0.011490484001114964,0.12861199001781642,0.12982434197328985,0.004217738984152675,312287232,427819008,304,484,0.00020934396889060736,9.37319709919393e-05
A08,2767,4,0.05139007396064699,0.0020348269608803093,0.012935400998685509,0.130022875033319,0.12989795400062576,0.004105934931430966,312287232,427819008,304,484,0.00021166400983929634,9.963201591745019e-05
A08,2768,4,0.04887411801610142,0.0020668079960159957,0.012892359984107316,0.12987932295072824,0.13072565902257338,0.004314599034842104,312287232,427819008,304,484,0.00020887400023639202,9.334099013358355e-05
A08,2769,2,0.04970084398519248,0.001960007008165121,0.011845350032672286,0.12867237097816542,0.12837168498663232,0.006363888969644904,312287232,427819008,304,484,0.00021961401216685772,0.0001284830505028367
A08,2770,4,0.050057740008924156,0.002126530045643449,0.011277579993475229,0.129585697024595,0.13024879002477974,0.004220657981932163,312287232,427819008,304,484,0.0002113539958372712,9.281199891120195e-05
A08,2771,1,0.049086932034697384,0.0018420240376144648,0.011783088964875787,0.13004803599324077,0.13070458796573803,0.004238068999256939,312287232,427819008,304,484,0.00019822397734969854,9.351200424134731e-05
A08,2772,1,0.05221615999471396,0.0018480349681340158,0.012337899999693036,0.1299983260105364,0.1300719870487228,0.004312029981520027,312287232,427819008,304,484,0.00020065403077751398,8.832098683342338e-05
A08,2773,2,0.049495400045998394,0.001919975969940424,0.012288928031921387,0.1302567510283552,0.12882021302357316,0.005764526023995131,312287232,427819008,304,484,0.00021995400311425328,0.00010294205276295543
A08,2774,2,0.051463966025039554,0.002072948031127453,0.011180049041286111,0.12830943503649905,0.13004166597966105,0.004280379973351955,312287232,427819008,304,484,0.0002144839963875711,9.543198393657804e-05
A08,2775,5,0.050072710029780865,0.0021052989759482443,0.012357199972029775,0.12999216496245936,0.13015228899894282,0.004189116938505322,312287232,427819008,304,484,0.00021108397049829364,0.00010227097664028406
A08,2776,3,0.05018790299072862,0.0020732079865410924,0.01212911499897018,0.13082178198965266,0.1301102369907312,0.004253699036780745,312287232,427819008,304,484,0.00021205400116741657,9.646202670410275e-05
A08,2777,2,0.04984246601816267,0.0019329150090925395,0.01277060795109719,0.12951775698456913,0.13018537004245445,0.004796919005457312,312287232,427819008,304,484,0.00021092401584610343,9.317201329395175e-05
A08,2778,2,0.050971987016964704,0.001928806013893336,0.01623156201094389,0.12989455298520625,0.12936819402966648,0.004639566934201866,312287232,427819008,304,484,0.00022393499966710806,9.876099647954106e-05
A08,2779,2,0.05255726695759222,0.0019323460292071104,0.012578762951306999,0.13004661700688303,0.12890693597728387,0.005554122966714203,312287232,427819008,304,484,0.0002066039596684277,0.00010880199261009693
A08,2780,3,0.05031088599935174,0.002652588998898864,0.011980332026723772,0.12873233197024092,0.12917279999237508,0.004598355968482792,312287232,427819008,304,484,0.00021335401106625795,9.384198347106576e-05
A08,2781,2,0.05145690601784736,0.002050828014034778,0.01181093999184668,0.12961450801230967,0.12991218402748927,0.0042585289920680225,312287232,427819008,304,484,0.0002066930173896253,9.54020069912076e-05
A08,2782,3,0.05153746798168868,0.002024398010689765,0.011096906033344567,0.13049105502432212,0.13033669197466224,0.0041911579901352525,312287232,427819008,304,484,0.00020698399748653173,9.380199480801821e-05
A08,2783,1,0.050349365978036076,0.001900664996355772,0.011874301009811461,0.13015553902368993,0.13057696598116308,0.004252090002410114,312287232,427819008,304,484,0.0001973140169866383,8.879200322553515e-05
A08,2784,2,0.048955959966406226,0.001969797012861818,0.015136942034587264,0.12974248098907992,0.12948953598970547,0.004335411009378731,312287232,427819008,304,484,0.00020883401157334447,9.259203216060996e-05
A08,2785,5,0.04906698199920356,0.0020392180304042995,0.01305509201483801,0.12945131602464244,0.12901091697858647,0.0059975910116918385,312287232,427819008,304,484,0.00021150399697944522,9.417202090844512e-05
A08,2786,2,0.048294047999661416,0.001953746017534286,0.012158696015831083,0.13019992999034002,0.13074055896140635,0.004257209016941488,312287232,427819008,304,484,0.00020558398682624102,9.369198232889175e-05
A08,2787,2,0.047863358980976045,0.0019165159901604056,0.015312134986743331,0.13020354899344966,0.1300609370227903,0.004173877998255193,312287232,427819008,304,484,0.00020974403014406562,9.191100252792239e-05
A08,2788,1,0.049383957986719906,0.0018921050359494984,0.012462021957617253,0.12909213901730254,0.1289669469697401,0.006453950016293675,312287232,427819008,304,484,0.0002069729962386191,8.915201760828495e-05
A08,2789,1,0.04931470600422472,0.0020351969869807363,0.012724776985123754,0.12882198399165645,0.13063432701164857,0.004117877047974616,312287232,427819008,304,484,0.00019934301963075995,8.983199950307608e-05
A08,2790,2,0.048327438009437174,0.001956155989319086,0.012340240005869418,0.1302594899898395,0.13019929005531594,0.004240469017531723,312287232,427819008,304,484,0.0002103239530697465,9.286199929192662e-05
A08,2791,2,0.04941498796688393,0.0019988170242868364,0.012467191962059587,0.13049346499610692,0.12997374596307054,0.004171516979113221,312287232,427819008,304,484,0.0002059440012089908,9.282201062887907e-05
A08,2792,3,0.048103444976732135,0.001964386028703302,0.01295121101429686,0.12968276999890804,0.12951119599165395,0.005536003969609737,312287232,427819008,304,484,0.00020940398098900914,9.373202919960022e-05
A08,2793,3,0.04984943597810343,0.0019551260047592223,0.012897869979497045,0.1288267439813353,0.12879978300770745,0.00482247001491487,312287232,427819008,304,484,0.00020472396863624454,9.298103395849466e-05
A08,2794,4,0.050386257003992796,0.002049348026048392,0.01600285799941048,0.12947661598445848,0.12970774003770202,0.0040917659644037485,312287232,427819008,304,484,0.00024360400857403874,9.27019864320755e-05
A08,2795,4,0.051705390971619636,0.002083138970192522,0.012581373972352594,0.1316894079791382,0.13085671100998297,0.004148806969169527,312287232,427819008,304,484,0.00020599400158971548,9.527202928438783e-05
A08,2796,4,0.048842486983630806,0.00212333002127707,0.011770579032599926,0.13020441902335733,0.13036403304431587,0.004153386922553182,312287232,427819008,304,484,0.00021245400421321392,9.479100117459893e-05
A08,2797,4,0.05131951405201107,0.0020947189768776298,0.013191795034799725,0.13081588101340458,0.1303051320137456,0.004134527000132948,312287232,427819008,304,484,0.0002138339914381504,0.00011081201955676079
A08,2799,3,0.04888690903317183,0.0019875169964507222,0.011828479007817805,0.12993065500631928,0.1305303259869106,0.004280460008885711,312287232,427819008,304,484,0.00021833396749570966,9.351200424134731e-05
A08,2800,5,0.049294896016363055,0.0020584080484695733,0.012700865976512432,0.12979901203652844,0.12846838700352237,0.00556152401259169,312287232,427819008,304,484,0.00021577399456873536,9.658199269324541e-05
A08,2801,1,0.05066568200709298,0.0019045050139538944,0.012385929992888123,0.12935117399320006,0.12892083596671,0.005164925940334797,312287232,427819008,304,484,0.0001983440015465021,8.708203677088022e-05
A08,2802,1,0.049722824012860656,0.0019407369545660913,0.012744196981657296,0.13003243599087,0.13084754097508267,0.004175008041784167,312287232,427819008,304,484,0.00019495299784466624,8.79520084708929e-05
A08,2803,1,0.04929721500957385,0.0018984250491485,0.011492033954709768,0.12978291197214276,0.13029298197943717,0.0042041579727083445,312287232,427819008,304,484,0.0001965139526873827,8.872203761711717e-05
A08,2804,2,0.0501674420083873,0.0020465379930101335,0.01285375899169594,0.13032914197538048,0.12991735397372395,0.0046263960539363325,312287232,427819008,304,484,0.00020823400700464845,9.136198787018657e-05
A08,2805,1,0.04838556901086122,0.0019261959823779762,0.012750338006298989,0.1288309030351229,0.1298824740224518,0.004155497997999191,312287232,427819008,304,484,0.00020165398018434644,9.069201769307256e-05
A08,2806,1,0.04992934694746509,0.0019647760200314224,0.011560663988348097,0.1302258610376157,0.1301601490122266,0.004043594992253929,312287232,427819008,304,484,0.00019698299001902342,9.129202226176858e-05
A08,2807,1,0.04948154900921509,0.001892375003080815,0.01156732498202473,0.13017612003022805,0.1293391039944254,0.004623634973540902,312287232,427819008,304,484,0.00020121398847550154,9.554199641570449e-05
A08,2808,3,0.0505625189980492,0.002319631981663406,0.012403280008584261,0.12961064896080643,0.12922693201107904,0.006512451043818146,312287232,427819008,304,484,0.0002076140372082591,9.23320185393095e-05
A08,2809,1,0.047785588016267866,0.001877275004517287,0.015951255976688117,0.12863170000491664,0.12895204598316923,0.004164647951256484,312287232,427819008,304,484,0.0001921940129250288,8.689099922776222e-05
A08,2810,1,0.05024438397958875,0.0018959949957206845,0.015270443982444704,0.13047931395703927,0.1300017359899357,0.004287099989596754,312287232,427819008,304,484,0.00020071299513801932,9.264203254133463e-05
A08,2811,2,0.05073820299003273,0.0019546360126696527,0.012025033007375896,0.130071867024526,0.1303945539984852,0.004258449014741927,312287232,427819008,304,484,0.0002093739458359778,9.529199451208115e-05
A08,2812,2,0.05033801501849666,0.0020136070088483393,0.011178707994986326,0.13003707700408995,0.12947674695169553,0.0045619840384460986,312287232,427819008,304,484,0.00024067400954663754,0.00010028196265920997
A08,2813,3,0.05056339001748711,0.0019892569980584085,0.012568802980240434,0.12907154898857698,0.12866529205348343,0.006380168022587895,312287232,427819008,304,484,0.0002655550488270819,0.00012526195496320724
A08,2814,3,0.05112771998392418,0.0020922580151818693,0.012339050008449703,0.1283799660159275,0.13005994801642373,0.004466393031179905,312287232,427819008,304,484,0.0002063839929178357,9.256199700757861e-05
A08,2815,5,0.05021961301099509,0.0021510999649763107,0.012884660041891038,0.130074156972114,0.13014321902301162,0.004290279000997543,312287232,427819008,304,484,0.0002140540163964033,9.349198080599308e-05
A08,2816,3,0.05265781801426783,0.00208798999665305,0.011658595991320908,0.1308402720023878,0.12991425395011902,0.004333740973379463,312287232,427819008,304,484,0.00021494401153177023,9.311200119554996e-05
A08,2817,2,0.04853748105233535,0.001892336003948003,0.011929652013350278,0.12960911897243932,0.12953628704417497,0.0046279959497042,312287232,427819008,304,484,0.00021546403877437115,9.73910209722817e-05
A08,2818,4,0.0485005319933407,0.0020525880390778184,0.012882588955108076,0.12880840402795002,0.12958938896190375,0.004008844087366015,312287232,427819008,304,484,0.00020339398179203272,9.359203977510333e-05
