run_slug,source,qualified_observations,q_min,q_mean,q_median,q_max
a02_0_900,xfeat,116129,0.8682885766029358,0.9173899833672893,0.9200000166893005,0.9200000166893005
a02_0_900,classical_gftt,41339,0.800000011920929,0.8578897535710097,0.8643678426742554,0.8781507611274719
a09_6000_6800,xfeat,42018,0.8670217394828796,0.90747335541679,0.9115372598171234,0.9200000166893005
a09_6000_6800,classical_gftt,22392,0.800000011920929,0.8378266579511124,0.8441764414310455,0.8841984272003174
afrl_bus_s180_d045,xfeat,2963,0.8671685457229614,0.8965484518840673,0.896204948425293,0.9200000166893005
afrl_bus_s180_d045,classical_gftt,2305,0.800000011920929,0.8115487381072468,0.800000011920929,0.8725653886795044
