position,direct_frame_index,ros_frame_index,direct_normalized_index,ros_normalized_index,normalized_index_match,direct_grid_coverage,ros_grid_coverage,abs_diff_grid_coverage,direct_dropout_ratio,ros_dropout_ratio,abs_diff_dropout_ratio,direct_flat_region_ratio,ros_flat_region_ratio,abs_diff_flat_region_ratio,direct_degradation_score,ros_degradation_score,abs_diff_degradation_score
32,2242,32,32,32,true,0.875,0.875,0.0,0.06857142857142857,0.06857142857142857,0.0,0.25,0.25,0.0,0.28207756908405124,0.28207756908405124,0.0
33,2243,33,33,33,true,0.875,0.875,0.0,0.08,0.08,0.0,0.25,0.25,0.0,0.28172365335322624,0.28172365335322624,0.0
34,2244,34,34,34,true,0.875,0.875,0.0,0.07142857142857142,0.07142857142857142,0.0,0.25,0.25,0.0,0.28212391996121167,0.28212391996121167,0.0
35,2245,35,35,35,true,0.8333333333333334,0.8333333333333334,0.0,0.07428571428571429,0.07428571428571429,0.0,0.2916666666666667,0.2916666666666667,0.0,0.2848809314575198,0.2848809314575198,0.0
36,2246,36,36,36,true,0.8333333333333334,0.8333333333333334,0.0,0.08857142857142856,0.08857142857142856,0.0,0.2916666666666667,0.2916666666666667,0.0,0.2854036452901124,0.2854036452901124,0.0
37,2247,37,37,37,true,0.8333333333333334,0.8333333333333334,0.0,0.08,0.08,0.0,0.2916666666666667,0.2916666666666667,0.0,0.2852496991322029,0.2852496991322029,0.0
38,2248,38,38,38,true,0.8333333333333334,0.8333333333333334,0.0,0.09714285714285714,0.09714285714285714,0.0,0.2916666666666667,0.2916666666666667,0.0,0.28542329998967086,0.28542329998967086,0.0
39,2249,39,39,39,true,0.7916666666666666,0.7916666666666666,0.0,0.08,0.08,0.0,0.2916666666666667,0.2916666666666667,0.0,0.28492489363853746,0.28492489363853746,0.0
40,2250,40,40,40,true,0.9583333333333334,0.9583333333333334,0.0,0.045714285714285714,0.045714285714285714,0.0,0.2916666666666667,0.2916666666666667,0.0,0.2853886369504248,0.2853886369504248,0.0
41,2251,41,41,41,true,0.9166666666666666,0.9166666666666666,0.0,0.07428571428571429,0.07428571428571429,0.0,0.2916666666666667,0.2916666666666667,0.0,0.2856503979916598,0.2856503979916598,0.0
42,2252,42,42,42,true,0.9166666666666666,0.9166666666666666,0.0,0.08,0.08,0.0,0.2916666666666667,0.2916666666666667,0.0,0.28517511914647864,0.28517511914647864,0.0
43,2253,43,43,43,true,0.9166666666666666,0.9166666666666666,0.0,0.07714285714285714,0.07714285714285714,0.0,0.2916666666666667,0.2916666666666667,0.0,0.2853970821158818,0.2853970821158818,0.0
44,2254,44,44,44,true,0.9166666666666666,0.9166666666666666,0.0,0.04857142857142857,0.04857142857142857,0.0,0.2916666666666667,0.2916666666666667,0.0,0.2853753552925389,0.2853753552925389,0.0
45,2255,45,45,45,true,0.9166666666666666,0.9166666666666666,0.0,0.06857142857142857,0.06857142857142857,0.0,0.2916666666666667,0.2916666666666667,0.0,0.2849974118964702,0.2849974118964702,0.0
46,2256,46,46,46,true,0.875,0.875,0.0,0.09142857142857143,0.09142857142857143,0.0,0.2916666666666667,0.2916666666666667,0.0,0.28560090033213104,0.28560090033213104,0.0
47,2257,47,47,47,true,0.875,0.875,0.0,0.08285714285714285,0.08285714285714285,0.0,0.2916666666666667,0.2916666666666667,0.0,0.2852911228582523,0.2852911228582523,0.0
48,2258,48,48,48,true,0.875,0.875,0.0,0.09142857142857143,0.09142857142857143,0.0,0.2916666666666667,0.2916666666666667,0.0,0.28528113969085056,0.28528113969085056,0.0
49,2259,49,49,49,true,0.875,0.875,0.0,0.054285714285714284,0.054285714285714284,0.0,0.2916666666666667,0.2916666666666667,0.0,0.28503609080556913,0.28503609080556913,0.0
50,2260,50,50,50,true,0.875,0.875,0.0,0.09142857142857143,0.09142857142857143,0.0,0.2916666666666667,0.2916666666666667,0.0,0.28481353787722374,0.28481353787722374,0.0
51,2261,51,51,51,true,0.875,0.875,0.0,0.054285714285714284,0.054285714285714284,0.0,0.2916666666666667,0.2916666666666667,0.0,0.28438544727019754,0.28438544727019754,0.0
52,2262,52,52,52,true,0.875,0.875,0.0,0.04857142857142857,0.04857142857142857,0.0,0.2916666666666667,0.2916666666666667,0.0,0.2839221888054133,0.2839221888054133,0.0
53,2263,53,53,53,true,0.875,0.875,0.0,0.06571428571428571,0.06571428571428571,0.0,0.2916666666666667,0.2916666666666667,0.0,0.2839851463725538,0.2839851463725538,0.0
54,2264,54,54,54,true,0.875,0.875,0.0,0.06285714285714286,0.06285714285714286,0.0,0.25,0.25,0.0,0.2815317599777475,0.2815317599777475,0.0
55,2265,55,55,55,true,0.8333333333333334,0.8333333333333334,0.0,0.07714285714285714,0.07714285714285714,0.0,0.25,0.25,0.0,0.28176325372873023,0.28176325372873023,0.0
56,2266,56,56,56,true,0.8333333333333334,0.8333333333333334,0.0,0.06571428571428571,0.06571428571428571,0.0,0.25,0.25,0.0,0.28141737974767167,0.28141737974767167,0.0
57,2267,57,57,57,true,0.8333333333333334,0.8333333333333334,0.0,0.06571428571428571,0.06571428571428571,0.0,0.20833333333333334,0.20833333333333334,0.0,0.27912978906959407,0.27912978906959407,0.0
58,2268,58,58,58,true,0.875,0.875,0.0,0.08,0.08,0.0,0.20833333333333334,0.20833333333333334,0.0,0.2789132182961789,0.2789132182961789,0.0
59,2269,59,59,59,true,0.875,0.875,0.0,0.08285714285714285,0.08285714285714285,0.0,0.25,0.25,0.0,0.28124241724135723,0.28124241724135723,0.0
60,2270,60,60,60,true,0.875,0.875,0.0,0.07142857142857142,0.07142857142857142,0.0,0.25,0.25,0.0,0.28028800573152535,0.28028800573152535,0.0
61,2271,61,61,61,true,0.875,0.875,0.0,0.06857142857142857,0.06857142857142857,0.0,0.20833333333333334,0.20833333333333334,0.0,0.2780277855056833,0.2780277855056833,0.0
62,2272,62,62,62,true,0.875,0.875,0.0,0.06285714285714286,0.06285714285714286,0.0,0.20833333333333334,0.20833333333333334,0.0,0.27845803764545085,0.27845803764545085,0.0
63,2273,63,63,63,true,0.875,0.875,0.0,0.06285714285714286,0.06285714285714286,0.0,0.20833333333333334,0.20833333333333334,0.0,0.2786933976560343,0.2786933976560343,0.0
64,2274,64,64,64,true,0.875,0.875,0.0,0.05142857142857143,0.05142857142857143,0.0,0.20833333333333334,0.20833333333333334,0.0,0.2789227792631067,0.2789227792631067,0.0
65,2275,65,65,65,true,0.875,0.875,0.0,0.06,0.06,0.0,0.25,0.25,0.0,0.2813368703643315,0.2813368703643315,0.0
66,2276,66,66,66,true,0.875,0.875,0.0,0.06857142857142857,0.06857142857142857,0.0,0.25,0.25,0.0,0.28143656316677557,0.28143656316677557,0.0
67,2277,67,67,67,true,0.875,0.875,0.0,0.07714285714285714,0.07714285714285714,0.0,0.2916666666666667,0.2916666666666667,0.0,0.28409699638879427,0.28409699638879427,0.0
68,2278,68,68,68,true,0.875,0.875,0.0,0.07714285714285714,0.07714285714285714,0.0,0.2916666666666667,0.2916666666666667,0.0,0.28405430247951324,0.28405430247951324,0.0
69,2279,69,69,69,true,0.875,0.875,0.0,0.07428571428571429,0.07428571428571429,0.0,0.25,0.25,0.0,0.2815278183825777,0.2815278183825777,0.0
70,2280,70,70,70,true,0.875,0.875,0.0,0.07714285714285714,0.07714285714285714,0.0,0.25,0.25,0.0,0.28128485591291963,0.28128485591291963,0.0
71,2281,71,71,71,true,0.875,0.875,0.0,0.07714285714285714,0.07714285714285714,0.0,0.25,0.25,0.0,0.28148003012464506,0.28148003012464506,0.0
72,2282,72,72,72,true,0.875,0.875,0.0,0.06857142857142857,0.06857142857142857,0.0,0.25,0.25,0.0,0.28220508956783763,0.28220508956783763,0.0
73,2283,73,73,73,true,0.875,0.875,0.0,0.06857142857142857,0.06857142857142857,0.0,0.25,0.25,0.0,0.2823724094781016,0.2823724094781016,0.0
74,2284,74,74,74,true,0.875,0.875,0.0,0.04857142857142857,0.04857142857142857,0.0,0.25,0.25,0.0,0.282552723136547,0.282552723136547,0.0
75,2285,75,75,75,true,0.875,0.875,0.0,0.06285714285714286,0.06285714285714286,0.0,0.25,0.25,0.0,0.28292288602560856,0.28292288602560856,0.0
76,2286,76,76,76,true,0.875,0.875,0.0,0.1,0.1,0.0,0.25,0.25,0.0,0.2831956967976095,0.2831956967976095,0.0
77,2287,77,77,77,true,0.8333333333333334,0.8333333333333334,0.0,0.08,0.08,0.0,0.25,0.25,0.0,0.28347202230835256,0.28347202230835256,0.0
78,2288,78,78,78,true,0.8333333333333334,0.8333333333333334,0.0,0.08857142857142856,0.08857142857142856,0.0,0.25,0.25,0.0,0.2835992320248484,0.2835992320248484,0.0
79,2289,79,79,79,true,0.8333333333333334,0.8333333333333334,0.0,0.08571428571428572,0.08571428571428572,0.0,0.25,0.25,0.0,0.28399663819931686,0.28399663819931686,0.0
80,2290,80,80,80,true,0.875,0.875,0.0,0.08,0.08,0.0,0.2916666666666667,0.2916666666666667,0.0,0.2868811812559604,0.2868811812559604,0.0
81,2291,81,81,81,true,0.875,0.875,0.0,0.08571428571428572,0.08571428571428572,0.0,0.2916666666666667,0.2916666666666667,0.0,0.28690925375819043,0.28690925375819043,0.0
82,2292,82,82,82,true,0.875,0.875,0.0,0.05714285714285714,0.05714285714285714,0.0,0.25,0.25,0.0,0.2847055621050979,0.2847055621050979,0.0
83,2293,83,83,83,true,0.875,0.875,0.0,0.06,0.06,0.0,0.2916666666666667,0.2916666666666667,0.0,0.2869429177114051,0.2869429177114051,0.0
84,2294,84,84,84,true,0.875,0.875,0.0,0.05142857142857143,0.05142857142857143,0.0,0.25,0.25,0.0,0.284197687820376,0.284197687820376,0.0
85,2295,85,85,85,true,0.875,0.875,0.0,0.06571428571428571,0.06571428571428571,0.0,0.25,0.25,0.0,0.2846994303015483,0.2846994303015483,0.0
86,2296,86,86,86,true,0.875,0.875,0.0,0.09428571428571429,0.09428571428571429,0.0,0.2916666666666667,0.2916666666666667,0.0,0.28724951878618765,0.28724951878618765,0.0
87,2297,87,87,87,true,0.875,0.875,0.0,0.06857142857142857,0.06857142857142857,0.0,0.25,0.25,0.0,0.2848706584581604,0.2848706584581604,0.0
88,2298,88,88,88,true,0.8333333333333334,0.8333333333333334,0.0,0.08857142857142856,0.08857142857142856,0.0,0.25,0.25,0.0,0.28452055560210854,0.28452055560210854,0.0
89,2299,89,89,89,true,0.875,0.875,0.0,0.08,0.08,0.0,0.2916666666666667,0.2916666666666667,0.0,0.2876598941990386,0.2876598941990386,0.0
90,2300,90,90,90,true,0.875,0.875,0.0,0.08285714285714285,0.08285714285714285,0.0,0.2916666666666667,0.2916666666666667,0.0,0.2881246391568033,0.2881246391568033,0.0
91,2301,91,91,91,true,0.9166666666666666,0.9166666666666666,0.0,0.08,0.08,0.0,0.2916666666666667,0.2916666666666667,0.0,0.28850918092002276,0.28850918092002276,0.0
92,2302,92,92,92,true,0.9166666666666666,0.9166666666666666,0.0,0.07428571428571429,0.07428571428571429,0.0,0.2916666666666667,0.2916666666666667,0.0,0.288707113086458,0.288707113086458,0.0
93,2303,93,93,93,true,0.9166666666666666,0.9166666666666666,0.0,0.06285714285714286,0.06285714285714286,0.0,0.25,0.25,0.0,0.2857385681493967,0.2857385681493967,0.0
94,2304,94,94,94,true,0.9166666666666666,0.9166666666666666,0.0,0.08285714285714285,0.08285714285714285,0.0,0.25,0.25,0.0,0.2859441129020398,0.2859441129020398,0.0
95,2305,95,95,95,true,0.9166666666666666,0.9166666666666666,0.0,0.07142857142857142,0.07142857142857142,0.0,0.25,0.25,0.0,0.2857458318143664,0.2857458318143664,0.0
96,2306,96,96,96,true,0.9166666666666666,0.9166666666666666,0.0,0.07428571428571429,0.07428571428571429,0.0,0.25,0.25,0.0,0.2858890622356143,0.2858890622356143,0.0
97,2307,97,97,97,true,0.9166666666666666,0.9166666666666666,0.0,0.1,0.1,0.0,0.25,0.25,0.0,0.2860801155149597,0.2860801155149597,0.0
98,2308,98,98,98,true,0.9166666666666666,0.9166666666666666,0.0,0.08857142857142856,0.08857142857142856,0.0,0.25,0.25,0.0,0.286740387003927,0.286740387003927,0.0
99,2309,99,99,99,true,0.9166666666666666,0.9166666666666666,0.0,0.05714285714285714,0.05714285714285714,0.0,0.25,0.25,0.0,0.28700527238164886,0.28700527238164886,0.0
100,2310,100,100,100,true,0.9166666666666666,0.9166666666666666,0.0,0.045714285714285714,0.045714285714285714,0.0,0.25,0.25,0.0,0.2872489004002454,0.2872489004002454,0.0
101,2311,101,101,101,true,0.9166666666666666,0.9166666666666666,0.0,0.05714285714285714,0.05714285714285714,0.0,0.25,0.25,0.0,0.2868723134947313,0.2868723134947313,0.0
102,2312,102,102,102,true,0.9166666666666666,0.9166666666666666,0.0,0.07142857142857142,0.07142857142857142,0.0,0.25,0.25,0.0,0.2870557884750161,0.2870557884750161,0.0
103,2313,103,103,103,true,0.9166666666666666,0.9166666666666666,0.0,0.06,0.06,0.0,0.25,0.25,0.0,0.28746965177652695,0.28746965177652695,0.0
104,2314,104,104,104,true,0.9166666666666666,0.9166666666666666,0.0,0.06285714285714286,0.06285714285714286,0.0,0.2916666666666667,0.2916666666666667,0.0,0.28993305337530373,0.28993305337530373,0.0
105,2315,105,105,105,true,0.9166666666666666,0.9166666666666666,0.0,0.05714285714285714,0.05714285714285714,0.0,0.25,0.25,0.0,0.28743877162119047,0.28743877162119047,0.0
106,2316,106,106,106,true,0.9166666666666666,0.9166666666666666,0.0,0.05714285714285714,0.05714285714285714,0.0,0.25,0.25,0.0,0.2871941041137138,0.2871941041137138,0.0
107,2317,107,107,107,true,0.9166666666666666,0.9166666666666666,0.0,0.05714285714285714,0.05714285714285714,0.0,0.25,0.25,0.0,0.28710808501219953,0.28710808501219953,0.0
108,2318,108,108,108,true,0.9166666666666666,0.9166666666666666,0.0,0.054285714285714284,0.054285714285714284,0.0,0.25,0.25,0.0,0.2875227338501247,0.2875227338501247,0.0
109,2319,109,109,109,true,0.9583333333333334,0.9583333333333334,0.0,0.05714285714285714,0.05714285714285714,0.0,0.2916666666666667,0.2916666666666667,0.0,0.28971982352430015,0.28971982352430015,0.0
110,2320,110,110,110,true,0.9583333333333334,0.9583333333333334,0.0,0.037142857142857144,0.037142857142857144,0.0,0.2916666666666667,0.2916666666666667,0.0,0.2901658146831647,0.2901658146831647,0.0
111,2321,111,111,111,true,0.9166666666666666,0.9166666666666666,0.0,0.04285714285714286,0.04285714285714286,0.0,0.2916666666666667,0.2916666666666667,0.0,0.2907486154400113,0.2907486154400113,0.0
112,2322,112,112,112,true,0.9166666666666666,0.9166666666666666,0.0,0.06,0.06,0.0,0.2916666666666667,0.2916666666666667,0.0,0.2909571741079744,0.2909571741079744,0.0
113,2323,113,113,113,true,0.9166666666666666,0.9166666666666666,0.0,0.06285714285714286,0.06285714285714286,0.0,0.2916666666666667,0.2916666666666667,0.0,0.291005284579149,0.291005284579149,0.0
114,2324,114,114,114,true,0.9583333333333334,0.9583333333333334,0.0,0.08857142857142856,0.08857142857142856,0.0,0.2916666666666667,0.2916666666666667,0.0,0.29115418956963035,0.29115418956963035,0.0
115,2325,115,115,115,true,0.9583333333333334,0.9583333333333334,0.0,0.06571428571428571,0.06571428571428571,0.0,0.3333333333333333,0.3333333333333333,0.0,0.2943032698508289,0.2943032698508289,0.0
116,2326,116,116,116,true,0.9583333333333334,0.9583333333333334,0.0,0.06857142857142857,0.06857142857142857,0.0,0.20833333333333334,0.20833333333333334,0.0,0.2812193614572569,0.2812193614572569,0.0
117,2327,117,117,117,true,0.9583333333333334,0.9583333333333334,0.0,0.04285714285714286,0.04285714285714286,0.0,0.20833333333333334,0.20833333333333334,0.0,0.281277125382863,0.281277125382863,0.0
118,2328,118,118,118,true,0.9583333333333334,0.9583333333333334,0.0,0.04857142857142857,0.04857142857142857,0.0,0.2916666666666667,0.2916666666666667,0.0,0.28693475727026896,0.28693475727026896,0.0
119,2329,119,119,119,true,0.9583333333333334,0.9583333333333334,0.0,0.07142857142857142,0.07142857142857142,0.0,0.2916666666666667,0.2916666666666667,0.0,0.2871040111663651,0.2871040111663651,0.0
120,2330,120,120,120,true,0.9583333333333334,0.9583333333333334,0.0,0.04285714285714286,0.04285714285714286,0.0,0.25,0.25,0.0,0.2849201699250957,0.2849201699250957,0.0
121,2331,121,121,121,true,0.9166666666666666,0.9166666666666666,0.0,0.07714285714285714,0.07714285714285714,0.0,0.25,0.25,0.0,0.28568595329568836,0.28568595329568836,0.0
122,2332,122,122,122,true,0.9166666666666666,0.9166666666666666,0.0,0.07428571428571429,0.07428571428571429,0.0,0.2916666666666667,0.2916666666666667,0.0,0.28858640273933456,0.28858640273933456,0.0
123,2333,123,123,123,true,0.9166666666666666,0.9166666666666666,0.0,0.08571428571428572,0.08571428571428572,0.0,0.2916666666666667,0.2916666666666667,0.0,0.2888765066869018,0.2888765066869018,0.0
124,2334,124,124,124,true,0.9166666666666666,0.9166666666666666,0.0,0.07142857142857142,0.07142857142857142,0.0,0.25,0.25,0.0,0.2869264514310692,0.2869264514310692,0.0
125,2335,125,125,125,true,0.9166666666666666,0.9166666666666666,0.0,0.04857142857142857,0.04857142857142857,0.0,0.2916666666666667,0.2916666666666667,0.0,0.2898292478672446,0.2898292478672446,0.0
126,2336,126,126,126,true,0.9166666666666666,0.9166666666666666,0.0,0.04285714285714286,0.04285714285714286,0.0,0.2916666666666667,0.2916666666666667,0.0,0.28972419451500564,0.28972419451500564,0.0
127,2337,127,127,127,true,0.9166666666666666,0.9166666666666666,0.0,0.06,0.06,0.0,0.3333333333333333,0.3333333333333333,0.0,0.2928916909297642,0.2928916909297642,0.0
128,2338,128,128,128,true,0.9166666666666666,0.9166666666666666,0.0,0.05142857142857143,0.05142857142857143,0.0,0.3333333333333333,0.3333333333333333,0.0,0.29292436575281666,0.29292436575281666,0.0
129,2339,129,129,129,true,0.9166666666666666,0.9166666666666666,0.0,0.07714285714285714,0.07714285714285714,0.0,0.3333333333333333,0.3333333333333333,0.0,0.29299159551087217,0.29299159551087217,0.0
130,2340,130,130,130,true,0.9166666666666666,0.9166666666666666,0.0,0.06,0.06,0.0,0.16666666666666666,0.16666666666666666,0.0,0.27821384482234224,0.27821384482234224,0.0
131,2341,131,131,131,true,0.9166666666666666,0.9166666666666666,0.0,0.06857142857142857,0.06857142857142857,0.0,0.25,0.25,0.0,0.2836919090838518,0.2836919090838518,0.0
132,2342,132,132,132,true,0.9166666666666666,0.9166666666666666,0.0,0.08857142857142856,0.08857142857142856,0.0,0.25,0.25,0.0,0.2842951668529402,0.2842951668529402,0.0
133,2343,133,133,133,true,0.9166666666666666,0.9166666666666666,0.0,0.09428571428571429,0.09428571428571429,0.0,0.25,0.25,0.0,0.28389552078487257,0.28389552078487257,0.0
134,2344,134,134,134,true,0.875,0.875,0.0,0.08571428571428572,0.08571428571428572,0.0,0.25,0.25,0.0,0.2846589462376756,0.2846589462376756,0.0
135,2345,135,135,135,true,0.875,0.875,0.0,0.05714285714285714,0.05714285714285714,0.0,0.20833333333333334,0.20833333333333334,0.0,0.28177780371165917,0.28177780371165917,0.0
136,2346,136,136,136,true,0.875,0.875,0.0,0.04857142857142857,0.04857142857142857,0.0,0.25,0.25,0.0,0.2846976845443918,0.2846976845443918,0.0
137,2347,137,137,137,true,0.875,0.875,0.0,0.05142857142857143,0.05142857142857143,0.0,0.25,0.25,0.0,0.2849073736357328,0.2849073736357328,0.0
138,2348,138,138,138,true,0.875,0.875,0.0,0.06,0.06,0.0,0.25,0.25,0.0,0.2856999102149439,0.2856999102149439,0.0
139,2349,139,139,139,true,0.875,0.875,0.0,0.06857142857142857,0.06857142857142857,0.0,0.25,0.25,0.0,0.2858350314580582,0.2858350314580582,0.0
140,2350,140,140,140,true,0.875,0.875,0.0,0.05714285714285714,0.05714285714285714,0.0,0.25,0.25,0.0,0.2865176235442014,0.2865176235442014,0.0
141,2351,141,141,141,true,0.875,0.875,0.0,0.06285714285714286,0.06285714285714286,0.0,0.25,0.25,0.0,0.28654323618355315,0.28654323618355315,0.0
142,2352,142,142,142,true,0.9166666666666666,0.9166666666666666,0.0,0.054285714285714284,0.054285714285714284,0.0,0.25,0.25,0.0,0.2864189447621357,0.2864189447621357,0.0
143,2353,143,143,143,true,0.875,0.875,0.0,0.04285714285714286,0.04285714285714286,0.0,0.25,0.25,0.0,0.2865566405528124,0.2865566405528124,0.0
144,2354,144,144,144,true,0.875,0.875,0.0,0.045714285714285714,0.045714285714285714,0.0,0.25,0.25,0.0,0.28716838487961116,0.28716838487961116,0.0
145,2355,145,145,145,true,0.875,0.875,0.0,0.04285714285714286,0.04285714285714286,0.0,0.25,0.25,0.0,0.2873488042855804,0.2873488042855804,0.0
146,2356,146,146,146,true,0.875,0.875,0.0,0.06,0.06,0.0,0.25,0.25,0.0,0.28751346891762664,0.28751346891762664,0.0
147,2357,147,147,147,true,0.875,0.875,0.0,0.045714285714285714,0.045714285714285714,0.0,0.25,0.25,0.0,0.2876374746680954,0.2876374746680954,0.0
148,2358,148,148,148,true,0.875,0.875,0.0,0.054285714285714284,0.054285714285714284,0.0,0.25,0.25,0.0,0.2873027159342575,0.2873027159342575,0.0
