position,direct_frame_index,ros_frame_index,direct_normalized_index,ros_normalized_index,normalized_index_match,direct_grid_coverage,ros_grid_coverage,abs_diff_grid_coverage,direct_dropout_ratio,ros_dropout_ratio,abs_diff_dropout_ratio,direct_flat_region_ratio,ros_flat_region_ratio,abs_diff_flat_region_ratio,direct_degradation_score,ros_degradation_score,abs_diff_degradation_score
149,2359,149,149,149,true,0.875,0.875,0.0,0.04,0.04,0.0,0.25,0.25,0.0,0.28790617458996126,0.28790617458996126,0.0
150,2360,150,150,150,true,0.875,0.875,0.0,0.07428571428571429,0.07428571428571429,0.0,0.25,0.25,0.0,0.2822979512392918,0.2822979512392918,0.0
151,2361,151,151,151,true,0.875,0.875,0.0,0.05142857142857143,0.05142857142857143,0.0,0.25,0.25,0.0,0.2832154052848843,0.2832154052848843,0.0
152,2362,152,152,152,true,0.875,0.875,0.0,0.03428571428571429,0.03428571428571429,0.0,0.25,0.25,0.0,0.28252464171723124,0.28252464171723124,0.0
153,2363,153,153,153,true,0.875,0.875,0.0,0.054285714285714284,0.054285714285714284,0.0,0.25,0.25,0.0,0.28288481532374665,0.28288481532374665,0.0
154,2364,154,154,154,true,0.9583333333333334,0.9583333333333334,0.0,0.04285714285714286,0.04285714285714286,0.0,0.25,0.25,0.0,0.28259207195178204,0.28259207195178204,0.0
155,2365,155,155,155,true,0.9583333333333334,0.9583333333333334,0.0,0.04285714285714286,0.04285714285714286,0.0,0.25,0.25,0.0,0.2826312057352076,0.2826312057352076,0.0
156,2366,156,156,156,true,0.9583333333333334,0.9583333333333334,0.0,0.054285714285714284,0.054285714285714284,0.0,0.25,0.25,0.0,0.2828415797245011,0.2828415797245011,0.0
157,2367,157,157,157,true,0.9583333333333334,0.9583333333333334,0.0,0.05142857142857143,0.05142857142857143,0.0,0.25,0.25,0.0,0.28270176479166576,0.28270176479166576,0.0
158,2368,158,158,158,true,0.9583333333333334,0.9583333333333334,0.0,0.05142857142857143,0.05142857142857143,0.0,0.25,0.25,0.0,0.28279218838473696,0.28279218838473696,0.0
159,2369,159,159,159,true,0.9583333333333334,0.9583333333333334,0.0,0.05142857142857143,0.05142857142857143,0.0,0.25,0.25,0.0,0.28289224256783574,0.28289224256783574,0.0
160,2370,160,160,160,true,0.875,0.875,0.0,0.054285714285714284,0.054285714285714284,0.0,0.25,0.25,0.0,0.28255358402686725,0.28255358402686725,0.0
161,2371,161,161,161,true,0.875,0.875,0.0,0.05714285714285714,0.05714285714285714,0.0,0.25,0.25,0.0,0.28298756444522466,0.28298756444522466,0.0
162,2372,162,162,162,true,0.875,0.875,0.0,0.045714285714285714,0.045714285714285714,0.0,0.20833333333333334,0.20833333333333334,0.0,0.2804191766091051,0.2804191766091051,0.0
163,2373,163,163,163,true,0.875,0.875,0.0,0.04,0.04,0.0,0.20833333333333334,0.20833333333333334,0.0,0.2808004208158821,0.2808004208158821,0.0
164,2374,164,164,164,true,0.875,0.875,0.0,0.04,0.04,0.0,0.20833333333333334,0.20833333333333334,0.0,0.28093975246041136,0.28093975246041136,0.0
165,2375,165,165,165,true,0.875,0.875,0.0,0.07428571428571429,0.07428571428571429,0.0,0.25,0.25,0.0,0.2835064766722897,0.2835064766722897,0.0
166,2376,166,166,166,true,0.875,0.875,0.0,0.04857142857142857,0.04857142857142857,0.0,0.20833333333333334,0.20833333333333334,0.0,0.28123202552299065,0.28123202552299065,0.0
167,2377,167,167,167,true,0.875,0.875,0.0,0.04,0.04,0.0,0.25,0.25,0.0,0.28389618474443457,0.28389618474443457,0.0
168,2378,168,168,168,true,0.875,0.875,0.0,0.04857142857142857,0.04857142857142857,0.0,0.25,0.25,0.0,0.284025021930717,0.284025021930717,0.0
169,2379,169,169,169,true,0.875,0.875,0.0,0.04857142857142857,0.04857142857142857,0.0,0.20833333333333334,0.20833333333333334,0.0,0.28199326418156234,0.28199326418156234,0.0
170,2380,170,170,170,true,0.9166666666666666,0.9166666666666666,0.0,0.04285714285714286,0.04285714285714286,0.0,0.20833333333333334,0.20833333333333334,0.0,0.28194889396596257,0.28194889396596257,0.0
171,2381,171,171,171,true,0.875,0.875,0.0,0.045714285714285714,0.045714285714285714,0.0,0.20833333333333334,0.20833333333333334,0.0,0.2817301691993599,0.2817301691993599,0.0
172,2382,172,172,172,true,0.875,0.875,0.0,0.04285714285714286,0.04285714285714286,0.0,0.20833333333333334,0.20833333333333334,0.0,0.28180189880203643,0.28180189880203643,0.0
173,2383,173,173,173,true,0.875,0.875,0.0,0.04857142857142857,0.04857142857142857,0.0,0.25,0.25,0.0,0.2850619168593982,0.2850619168593982,0.0
174,2384,174,174,174,true,0.875,0.875,0.0,0.045714285714285714,0.045714285714285714,0.0,0.20833333333333334,0.20833333333333334,0.0,0.2825034676168485,0.2825034676168485,0.0
175,2385,175,175,175,true,0.875,0.875,0.0,0.06285714285714286,0.06285714285714286,0.0,0.20833333333333334,0.20833333333333334,0.0,0.28301918316293273,0.28301918316293273,0.0
176,2386,176,176,176,true,0.875,0.875,0.0,0.07142857142857142,0.07142857142857142,0.0,0.25,0.25,0.0,0.2855779027628984,0.2855779027628984,0.0
177,2387,177,177,177,true,0.875,0.875,0.0,0.06285714285714286,0.06285714285714286,0.0,0.25,0.25,0.0,0.28611683082552397,0.28611683082552397,0.0
178,2388,178,178,178,true,0.875,0.875,0.0,0.03428571428571429,0.03428571428571429,0.0,0.25,0.25,0.0,0.28547782391627385,0.28547782391627385,0.0
179,2389,179,179,179,true,0.875,0.875,0.0,0.045714285714285714,0.045714285714285714,0.0,0.20833333333333334,0.20833333333333334,0.0,0.28308659551953774,0.28308659551953774,0.0
180,2390,180,180,180,true,0.875,0.875,0.0,0.05714285714285714,0.05714285714285714,0.0,0.20833333333333334,0.20833333333333334,0.0,0.28338769884225623,0.28338769884225623,0.0
181,2391,181,181,181,true,0.875,0.875,0.0,0.03142857142857143,0.03142857142857143,0.0,0.25,0.25,0.0,0.2857349904149169,0.2857349904149169,0.0
182,2392,182,182,182,true,0.875,0.875,0.0,0.037142857142857144,0.037142857142857144,0.0,0.25,0.25,0.0,0.2862869725503512,0.2862869725503512,0.0
183,2393,183,183,183,true,0.875,0.875,0.0,0.04,0.04,0.0,0.25,0.25,0.0,0.28656688225161187,0.28656688225161187,0.0
184,2394,184,184,184,true,0.875,0.875,0.0,0.06857142857142857,0.06857142857142857,0.0,0.20833333333333334,0.20833333333333334,0.0,0.28363291084408526,0.28363291084408526,0.0
185,2395,185,185,185,true,0.875,0.875,0.0,0.04,0.04,0.0,0.20833333333333334,0.20833333333333334,0.0,0.28388554768795626,0.28388554768795626,0.0
186,2396,186,186,186,true,0.875,0.875,0.0,0.05714285714285714,0.05714285714285714,0.0,0.16666666666666666,0.16666666666666666,0.0,0.275809567481313,0.275809567481313,0.0
187,2397,187,187,187,true,0.875,0.875,0.0,0.06857142857142857,0.06857142857142857,0.0,0.16666666666666666,0.16666666666666666,0.0,0.27571689253292053,0.27571689253292053,0.0
188,2398,188,188,188,true,0.875,0.875,0.0,0.054285714285714284,0.054285714285714284,0.0,0.16666666666666666,0.16666666666666666,0.0,0.275556082506319,0.275556082506319,0.0
189,2399,189,189,189,true,0.875,0.875,0.0,0.05142857142857143,0.05142857142857143,0.0,0.16666666666666666,0.16666666666666666,0.0,0.2762454204037943,0.2762454204037943,0.0
190,2400,190,190,190,true,0.8333333333333334,0.8333333333333334,0.0,0.07428571428571429,0.07428571428571429,0.0,0.16666666666666666,0.16666666666666666,0.0,0.27626122749526294,0.27626122749526294,0.0
191,2401,191,191,191,true,0.8333333333333334,0.8333333333333334,0.0,0.06857142857142857,0.06857142857142857,0.0,0.16666666666666666,0.16666666666666666,0.0,0.2767626497882847,0.2767626497882847,0.0
192,2402,192,192,192,true,0.875,0.875,0.0,0.05714285714285714,0.05714285714285714,0.0,0.16666666666666666,0.16666666666666666,0.0,0.2757772143207734,0.2757772143207734,0.0
193,2403,193,193,193,true,0.875,0.875,0.0,0.04857142857142857,0.04857142857142857,0.0,0.16666666666666666,0.16666666666666666,0.0,0.2752043618018466,0.2752043618018466,0.0
194,2404,194,194,194,true,0.9166666666666666,0.9166666666666666,0.0,0.07714285714285714,0.07714285714285714,0.0,0.16666666666666666,0.16666666666666666,0.0,0.2753474979365049,0.2753474979365049,0.0
195,2405,195,195,195,true,0.9166666666666666,0.9166666666666666,0.0,0.06857142857142857,0.06857142857142857,0.0,0.16666666666666666,0.16666666666666666,0.0,0.275119373433409,0.275119373433409,0.0
196,2406,196,196,196,true,0.9166666666666666,0.9166666666666666,0.0,0.05142857142857143,0.05142857142857143,0.0,0.16666666666666666,0.16666666666666666,0.0,0.2750335834165406,0.2750335834165406,0.0
197,2407,197,197,197,true,0.875,0.875,0.0,0.06571428571428571,0.06571428571428571,0.0,0.16666666666666666,0.16666666666666666,0.0,0.2755154362286609,0.2755154362286609,0.0
198,2408,198,198,198,true,0.875,0.875,0.0,0.054285714285714284,0.054285714285714284,0.0,0.16666666666666666,0.16666666666666666,0.0,0.2755138456489583,0.2755138456489583,0.0
199,2409,199,199,199,true,0.9166666666666666,0.9166666666666666,0.0,0.05142857142857143,0.05142857142857143,0.0,0.16666666666666666,0.16666666666666666,0.0,0.2753254751829963,0.2753254751829963,0.0
200,2410,200,200,200,true,0.9166666666666666,0.9166666666666666,0.0,0.054285714285714284,0.054285714285714284,0.0,0.20833333333333334,0.20833333333333334,0.0,0.27678156030821266,0.27678156030821266,0.0
201,2411,201,201,201,true,0.9166666666666666,0.9166666666666666,0.0,0.054285714285714284,0.054285714285714284,0.0,0.20833333333333334,0.20833333333333334,0.0,0.2770818867189483,0.2770818867189483,0.0
202,2412,202,202,202,true,0.9166666666666666,0.9166666666666666,0.0,0.04,0.04,0.0,0.20833333333333334,0.20833333333333334,0.0,0.2774414064827545,0.2774414064827545,0.0
203,2413,203,203,203,true,0.9166666666666666,0.9166666666666666,0.0,0.04,0.04,0.0,0.20833333333333334,0.20833333333333334,0.0,0.27775019075685403,0.27775019075685403,0.0
204,2414,204,204,204,true,0.9166666666666666,0.9166666666666666,0.0,0.04285714285714286,0.04285714285714286,0.0,0.20833333333333334,0.20833333333333334,0.0,0.2777014771397266,0.2777014771397266,0.0
205,2415,205,205,205,true,0.9166666666666666,0.9166666666666666,0.0,0.03142857142857143,0.03142857142857143,0.0,0.20833333333333334,0.20833333333333334,0.0,0.27821694873049474,0.27821694873049474,0.0
206,2416,206,206,206,true,0.9166666666666666,0.9166666666666666,0.0,0.06,0.06,0.0,0.20833333333333334,0.20833333333333334,0.0,0.27835729765829564,0.27835729765829564,0.0
207,2417,207,207,207,true,0.9166666666666666,0.9166666666666666,0.0,0.04857142857142857,0.04857142857142857,0.0,0.16666666666666666,0.16666666666666666,0.0,0.2753757660842068,0.2753757660842068,0.0
208,2418,208,208,208,true,0.875,0.875,0.0,0.08,0.08,0.0,0.16666666666666666,0.16666666666666666,0.0,0.2742678232335589,0.2742678232335589,0.0
209,2419,209,209,209,true,0.875,0.875,0.0,0.08285714285714285,0.08285714285714285,0.0,0.16666666666666666,0.16666666666666666,0.0,0.27535497572318324,0.27535497572318324,0.0
210,2420,210,210,210,true,0.875,0.875,0.0,0.08285714285714285,0.08285714285714285,0.0,0.20833333333333334,0.20833333333333334,0.0,0.27875167383111243,0.27875167383111243,0.0
211,2421,211,211,211,true,0.875,0.875,0.0,0.08857142857142856,0.08857142857142856,0.0,0.16666666666666666,0.16666666666666666,0.0,0.27644104601066244,0.27644104601066244,0.0
212,2422,212,212,212,true,0.875,0.875,0.0,0.07714285714285714,0.07714285714285714,0.0,0.16666666666666666,0.16666666666666666,0.0,0.27626108675853467,0.27626108675853467,0.0
213,2423,213,213,213,true,0.875,0.875,0.0,0.08285714285714285,0.08285714285714285,0.0,0.20833333333333334,0.20833333333333334,0.0,0.2795193151902001,0.2795193151902001,0.0
214,2424,214,214,214,true,0.875,0.875,0.0,0.06571428571428571,0.06571428571428571,0.0,0.20833333333333334,0.20833333333333334,0.0,0.2807272985161843,0.2807272985161843,0.0
215,2425,215,215,215,true,0.9166666666666666,0.9166666666666666,0.0,0.07142857142857142,0.07142857142857142,0.0,0.20833333333333334,0.20833333333333334,0.0,0.280556832831814,0.280556832831814,0.0
216,2426,216,216,216,true,0.9583333333333334,0.9583333333333334,0.0,0.06571428571428571,0.06571428571428571,0.0,0.20833333333333334,0.20833333333333334,0.0,0.2809113537635516,0.2809113537635516,0.0
217,2427,217,217,217,true,0.9583333333333334,0.9583333333333334,0.0,0.07428571428571429,0.07428571428571429,0.0,0.20833333333333334,0.20833333333333334,0.0,0.2808588144799522,0.2808588144799522,0.0
218,2428,218,218,218,true,0.9583333333333334,0.9583333333333334,0.0,0.05714285714285714,0.05714285714285714,0.0,0.20833333333333334,0.20833333333333334,0.0,0.28123740658359453,0.28123740658359453,0.0
219,2429,219,219,219,true,0.9583333333333334,0.9583333333333334,0.0,0.07142857142857142,0.07142857142857142,0.0,0.25,0.25,0.0,0.2836403725678296,0.2836403725678296,0.0
220,2430,220,220,220,true,0.9583333333333334,0.9583333333333334,0.0,0.05714285714285714,0.05714285714285714,0.0,0.20833333333333334,0.20833333333333334,0.0,0.2803463170880961,0.2803463170880961,0.0
221,2431,221,221,221,true,0.9583333333333334,0.9583333333333334,0.0,0.05714285714285714,0.05714285714285714,0.0,0.20833333333333334,0.20833333333333334,0.0,0.2812528188167476,0.2812528188167476,0.0
222,2432,222,222,222,true,0.9583333333333334,0.9583333333333334,0.0,0.06,0.06,0.0,0.25,0.25,0.0,0.284744156353111,0.284744156353111,0.0
223,2433,223,223,223,true,0.9583333333333334,0.9583333333333334,0.0,0.05714285714285714,0.05714285714285714,0.0,0.25,0.25,0.0,0.2848377362846568,0.2848377362846568,0.0
224,2434,224,224,224,true,0.9166666666666666,0.9166666666666666,0.0,0.05714285714285714,0.05714285714285714,0.0,0.25,0.25,0.0,0.2854253785667614,0.2854253785667614,0.0
225,2435,225,225,225,true,0.9166666666666666,0.9166666666666666,0.0,0.06857142857142857,0.06857142857142857,0.0,0.25,0.25,0.0,0.2852345179672299,0.2852345179672299,0.0
226,2436,226,226,226,true,0.875,0.875,0.0,0.06571428571428571,0.06571428571428571,0.0,0.20833333333333334,0.20833333333333334,0.0,0.2775357069284361,0.2775357069284361,0.0
227,2437,227,227,227,true,0.875,0.875,0.0,0.07142857142857142,0.07142857142857142,0.0,0.20833333333333334,0.20833333333333334,0.0,0.277659418856955,0.277659418856955,0.0
228,2438,228,228,228,true,0.875,0.875,0.0,0.05714285714285714,0.05714285714285714,0.0,0.20833333333333334,0.20833333333333334,0.0,0.27818975275637814,0.27818975275637814,0.0
229,2439,229,229,229,true,0.875,0.875,0.0,0.07428571428571429,0.07428571428571429,0.0,0.20833333333333334,0.20833333333333334,0.0,0.2783478990652919,0.2783478990652919,0.0
230,2440,230,230,230,true,0.875,0.875,0.0,0.06285714285714286,0.06285714285714286,0.0,0.20833333333333334,0.20833333333333334,0.0,0.2791720939993535,0.2791720939993535,0.0
231,2441,231,231,231,true,0.9166666666666666,0.9166666666666666,0.0,0.05142857142857143,0.05142857142857143,0.0,0.25,0.25,0.0,0.28216967972889806,0.28216967972889806,0.0
232,2442,232,232,232,true,0.9166666666666666,0.9166666666666666,0.0,0.05714285714285714,0.05714285714285714,0.0,0.25,0.25,0.0,0.282485324885397,0.282485324885397,0.0
233,2443,233,233,233,true,0.9166666666666666,0.9166666666666666,0.0,0.07714285714285714,0.07714285714285714,0.0,0.25,0.25,0.0,0.28279796504231147,0.28279796504231147,0.0
234,2444,234,234,234,true,0.9166666666666666,0.9166666666666666,0.0,0.05142857142857143,0.05142857142857143,0.0,0.25,0.25,0.0,0.2833243373554176,0.2833243373554176,0.0
235,2445,235,235,235,true,0.9166666666666666,0.9166666666666666,0.0,0.054285714285714284,0.054285714285714284,0.0,0.25,0.25,0.0,0.2828294039784749,0.2828294039784749,0.0
236,2446,236,236,236,true,0.9166666666666666,0.9166666666666666,0.0,0.07714285714285714,0.07714285714285714,0.0,0.25,0.25,0.0,0.2832186306850961,0.2832186306850961,0.0
237,2447,237,237,237,true,0.9166666666666666,0.9166666666666666,0.0,0.07142857142857142,0.07142857142857142,0.0,0.25,0.25,0.0,0.2836780522466543,0.2836780522466543,0.0
238,2448,238,238,238,true,0.875,0.875,0.0,0.08285714285714285,0.08285714285714285,0.0,0.25,0.25,0.0,0.2841261140476906,0.2841261140476906,0.0
239,2449,239,239,239,true,0.875,0.875,0.0,0.06571428571428571,0.06571428571428571,0.0,0.25,0.25,0.0,0.28460853930214514,0.28460853930214514,0.0
240,2450,240,240,240,true,0.875,0.875,0.0,0.07714285714285714,0.07714285714285714,0.0,0.25,0.25,0.0,0.2851115390227946,0.2851115390227946,0.0
241,2451,241,241,241,true,0.8333333333333334,0.8333333333333334,0.0,0.08571428571428572,0.08571428571428572,0.0,0.25,0.25,0.0,0.28502003390234176,0.28502003390234176,0.0
242,2452,242,242,242,true,0.8333333333333334,0.8333333333333334,0.0,0.08857142857142856,0.08857142857142856,0.0,0.25,0.25,0.0,0.28634473041744657,0.28634473041744657,0.0
243,2453,243,243,243,true,0.7916666666666666,0.7916666666666666,0.0,0.07142857142857142,0.07142857142857142,0.0,0.25,0.25,0.0,0.2866282326196443,0.2866282326196443,0.0
244,2454,244,244,244,true,0.8333333333333334,0.8333333333333334,0.0,0.06571428571428571,0.06571428571428571,0.0,0.25,0.25,0.0,0.2869399567415082,0.2869399567415082,0.0
245,2455,245,245,245,true,0.8333333333333334,0.8333333333333334,0.0,0.08,0.08,0.0,0.25,0.25,0.0,0.2875500816924105,0.2875500816924105,0.0
246,2456,246,246,246,true,0.8333333333333334,0.8333333333333334,0.0,0.09142857142857143,0.09142857142857143,0.0,0.25,0.25,0.0,0.2841696161217945,0.2841696161217945,0.0
247,2457,247,247,247,true,0.8333333333333334,0.8333333333333334,0.0,0.07428571428571429,0.07428571428571429,0.0,0.25,0.25,0.0,0.2849897071017705,0.2849897071017705,0.0
248,2458,248,248,248,true,0.8333333333333334,0.8333333333333334,0.0,0.08285714285714285,0.08285714285714285,0.0,0.25,0.25,0.0,0.2855949813462153,0.2855949813462153,0.0
249,2459,249,249,249,true,0.8333333333333334,0.8333333333333334,0.0,0.08857142857142856,0.08857142857142856,0.0,0.25,0.25,0.0,0.28573273837285307,0.28573273837285307,0.0
250,2460,250,250,250,true,0.7916666666666666,0.7916666666666666,0.0,0.06571428571428571,0.06571428571428571,0.0,0.25,0.25,0.0,0.2860455759636321,0.2860455759636321,0.0
