frame_index,timestamp_s,trigger,trigger_reason,k0_count,k0_grid_coverage,k0_median_fb,degradation_score,valid_models,learned_eligible,classical_eligible,learned_added,classical_added,learned_alive,classical_alive,master_pool_hash,classical_pool_hash
4000,200.0,0,NO_TRIGGER,350,0.8333333333333334,0.0,0.45524686047262086,F;H,0,0,0,0,0,0,e2a03c723256e6d312103013391ed42263b1cccb738d2a85061e54d4c2d821cf,7e7ec11b9c516bcc67dfdff450452bb47a706e04d888440ee845e44ff1b5bf11
4001,200.05,0,NO_TRIGGER,350,0.875,0.008813681080937386,0.4548558952829804,F;H,0,0,0,0,0,0,bc983f6bcf762855963d5e9349264aaf3ebada7777deba90efa16763e089f9a4,3e3a332020d8feb62f6859508e03abd130fa85a7bdef3a80c84dbf32428c0543
4002,200.1,0,NO_TRIGGER,350,0.875,0.00574858020991087,0.4543713335738796,F;H,0,0,0,0,0,0,833397cc2c7d90c2feaf325c3eb476742bfb2cef7d190046fe64f16253b3402f,01c2e04888dda6fc61b41a478501877610d1b154f049441ab81e422b18e1a4e7
4003,200.15,0,NO_TRIGGER,350,0.875,0.006060433574020863,0.4538097368599412,F;H,0,0,0,0,0,0,5423e68a6f9cea8c722c8a6f2fbabc149de07894a5188431fa96af9f468acdbd,58fdbda08ddb76663c550afad35aa7cf5c1af28859996c2a6dbf35c3975ed5ee
4004,200.2,0,NO_TRIGGER,350,0.875,0.006940437480807304,0.4531932105945168,F;H,0,0,0,0,0,0,db7a06fbdc07fa4d95636739d6a473951bdf420ae20544f179d72c03b387eca0,869884d2666a905eec6c68185be5c6f72f6b6291f07758f2c123ee1225335037
4005,200.25,0,NO_TRIGGER,350,0.875,0.006842915900051594,0.45322641889455295,F;H,0,0,0,0,0,0,a47559894085dc63cbeccc403a8cd0dacc2edd1f70cecaf7198052590023f5c0,39a950e3dd39c5e7121ec952f84a71d9ae2a7c98f25eae9e9572f6203d6001b7
4006,200.3,0,NO_TRIGGER,350,0.875,0.006424200255423784,0.45306972790321365,F;H,0,0,0,0,0,0,999efee0c48c723472fdc28591319064ef7cc9a462e6dcba38528aadbf2dc3a7,1f9371dc6641e603e2845992dee8c0f634f009422ddce9ceacedd501258bf28b
4007,200.35,0,NO_TRIGGER,350,0.875,0.007467176765203476,0.45230204404836416,F;H,0,0,0,0,0,0,5a808f4336e3167f1af50d414709c4d96b356c90c984be031c7c3d065baec934,147ce15df9bbbadc2cc845c43a0ac8932ea03661d9bc102236f0f3b32f68ccdf
4008,200.4,1,KLT_HEALTH_TRIGGER,350,0.875,0.006867995485663414,0.4522596549721425,F;H,0,0,143,256,0,0,f0508a18635738f213fd47dc117bf1a1d998befdecdd8caa6379ec342e0df842,45149fc1e7cc1b332eef10f6a14855255436c5ea566c06f17eb8a72202a362d9
4009,200.45,0,NO_TRIGGER,350,0.875,0.006572986952960491,0.45121367569254,F;H,0,0,0,0,113,234,599336bd9034148cf207bccf851fb2fa1ac974f017c1a833f5041ff7211a9cad,d41041ad8202c042082c6a753bce6742b7eae324116b921aead0fd6a2c36251c
4010,200.5,0,NO_TRIGGER,350,0.875,0.006800794042646885,0.4513517980776648,F;H,0,0,0,0,105,226,4512a365479b5adcedef1f7e2222489a11a88c5668afbe8af73a610c76d5e762,e20dd4f2fc5d5ae92730a14f12db0eedf451498af263cf27b9f31b0ca158b7de
4011,200.55,1,KLT_HEALTH_TRIGGER,350,0.875,0.006828857585787773,0.4511953093336294,F;H,0,0,48,256,103,213,d3cb13c1fbaa84789474d0ad849c034d3dd1bd4f4c7ea7a70c7aa16fdbb150c9,f10e514956686015d1eecf22966ffbb5789ff00ee6e701458c7dd18194893134
4012,200.6,0,NO_TRIGGER,350,0.875,0.006358501501381397,0.45066209707298255,F;H,33,85,0,0,137,385,87182e1cbcff87548761515bbefe8bf289cbeaed92292fcf0d2441b14744d605,33a3677e509d8ce1488e406a57ae198c814f6987a965bec2679e58543b4c137e
4013,200.65,0,NO_TRIGGER,350,0.875,0.006352568976581097,0.45058596107651716,F;H,31,84,0,0,134,361,7762aff649090a42eef1dadf48fdcdd7b03e9e4e424f644e8471fc5aa7f5defc,8dbcbc227c372b04c33d8a226b607191c8d627fc95062498a29e3768ea040327
