timestamp,reference_valid,full_valid,drop_valid,klt_valid,common_valid,segment_id
1725640050.3289287,1,0,0,0,0,-1
1725640050.4289286,1,0,0,0,0,-1
1725640050.5289288,1,0,0,0,0,-1
1725640050.6289287,1,0,0,0,0,-1
1725640050.7289286,1,0,0,0,0,-1
1725640050.8289287,1,0,0,0,0,-1
1725640050.9289286,1,0,0,0,0,-1
1725640051.0289288,1,0,0,0,0,-1
1725640051.1289287,1,0,0,0,0,-1
1725640051.2289286,0,0,0,0,0,-1
1725640051.3289287,1,0,0,0,0,-1
1725640051.4289286,1,0,0,0,0,-1
1725640051.5289288,1,0,0,0,0,-1
1725640051.6289287,1,0,0,0,0,-1
1725640051.7289286,1,0,0,0,0,-1
1725640051.8289287,1,0,0,0,0,-1
1725640051.9289286,1,0,0,0,0,-1
1725640052.0289288,1,0,0,0,0,-1
1725640052.1289287,1,0,0,0,0,-1
1725640052.2289286,1,0,0,0,0,-1
1725640052.3289287,1,0,0,0,0,-1
1725640052.4289286,1,0,0,0,0,-1
1725640052.5289288,1,0,0,0,0,-1
1725640052.6289287,1,0,0,0,0,-1
1725640052.7289286,1,0,0,0,0,-1
1725640052.8289287,1,0,0,0,0,-1
1725640052.9289286,1,0,0,0,0,-1
1725640053.0289288,1,0,0,0,0,-1
1725640053.1289287,1,0,0,0,0,-1
1725640053.2289286,1,0,0,0,0,-1
1725640053.3289287,1,0,0,0,0,-1
1725640053.4289286,1,0,0,0,0,-1
1725640053.5289288,1,0,0,0,0,-1
1725640053.6289287,1,0,0,0,0,-1
1725640053.7289286,1,0,0,0,0,-1
1725640053.8289287,1,0,0,0,0,-1
1725640053.9289286,1,0,0,0,0,-1
1725640054.0289288,1,0,0,0,0,-1
1725640054.1289287,1,0,0,0,0,-1
1725640054.2289286,1,0,0,0,0,-1
1725640054.3289287,1,0,0,0,0,-1
1725640054.4289286,1,0,0,0,0,-1
1725640054.5289288,1,0,0,0,0,-1
1725640054.6289287,1,0,0,0,0,-1
1725640054.7289286,1,0,0,0,0,-1
1725640054.8289287,1,0,0,0,0,-1
1725640054.9289286,1,0,0,0,0,-1
1725640055.0289288,1,0,0,0,0,-1
1725640055.1289287,1,0,0,0,0,-1
1725640055.2289286,1,0,0,0,0,-1
1725640055.3289287,1,0,0,0,0,-1
1725640055.4289286,1,0,0,0,0,-1
1725640055.5289288,1,0,0,0,0,-1
1725640055.6289287,1,0,0,0,0,-1
1725640055.7289286,1,0,0,0,0,-1
1725640055.8289287,1,0,0,0,0,-1
1725640055.9289286,1,0,0,0,0,-1
1725640056.0289288,1,0,0,0,0,-1
1725640056.1289287,1,0,0,0,0,-1
1725640056.2289286,1,0,0,0,0,-1
1725640056.3289287,1,0,0,0,0,-1
1725640056.4289286,1,0,0,0,0,-1
1725640056.5289288,1,0,0,0,0,-1
1725640056.6289287,1,0,0,0,0,-1
1725640056.7289286,1,0,0,0,0,-1
1725640056.8289287,1,0,0,0,0,-1
1725640056.9289286,1,0,0,0,0,-1
1725640057.0289288,1,0,0,0,0,-1
1725640057.1289287,1,0,0,0,0,-1
1725640057.2289286,1,0,0,0,0,-1
1725640057.3289287,1,0,0,0,0,-1
1725640057.4289286,1,0,0,0,0,-1
1725640057.5289288,1,0,0,0,0,-1
1725640057.6289287,1,0,0,0,0,-1
1725640057.7289286,1,0,0,0,0,-1
1725640057.8289287,1,0,0,0,0,-1
1725640057.9289286,1,0,0,0,0,-1
1725640058.0289288,1,0,0,0,0,-1
1725640058.1289287,1,0,0,0,0,-1
1725640058.2289286,1,0,0,0,0,-1
1725640058.3289287,1,0,0,0,0,-1
1725640058.4289286,1,0,0,0,0,-1
1725640058.5289288,1,0,0,0,0,-1
1725640058.6289287,1,0,0,0,0,-1
1725640058.7289286,0,0,0,0,0,-1
1725640058.8289287,1,0,0,0,0,-1
1725640058.9289286,1,0,0,0,0,-1
1725640059.0289288,1,0,0,0,0,-1
1725640059.1289287,1,0,0,0,0,-1
1725640059.2289286,1,0,0,0,0,-1
1725640059.3289287,1,0,0,0,0,-1
1725640059.4289286,1,0,0,0,0,-1
1725640059.5289288,1,0,0,0,0,-1
1725640059.6289287,1,0,0,0,0,-1
1725640059.7289286,1,0,0,0,0,-1
