family,run_dir,feature_frames,xfeat_observations,xfeat_active_frames,xfeat_first_frame,xfeat_last_frame,xfeat_max_per_frame
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul05_localsweep_f3_s90p70_probe_oldcontract_densecap,100,12,3,5,7,6
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul05_localsweep_f5_s69p65_probe_oldcontract_densecap,100,12,3,3,5,5
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul05_localsweep_f5_s69p85_probe_oldcontract_densecap,100,12,3,2,4,5
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul05_mirror_f5_s69p85_probe_oldcontract_densecap,100,12,3,2,4,5
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul05_tmp_seed7_f5_s69p65_probe_oldcontract_densecap,100,12,3,3,5,5
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_onlineprobe_ntnu_fjord5_s69p85_d10,100,12,3,2,4,5
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul03_guarded_scan_h07_1000_1160_probe_oldcontract_densecap,80,11,3,1,3,4
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul03_guarded_scan_ntnu_fjord3_s90_d10_probe_oldcontract_densecap,100,11,3,5,7,5
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_shifted_burst_ntnu_fjord5_s61_d10_probe_oldcontract_densecap,100,11,3,49,51,6
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_onlineprobe_ntnu_fjord3_s90_d10,100,11,3,5,7,5
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_nonoverlap_onlineprobe1_ntnu_fjord4_s90_d10,100,11,3,3,5,7
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen17_ntnu_fjord4_s280_d10_probe,100,11,7,93,99,2
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen24_ntnu_fjord2_s540_d10_probe,100,11,6,86,91,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen30_ntnu_fjord2_s290_d10_probe,100,11,3,5,7,4
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_frac_ntnu_fjord1_s75p5_d10_probe_oldcontract_densecap,100,10,3,2,4,6
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_shifted_burst_ntnu_fjord5_s62_d10_probe_oldcontract_densecap,100,10,3,5,7,5
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_onlineprobe3_ntnu_mclab1_s50_d10,100,10,3,3,5,4
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_nonoverlap_onlineprobe1_ntnu_mclab1_s10_d10,100,10,3,2,4,4
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_probe_more3_ntnu_mclab_2_s180_d10,100,10,3,1,3,4
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul06_gap_cirs_s920_d30_probe_oldcontract_densecap,150,9,2,36,37,5
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul02_xfeat_arbitrated_ntnu_fjord_1_s86_d10_probe_oldcontract_densecap,100,9,3,1,3,4
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul02_xfeat_arbitrated_ntnu_fjord_1_s88_d10_probe_oldcontract_densecap,100,9,3,2,4,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul03_guarded_scan_ntnu_fjord5_s70_d10_probe_oldcontract_densecap,100,9,3,1,3,4
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul03_guarded_v2_ntnu_fjord5_s70_d10_probe_oldcontract_densecap,100,9,3,1,3,4
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul03_guarded_v2_scan_ntnu_fjord1_s86_d10_probe_oldcontract_densecap,100,9,3,1,3,4
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_more_ntnu_fjord5_s74_d10_probe_oldcontract_densecap,100,9,3,40,42,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_neighbor2_ntnu_fjord1_s86p0_d10_probe_oldcontract_densecap,100,9,3,1,3,4
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul06_gap_fjord_4_s20_d10_probe_oldcontract_densecap,100,9,3,5,7,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul06_gap_fjord_5_s74_d10_probe_oldcontract_densecap,100,9,3,40,42,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_nonoverlap_onlineprobe1_ntnu_fjord4_s20_d10,100,9,3,5,7,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul10_currentprobe_ntnu_fjord4_s20_d10_probe_oldcontract_densecap,100,9,3,5,7,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul15screen_ntnu_fjord4_s20_d10_probe,100,9,3,5,7,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen27_ntnu_fjord2_s570_d10_probe,100,9,3,8,10,4
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen32_ntnu_fjord2_s480_d10_probe,100,9,3,36,38,4
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain2_fjord_3_s90_d30_probe,300,9,3,8,10,3
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul02_xfeat_arbitrated_cirs_s600_d30_smoke_probe_oldcontract_densecap,150,8,3,8,10,3
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul08_nonoverlap_onlineprobe1_cirs_s180_d30,150,8,3,16,18,5
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul08_nonoverlap_onlineprobe1_cirs_s30_d30,149,8,3,41,43,4
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul13_arbvg3_cirs_s600_d30_probe_oldcontract_densecap,150,8,3,8,10,3
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul15screen_cirs_s180_d30_probe,150,8,3,16,18,5
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul15screen_cirs_s30_d30_probe,149,8,3,41,43,4
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun25_xfeat_arbitrated_cross1_s600_d30_probe_oldcontract_densecap,150,8,3,8,10,3
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun25_xfeat_arbitrated_threeway_probe_s600_d30_probe_oldcontract_densecap,150,8,3,8,10,3
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun25_xfeat_arbitrated_trial_s600_d30_probe_oldcontract_densecap,150,8,3,8,10,3
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun26_rerun_cirs_threeway_s600_d30_probe_oldcontract_densecap,150,8,3,8,10,3
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun27_current_cirs_s600_d30_probe_oldcontract_densecap,150,8,3,8,10,3
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun28_lineagesafe_dense_start_s600_d30_probe_oldcontract_densecap,150,8,3,8,10,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul02_xfeat_arbitrated_ntnu_fjord_1_s75_d10_probe_oldcontract_densecap,100,8,3,7,9,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul02_xfeat_arbitrated_ntnu_fjord_1_s83_d10_probe_oldcontract_densecap,100,8,3,2,4,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_frac_ntnu_fjord1_s75p4_d10_probe_oldcontract_densecap,100,8,3,4,6,5
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_frac_ntnu_fjord1_s75p6_d10_probe_oldcontract_densecap,100,8,2,2,4,7
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_more_ntnu_fjord1_s75_d10_probe_oldcontract_densecap,100,8,3,7,9,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_more_ntnu_fjord1_s76_d10_probe_oldcontract_densecap,100,8,3,5,7,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul06_more_ntnu_f3_s92_d10_probe_oldcontract_densecap,100,8,3,34,36,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_onlineprobe3_ntnu_mclab2_s40_d10,100,8,3,3,5,4
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_probe_more3_ntnu_mclab_1_s160_d10,100,8,3,4,6,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_probe_more3_ntnu_mclab_2_s160_d10,100,8,3,27,29,4
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul09_bandmotion_probe_ntnu_fjord1_s83_d10,100,8,3,2,4,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul09_normmotion3_probe_ntnu_fjord1_s83_d10,100,8,3,2,4,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul09_normmotion_probe_ntnu_fjord1_s83_d10,100,8,3,2,4,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul09_startgftt_probe_ntnu_fjord1_s83_d10,100,8,3,2,4,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul14_restore_ntnu_fjord1_s83_d10_probe_oldcontract_densecap,100,8,3,2,4,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul14frozen3way_fjord1_s83_d10_probe_oldcontract_densecap,100,8,3,2,4,3
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul07_nonoverlap_onlineprobe5_cirs_s300_d30,150,7,3,136,138,3
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul07_nonoverlap_onlineprobe_cirs_s840_d30,150,7,3,27,29,3
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul15screen_cirs_s300_d30_probe,150,7,3,136,138,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul02_xfeat_arbitrated_ntnu_fjord_1_s95_d10_probe_oldcontract_densecap,100,7,2,1,2,4
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_latefix_ntnu_fjord1_s83p48_d15_probe_oldcontract_densecap,150,7,3,2,4,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_latefix_ntnu_fjord1_s83p48_d20_probe_oldcontract_densecap,200,7,3,2,4,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_latefix_ntnu_fjord1_s83p5_d10_probe_oldcontract_densecap,100,7,3,2,4,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_latefix_ntnu_fjord1_s83p6_d10_probe_oldcontract_densecap,100,7,3,4,6,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_latefix_ntnu_fjord1_s84p8_d10_probe_oldcontract_densecap,100,7,3,2,4,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_latefixfine_ntnu_fjord1_s83p48_d10_probe_oldcontract_densecap,100,7,3,2,4,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_latefixfine_ntnu_fjord1_s83p58_d10_probe_oldcontract_densecap,100,7,3,4,6,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_long_ntnu_fjord1_s83p5_d15_probe_oldcontract_densecap,150,7,3,2,4,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_long_ntnu_fjord1_s83p5_d20_probe_oldcontract_densecap,200,7,3,2,4,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_long_ntnu_fjord1_s83p6_d15_probe_oldcontract_densecap,150,7,3,4,6,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_long_ntnu_fjord1_s83p6_d20_probe_oldcontract_densecap,200,7,3,4,6,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_more2_ntnu_fjord1_s83p46_d10_probe_oldcontract_densecap,100,7,3,2,4,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_more2_ntnu_fjord1_s83p47_d10_probe_oldcontract_densecap,100,7,3,2,4,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_more2_ntnu_fjord1_s83p49_d10_probe_oldcontract_densecap,100,7,3,2,4,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_more2_ntnu_fjord1_s83p50_d10_probe_oldcontract_densecap,100,7,3,2,4,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_morelong_ntnu_fjord1_s83p48_d25_probe_oldcontract_densecap,250,7,3,2,4,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_morelong_ntnu_fjord1_s83p48_d30_probe_oldcontract_densecap,300,7,3,2,4,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_neighbor2_ntnu_fjord1_s84p8_d10_probe_oldcontract_densecap,100,7,3,2,4,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_neighbor3_ntnu_fjord1_s83p6_d10_probe_oldcontract_densecap,100,7,3,4,6,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_neighbor_ntnu_fjord1_s83p5_d10_probe_oldcontract_densecap,100,7,3,2,4,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul05_adaptiveguard_ntnu_s83p48_d10_probe_oldcontract_densecap,100,7,3,2,4,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul05_adaptiveguard_ntnu_s84p8_d10_probe_oldcontract_densecap,100,7,3,2,4,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul05_localsweep_f5_s69p75_probe_oldcontract_densecap,100,7,3,2,4,4
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul05_mirror_f5_s69p75_probe_oldcontract_densecap,100,7,3,2,4,4
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul05_probe_keep_ntnu_s83p48_d10_probe_oldcontract_densecap,100,7,3,2,4,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul05_probe_keep_ntnu_s83p48_d30_probe_oldcontract_densecap,300,7,3,2,4,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul06_motiondiag_f5_s69p75_probe_oldcontract_densecap,100,7,3,2,4,4
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_onlineprobe3_ntnu_mclab1_s55_d10,100,7,3,62,64,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_nonoverlap_onlineprobe1_ntnu_fjord3_s180_d10,100,7,3,6,8,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_nonoverlap_onlineprobe1_ntnu_fjord3_s40_d10,100,7,3,6,8,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_nonoverlap_onlineprobe1_ntnu_fjord5_s40_d10,100,7,3,12,14,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_nonoverlap_onlineprobe1_ntnu_mclab1_s90_d10,100,7,3,29,31,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul10_scan_ntnu_fjord1_s94_d10_probe_oldcontract_densecap,100,7,3,6,8,3
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul07_nonoverlap_onlineprobe5_cirs_s390_d30,150,6,3,125,127,2
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul07_nonoverlap_onlineprobe5_cirs_s480_d30,149,6,3,126,128,2
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul08_nonoverlap_onlineprobe1_cirs_s60_d30,150,6,3,125,127,3
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul15screen_cirs_s390_d30_probe,150,6,3,125,127,2
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun25_xfeat_arbitrated_cross1_s390_d30_probe_oldcontract_densecap,150,6,3,125,127,2
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun25_xfeat_arbitrated_threeway_probe_s390_d30_probe_oldcontract_densecap,150,6,3,125,127,2
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_age6_ntnu_fjord1_s84p8_d10_probe_oldcontract_densecap,100,6,3,4,6,2
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_age6late1_ntnu_fjord1_s84p8_d10_probe_oldcontract_densecap,100,6,3,4,6,2
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_latefix_ntnu_fjord1_s85p2_d10_probe_oldcontract_densecap,100,6,3,2,4,2
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_neighbor2_ntnu_fjord1_s85p2_d10_probe_oldcontract_densecap,100,6,3,2,4,2
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_neighbor_ntnu_fjord1_s82p8_d10_probe_oldcontract_densecap,100,6,3,58,60,2
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul05_adaptiveguard_ntnu_s85p2_d10_probe_oldcontract_densecap,100,6,3,2,4,2
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_probe_more3_ntnu_fjord_4_s140_d10,100,6,3,2,4,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jun26_noncirs_seedchain_fjord_5_s60_d30_probe,300,6,3,8,10,3
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul02_xfeat_arbitrated_cirs_s575_d30_smoke_probe_oldcontract_densecap,150,5,1,8,8,5
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul07_nonoverlap_onlineprobe5_cirs_s660_d30,150,5,1,135,135,5
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul07_nonoverlap_onlineprobe5_cirs_s810_d30,150,5,1,106,106,5
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul13_arbvg2_cirs_s575_d30_probe_oldcontract_densecap,150,5,1,8,8,5
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul13_arbvg3_cirs_s575_d30_probe_oldcontract_densecap,150,5,1,8,8,5
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul13_diag_cirs_mirror_novis_s575_d30_probe_oldcontract_densecap,150,5,1,8,8,5
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul14frozen3way_cirs_s575_d30_probe_oldcontract_densecap,150,5,1,8,8,5
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul15screen_cirs_s660_d30_probe,150,5,1,135,135,5
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul15screen_cirs_s810_d30_probe,150,5,1,106,106,5
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun25_xfeat_arbitrated_cross1_s575_d30_probe_oldcontract_densecap,150,5,1,8,8,5
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun25_xfeat_arbitrated_threeway_probe_s575_d30_mirror_densecap,150,5,1,8,8,5
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun25_xfeat_arbitrated_threeway_probe_s575_d30_probe_oldcontract_densecap,150,5,1,8,8,5
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun25_xfeat_arbitrated_trial_s575_d30_probe_oldcontract_densecap,150,5,1,8,8,5
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun26_rerun_cirs_threeway_s575_d30_probe_oldcontract_densecap,150,5,1,8,8,5
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jun27_current_cirs_s575_d30_probe_oldcontract_densecap,150,5,1,8,8,5
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_age6_ntnu_fjord1_s83p48_d10_probe_oldcontract_densecap,100,5,3,3,5,2
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_age6_ntnu_fjord1_s83p5_d10_probe_oldcontract_densecap,100,5,3,3,5,2
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_age6late1_ntnu_fjord1_s83p48_d10_probe_oldcontract_densecap,100,5,3,3,5,2
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_age6late1_ntnu_fjord1_s83p5_d10_probe_oldcontract_densecap,100,5,3,3,5,2
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_frac_ntnu_fjord1_s75p2_d10_probe_oldcontract_densecap,100,5,3,7,9,2
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_latefixfine_ntnu_fjord1_s83p52_d10_probe_oldcontract_densecap,100,5,3,33,35,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_latefixfine_ntnu_fjord1_s83p55_d10_probe_oldcontract_densecap,100,5,3,33,35,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_more2_ntnu_fjord1_s83p51_d10_probe_oldcontract_densecap,100,5,3,33,35,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_scan_fjord_4_s80_d10_probe_oldcontract_densecap,100,5,3,74,76,2
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_gatefix_probe_ntnu_mclab1_s0_d10,90,5,1,23,23,5
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_nonoverlap_onlineprobe1_ntnu_mclab2_s100_d10,100,5,3,24,26,2
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_probe_more3_ntnu_mclab_1_s170_d10,100,5,3,8,10,2
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_probe_more3_ntnu_mclab_2_s150_d10,100,5,2,98,99,3
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen19_ntnu_fjord3_s260_d10_probe,100,5,5,95,99,1
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul16screen25_ntnu_fjord2_s260_d10_probe,100,5,3,24,26,2
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul06_gap_cirs_s560_d30_probe_oldcontract_densecap,150,4,3,53,55,2
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul06_gap_cirs_s880_d30_probe_oldcontract_densecap,150,4,3,25,27,2
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul07_nonoverlap_onlineprobe5_cirs_s990_d30,150,4,1,72,72,4
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul15screen_cirs_s60_d30_probe,150,4,3,114,116,2
cirs_caves_vins,logs/cirs_caves_vins/external_hybrid_xfeat_every1_jul15screen_cirs_s990_d30_probe,150,4,1,72,72,4
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_age6_ntnu_fjord1_s85p2_d10_probe_oldcontract_densecap,100,4,3,4,6,2
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_age6late1_ntnu_fjord1_s85p2_d10_probe_oldcontract_densecap,100,4,3,4,6,2
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_more_ntnu_fjord1_s74_d10_probe_oldcontract_densecap,100,4,3,13,15,2
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_neighbor2_ntnu_fjord1_s83p8_d10_probe_oldcontract_densecap,100,4,3,2,4,2
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul05_probe_shift_ntnu_fjord5_s69p5_d10_probe_oldcontract_densecap,100,4,3,6,8,2
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_scan_fjord_3_s70_d10_probe_oldcontract_densecap,100,4,3,6,8,2
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_probe_more3_ntnu_fjord_4_s130_d10,100,4,3,19,21,2
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_probe_more3_ntnu_mclab_1_s180_d10,100,4,3,20,22,2
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_paperprobe_fjord_5_s35_d30_xfeat,300,4,4,229,232,1
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_onlineprobe4_h04_2000_2360,180,3,3,144,146,1
aqualoc_real_vins,logs/aqualoc_real_vins/external_hybrid_xfeat_every2_jul08_aqualoc_probe_h04_2000_2360,180,3,3,144,146,1
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul01_probe_safedense_cap14_ntnu_fjord1_s85_d10,100,3,2,8,9,2
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul02_xfeat_arbitrated_ntnu_fjord1_s85_d10_probe_oldcontract_densecap,100,3,2,8,9,2
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul02_xfeat_arbitrated_ntnu_fjord_1_s84_d10_probe_oldcontract_densecap,100,3,3,3,5,1
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul03_guarded_v2_scan_ntnu_fjord1_s84_d10_probe_oldcontract_densecap,100,3,3,3,5,1
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_neighbor2_ntnu_fjord1_s84p0_d10_probe_oldcontract_densecap,100,3,3,3,5,1
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_neighbor3_ntnu_fjord1_s83p7_d10_probe_oldcontract_densecap,100,3,3,3,5,1
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul04_neighbor_ntnu_fjord1_s83p2_d10_probe_oldcontract_densecap,100,3,3,3,5,1
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul07_nonoverlap_onlineprobe3_ntnu_mclab2_s80_d10,100,3,3,67,69,1
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_nonoverlap_onlineprobe1_ntnu_fjord3_s150_d10,100,3,3,16,18,1
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_nonoverlap_onlineprobe1_ntnu_fjord4_s70_d10,100,3,3,28,30,1
ntnu_vins,logs/ntnu_vins/external_hybrid_xfeat_every2_jul08_nonoverlap_onlineprobe1_ntnu_fjord5_s50_d10,100,3,3,73,75,1
