window_id,selector,level,formal_runs_ok,post_init_accepted,map_point_lineages,distinct_mappoints,assisted_matches,assisted_outliers,pre_kf_purged,pre_kf_scans,unbounded_matches,unbounded_outliers,unbounded_pre_kf_observed,unbounded_pre_kf_purged,reconstructed_native_ape_m,reconstructed_native_rpe_m,reconstructed_bridge_off_ape_m,reconstructed_bridge_off_rpe_m,reconstructed_unbounded_ape_m,reconstructed_unbounded_rpe_m,reconstructed_full_ape_m,reconstructed_full_rpe_m,online_native_ape_m,online_native_rpe_m,online_bridge_off_ape_m,online_bridge_off_rpe_m,online_unbounded_ape_m,online_unbounded_rpe_m,online_full_ape_m,online_full_rpe_m,full_vs_native_improvements,full_vs_bridge_off_improvements,full_vs_unbounded_improvements,coverage,rpe_delta_associated_poses,texture_profile,base_track_min,base_track_mean,base_track_max,base_grid_min,base_grid_mean,base_grid_max,low_base_grid_frames,seed_quality_min,seed_quality_below_0p9,formal_root
NTNU_fjord1_s30_d30,n3_d14_min8_ignore0_clean_legacyid,action_positive_metric_negative_native_negative_non_strict,20/20,138/138,3,7,48,4,2/2,261,46,4,2,0,0.120599,1.198337,0.474275,1.227865,0.348437,1.154795,0.139763,1.216581,0.124421,1.200945,0.466971,1.235574,0.348267,1.16063,0.152764,1.216834,0/4,4/4,2/4,295/599,20,operational degraded/low-grid,95,167.826667,180,0.277778,0.553241,0.916667,265/300,0.905025899,0,/mnt/data/AQUA-FE_WS/orbslam3_seeded_validation/postinit_candidate_search_20260806/ntnu_fjord1_s30_d30/formal_n3_d14_min8_ignore0_clean_legacyid_v23_lineagefirst_lateenforce_dualgateack_equalruntime_singlecpu2_noaslr_fivearm_h100_q09
