ape_max_m,ape_median_m,ape_rmse_m,arm,bracket_gap_max_s,bracket_gap_p50_s,bracket_gap_p95_s,legacy_max_reference_reuse,legacy_pair_count,legacy_timestamp_error_max_s,legacy_timestamp_error_p95_s,legacy_unique_assignment_error_max_s,legacy_unique_assignment_error_p95_s,legacy_unique_assignment_pair_count,legacy_unique_reference_used,matched_count,rpe_max_m,rpe_median_m,rpe_pairs,rpe_rmse_m,valid_grid_count
0.8768773819761435,0.411813987523322,0.4354244321508708,B1,0.10281343990936875,0.10019968007691205,0.10229258243343793,10,423,0.45262451202142984,0.4506914720404893,0.7507651200285181,0.050559014384634796,44,43,42,0.08463456458223759,0.04631715343976067,41,0.05319533714334176,42
