window,group,frozen_outcome,profile_and_config,exporter_sha256,replacement_path,matching_method,klt_command_or_receipt,xfeat_command_or_receipt,klt_feature_bag,klt_feature_bag_sha256,xfeat_feature_bag,xfeat_feature_bag_sha256,different_feature_messages,different_feature_message_indices,identical_three_arm_exclusion
a09_6000_6800,positive,XFEAT_CONVERGED_KLT_SCALE_DIVERGED,lineage_early_seed_scan / P_legacy_nativeq_xfeat_seedchain_v3,68453b035037d04087dbad3e512c602b4ef6967b2a8cf6d14e34a14750f2312d,shared_tracker_birth_replacement_and_downstream_state_perturbation,exact_pixel_coordinate,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/external_klt_every2_fsbcv1_a09_6000_6800_klt_r1/fsbc_command.txt,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_fsbcv1_a09_6000_6800_xfeat_seed_r1/fsbc_command.txt,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/external_klt_every2_fsbcv1_a09_6000_6800_klt_r1/features.bag,6de8ffe9226c1c786bbd80b53049f2f4f1f58c2859808034b60b5dca171884ff,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_fsbcv1_a09_6000_6800_xfeat_seed_r1/features.bag,76452b8cbb4ff162b5880da660730d3adaa8a13a03944496e2350176b9664471,398,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199;200;201;202;203;204;205;206;207;208;209;210;211;212;213;214;215;216;217;218;219;220;221;222;223;224;225;226;227;228;229;230;231;232;233;234;235;236;237;238;239;240;241;242;243;244;245;246;247;248;249;250;251;252;253;254;255;256;257;258;259;260;261;262;263;264;265;266;267;268;269;270;271;272;273;274;275;276;277;278;279;280;281;282;283;284;285;286;287;288;289;290;291;292;293;294;295;296;297;298;299;300;301;302;303;304;305;306;307;308;309;310;311;312;313;314;315;316;317;318;319;320;321;322;323;324;325;326;327;328;329;330;331;332;333;334;335;336;337;338;339;340;341;342;343;344;345;346;347;348;349;350;351;352;353;354;355;356;357;358;359;360;361;362;363;364;365;366;367;368;369;370;371;372;373;374;375;376;377;378;379;380;381;382;383;384;385;386;387;388;389;390;391;392;393;394;395;396;397;398;399,False
a06_s045_d045,positive,XFEAT_LOWER_APE_AND_RPE,lineage_early_seed_scan / P_legacy_nativeq_xfeat_seedchain_v3,fdb624f24d97fe032c1cdcf0600dd07b370e498f32806ac6eba25467d8020c04,legacy_final_mirror_one_for_one_replacement,exact_track_id,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/shadow_root/logs/aqualoc_archaeo_vins/external_klt_every2_fsbcsupp_a06_s045_d045_klt_frontend/supplement_frontend_receipt.json,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/shadow_root/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_fsbcsupp_a06_s045_d045_xfeat_seed_frontend/supplement_frontend_receipt.json,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/shadow_root/logs/aqualoc_archaeo_vins/external_klt_every2_fsbcsupp_a06_s045_d045_klt_frontend/features.bag,5dd08d82f0e516d21934e5af68c61e436ec96d010073f1ee5857a717a2bf6d5a,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/shadow_root/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_fsbcsupp_a06_s045_d045_xfeat_seed_frontend/features.bag,9f8da037ebe852ab2db6a73644cf759049771cc611d5a8a62728ededb3a0015a,3,2;3;4,False
a06_s000_d045,harm_or_mixed,APE_HARM_RPE_SLIGHT_HELP,lineage_early_seed_scan / P_legacy_nativeq_xfeat_seedchain_v3,fdb624f24d97fe032c1cdcf0600dd07b370e498f32806ac6eba25467d8020c04,legacy_final_mirror_one_for_one_replacement,exact_track_id,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/shadow_root/logs/aqualoc_archaeo_vins/external_klt_every2_fsbcsupp_a06_s000_d045_klt_frontend/supplement_frontend_receipt.json,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/shadow_root/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_fsbcsupp_a06_s000_d045_xfeat_seed_frontend/supplement_frontend_receipt.json,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/shadow_root/logs/aqualoc_archaeo_vins/external_klt_every2_fsbcsupp_a06_s000_d045_klt_frontend/features.bag,500c4f016e67febdd6b6298765aa8b7f590b3b0a45114157689c20837264ab97,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/shadow_root/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_fsbcsupp_a06_s000_d045_xfeat_seed_frontend/features.bag,4c13df9d8aaedd047b446ac5141b30cca5122125e20f7ae427f5abb2605a51f9,3,1;2;3,False
h07_s000_d050,harm_or_mixed,XFEAT_HIGHER_APE_AND_RPE,lineage_early_seed_scan / P_legacy_nativeq_xfeat_seedchain_v3,fdb624f24d97fe032c1cdcf0600dd07b370e498f32806ac6eba25467d8020c04,legacy_final_mirror_one_for_one_replacement,exact_track_id,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/shadow_root/logs/aqualoc_real_vins/external_klt_every2_fsbcsupp_h07_s000_d050_klt_frontend/supplement_frontend_receipt.json,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/shadow_root/logs/aqualoc_real_vins/external_hybrid_xfeat_every2_fsbcsupp_h07_s000_d050_xfeat_seed_frontend/supplement_frontend_receipt.json,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/shadow_root/logs/aqualoc_real_vins/external_klt_every2_fsbcsupp_h07_s000_d050_klt_frontend/features.bag,d2572daad26a0a626cf4f013c3dfafd872edaffc3bf41c302ff1406c07246358,/home/ma/AQUA-FE_WS/artifacts/frontend_same_backend_comparison_supplement/shadow_root/logs/aqualoc_real_vins/external_hybrid_xfeat_every2_fsbcsupp_h07_s000_d050_xfeat_seed_frontend/features.bag,18aff09668a82c0bd9a2467194ba191af386dfb2f8c3a39b816a1ea9594a51a2,6,441;442;443;444;445;446,False
