window,ablation_epoch,removed_source_code,removed_observations,removed_frames_zero_based,feature_frame_count_equal,headers_equal,record_times_equal,channel_schema_and_order_equal,remaining_point_fields_equal,all_remaining_channel_values_equal,all_remaining_feature_fields_equal,full_feature_bag,full_feature_bag_sha256,drop_feature_bag,drop_feature_bag_sha256,full_replay_ape_report,drop_replay_ape_report,full_ape_rmse_m,full_rpe_rmse_m,drop_ape_rmse_m,drop_rpe_rmse_m,interpretation,epoch_boundary
a09_6000_6800,2026-07-07 historical existing-bag replay,20,3,2;3;4,True,True,True,True,True,True,True,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_jul07_morelong_a09_6000_6800_probe_oldcontract_densecap/features.bag,16c195a633640ce6b1a2c8ae5d75dd2089a361e37b7b05787448a77b60483c30,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/jul07_filtered_featurebags/a09_6000_6800_drop_source20.bag,c2aab2a6675b039890728093d5e927943128b4db810606a852814b41f0cb11c1,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_jul07_morelong_a09_6000_6800_full_from_export/ape.txt,/mnt/data/AQUA-FE_WS/logs/aqualoc_archaeo_vins/external_hybrid_xfeat_every2_jul07_morelong_a09_6000_6800_drop_source20/ape.txt,0.578979,0.080426,1072.548468,127.180419,source20 observations necessary for convergence in this historical quality-weight epoch,do_not_pool_absolute_metrics_with_2026-08-30_formal_run
