window_id,selector,level,formal_runs_ok,post_init_accepted,map_point_lineages,distinct_mappoints,assisted_matches,assisted_outliers,pre_kf_purged,pre_kf_scans,unbounded_matches,unbounded_outliers,unbounded_pre_kf_observed,reconstructed_native_ape_m,reconstructed_native_rpe_m,reconstructed_bridge_off_ape_m,reconstructed_bridge_off_rpe_m,reconstructed_unbounded_ape_m,reconstructed_unbounded_rpe_m,reconstructed_full_ape_m,reconstructed_full_rpe_m,online_native_ape_m,online_native_rpe_m,online_bridge_off_ape_m,online_bridge_off_rpe_m,online_unbounded_ape_m,online_unbounded_rpe_m,online_full_ape_m,online_full_rpe_m,texture_profile,base_track_min,base_track_mean,base_grid_min,base_grid_mean,low_base_grid_action_frames,known_low_grid_full_window_lower_bound,seed_quality_min,seed_quality_below_0p9,formal_root
A02_8520_9000,n3_d14_min8_ignore0_preroll40,action_positive_metric_mixed_phase_aligned_extension,20/20,375/375,2,8,279,22,10/10,124,310,23,10,0.162413,0.184785,0.171900,0.184517,0.171565,0.183344,0.168237,0.182726,0.279371,0.234389,0.175239,0.189370,0.192874,0.194156,0.180404,0.192418,operational_degraded_low_grid_not_sparse,350,350.000000,0.638889,0.709557,189/193,189/233,0.909652770,0,/mnt/data/AQUA-FE_WS/orbslam3_seeded_validation/postinit_candidate_search_20260804/aqualoc_a02_8520_9000/formal_n3_d14_min8_ignore0_preroll40_v23_lineagefirst_lateenforce_dualgateack_equalruntime_singlecpu2_noaslr_fivearm_h100_q09
