timestamp,reference_valid,full_valid,drop_valid,klt_valid,common_valid,segment_id
1700603185.9666023,1,0,0,0,0,-1
1700603186.0666022,1,0,0,0,0,-1
1700603186.1666024,1,0,0,0,0,-1
1700603186.2666023,1,0,0,0,0,-1
1700603186.3666024,1,0,0,0,0,-1
1700603186.4666023,1,0,0,0,0,-1
1700603186.5666022,1,0,0,0,0,-1
1700603186.6666024,1,0,0,0,0,-1
1700603186.7666023,1,0,0,0,0,-1
1700603186.8666024,1,0,0,0,0,-1
1700603186.9666023,1,0,0,0,0,-1
1700603187.0666022,1,0,0,0,0,-1
1700603187.1666024,1,0,0,0,0,-1
1700603187.2666023,1,0,0,0,0,-1
1700603187.3666024,1,0,0,0,0,-1
1700603187.4666023,1,0,0,0,0,-1
1700603187.5666022,1,0,0,0,0,-1
1700603187.6666024,1,0,0,0,0,-1
1700603187.7666023,1,0,0,0,0,-1
1700603187.8666024,1,0,0,0,0,-1
1700603187.9666023,1,0,0,0,0,-1
1700603188.0666022,1,0,0,0,0,-1
1700603188.1666024,1,0,0,0,0,-1
1700603188.2666023,1,0,0,0,0,-1
1700603188.3666024,1,0,0,0,0,-1
1700603188.4666023,1,0,0,0,0,-1
1700603188.5666022,1,0,0,0,0,-1
1700603188.6666024,1,0,0,0,0,-1
1700603188.7666023,1,0,0,0,0,-1
1700603188.8666024,1,0,0,0,0,-1
1700603188.9666023,1,0,0,0,0,-1
1700603189.0666022,1,0,0,0,0,-1
1700603189.1666024,1,0,0,0,0,-1
1700603189.2666023,1,0,0,0,0,-1
1700603189.3666024,1,0,0,0,0,-1
1700603189.4666023,1,0,0,0,0,-1
1700603189.5666022,1,0,0,0,0,-1
1700603189.6666024,1,0,0,0,0,-1
1700603189.7666023,1,0,0,0,0,-1
1700603189.8666024,1,0,0,0,0,-1
1700603189.9666023,1,0,0,0,0,-1
1700603190.0666022,1,0,0,0,0,-1
1700603190.1666024,1,0,0,0,0,-1
1700603190.2666023,1,0,0,0,0,-1
1700603190.3666024,1,0,0,0,0,-1
1700603190.4666023,1,0,0,0,0,-1
1700603190.5666022,1,0,0,0,0,-1
1700603190.6666024,1,0,0,0,0,-1
1700603190.7666023,1,0,0,0,0,-1
1700603190.8666024,1,0,0,0,0,-1
1700603190.9666023,1,0,0,0,0,-1
1700603191.0666022,1,0,0,0,0,-1
1700603191.1666024,1,0,0,0,0,-1
1700603191.2666023,1,0,0,0,0,-1
1700603191.3666024,1,0,0,0,0,-1
1700603191.4666023,1,0,0,0,0,-1
1700603191.5666022,1,0,0,0,0,-1
1700603191.6666024,1,0,0,0,0,-1
1700603191.7666023,1,0,0,0,0,-1
1700603191.8666024,1,0,0,0,0,-1
1700603191.9666023,1,0,0,0,0,-1
1700603192.0666022,1,0,0,0,0,-1
1700603192.1666024,1,0,0,0,0,-1
1700603192.2666023,1,0,0,0,0,-1
1700603192.3666024,1,0,0,0,0,-1
1700603192.4666023,1,0,0,0,0,-1
1700603192.5666022,1,0,0,0,0,-1
1700603192.6666024,1,0,0,0,0,-1
1700603192.7666023,1,0,0,0,0,-1
1700603192.8666024,1,0,0,0,0,-1
1700603192.9666023,1,0,0,0,0,-1
1700603193.0666022,1,0,0,0,0,-1
1700603193.1666024,1,0,0,0,0,-1
1700603193.2666023,1,0,0,0,0,-1
1700603193.3666024,1,0,0,0,0,-1
1700603193.4666023,1,0,0,0,0,-1
1700603193.5666022,1,0,0,0,0,-1
1700603193.6666024,1,0,0,0,0,-1
1700603193.7666023,1,0,0,0,0,-1
1700603193.8666024,1,0,0,0,0,-1
1700603193.9666023,1,0,0,0,0,-1
1700603194.0666022,1,0,0,0,0,-1
1700603194.1666024,1,0,0,0,0,-1
1700603194.2666023,1,0,0,0,0,-1
1700603194.3666024,1,0,0,0,0,-1
1700603194.4666023,1,0,0,0,0,-1
1700603194.5666022,1,0,0,0,0,-1
1700603194.6666024,1,0,0,0,0,-1
1700603194.7666023,1,0,0,0,0,-1
1700603194.8666024,1,0,0,0,0,-1
1700603194.9666023,1,0,0,0,0,-1
1700603195.0666022,1,0,0,0,0,-1
1700603195.1666024,1,0,0,0,0,-1
